FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,1032,305,1127,349,965,346,1277,364,877,364,1159,331,986,328,1076,521,963,520,1081,630,971,639,1083,712,944,740
1,1034,309,1119,350,962,348,1273,362,882,360,1163,332,983,331,1072,514,969,514,1071,623,978,636,1084,712,936,740
2,1032,307,1120,349,968,350,1272,362,884,360,1175,341,980,331,1075,514,969,512,1064,625,965,634,1083,712,942,738
3,1033,307,1119,351,967,351,1274,361,875,363,1161,331,977,332,1076,512,971,512,1068,623,973,629,1086,713,943,739
4,1033,308,1124,350,965,349,1276,363,877,360,1172,341,979,331,1076,515,973,514,1076,621,968,634,1086,712,945,740
5,1033,306,1128,348,962,348,1286,365,884,362,1160,332,981,331,1076,518,971,517,1075,626,969,637,1085,712,947,739
6,1035,307,1127,348,964,347,1284,364,885,362,1161,331,985,330,1076,518,971,517,1074,627,970,637,1084,712,947,740
7,1034,307,1122,349,966,348,1272,364,882,361,1161,332,981,331,1075,516,972,515,1074,624,969,636,1084,712,945,740
8,1034,307,1122,350,967,349,1274,363,880,364,1160,330,984,331,1075,517,973,516,1074,625,969,636,1085,711,944,738
9,1035,308,1125,352,969,352,1286,363,882,363,1160,329,985,329,1075,519,973,518,1081,630,970,637,1082,711,945,738
10,1036,309,1126,353,971,353,1274,363,883,364,1159,328,986,329,1076,520,974,518,1074,626,972,637,1083,710,946,738
11,1038,309,1126,353,977,353,1287,363,884,363,1159,328,985,329,1076,519,974,518,1074,626,973,637,1084,709,947,738
12,1035,310,1123,349,955,350,1278,363,880,360,1152,326,991,328,1073,525,966,525,1074,632,984,646,1080,714,934,741
13,1035,310,1124,349,957,350,1278,363,881,360,1152,326,992,328,1074,526,967,526,1072,634,983,648,1076,714,936,742
14,1035,310,1124,350,959,351,1277,363,882,359,1153,326,991,328,1074,526,969,526,1072,634,983,647,1078,714,939,742
15,1035,309,1123,348,959,350,1278,363,883,359,1154,327,993,327,1075,526,969,526,1071,634,982,649,1079,713,938,743
16,1036,309,1123,349,962,351,1277,362,893,356,1154,326,1003,317,1075,527,970,527,1070,635,982,649,1077,713,936,743
17,1036,308,1123,349,964,350,1278,362,895,355,1155,327,1004,317,1076,527,971,526,1070,634,983,648,1077,713,937,743
18,1036,309,1122,349,963,350,1278,362,884,357,1155,327,1004,317,1075,527,970,526,1071,634,983,649,1077,713,938,743
19,1035,309,1122,349,961,350,1278,363,883,357,1155,327,1003,317,1075,527,968,527,1071,635,982,649,1077,714,937,743
20,1034,309,1123,347,957,349,1278,363,883,357,1154,327,995,328,1074,527,967,526,1069,635,982,648,1075,714,935,742
21,1032,309,1122,348,953,349,1277,363,883,358,1153,326,1003,317,1074,527,967,527,1070,635,981,647,1075,714,935,742
22,1033,309,1123,349,956,350,1279,363,881,358,1153,327,1003,318,1074,527,967,527,1071,633,982,646,1077,714,934,741
23,1037,310,1127,354,952,349,1278,363,879,359,1153,327,994,328,1075,527,967,527,1071,634,982,645,1077,715,936,741
24,1038,309,1130,355,963,352,1275,366,878,362,1169,335,989,333,1072,530,963,530,1080,635,979,647,1081,711,930,740
25,1036,310,1123,356,959,351,1269,365,883,360,1155,331,992,333,1067,528,964,528,1074,633,980,648,1077,712,928,740
26,1030,309,1115,355,958,352,1258,363,891,358,1155,330,1003,322,1067,523,963,524,1072,630,983,644,1076,711,929,739
27,1036,308,1122,358,959,353,1257,363,897,358,1153,327,1007,320,1067,525,963,527,1076,632,971,641,1078,712,936,741
28,1037,310,1123,352,963,351,1267,364,884,358,1154,328,989,328,1066,525,963,525,1070,637,974,649,1070,713,921,740
29,1033,308,1121,351,954,346,1266,367,887,356,1169,333,985,327,1069,526,963,528,1072,633,981,650,1083,711,941,743
30,1032,306,1118,353,959,350,1245,366,879,360,1154,336,988,327,1066,525,964,525,1070,623,975,630,1087,706,938,738
31,1025,308,1088,350,982,346,1238,364,894,357,1110,320,1047,317,1061,518,974,520,1057,617,976,626,1079,706,940,736
32,1021,317,1063,354,1009,355,1130,365,908,357,1087,310,1068,312,1049,518,972,521,1041,616,972,631,1081,698,921,732
33,1027,317,1093,348,947,350,1227,361,890,354,1125,320,1016,317,1047,526,951,529,1030,623,948,629,1065,709,926,737
34,1023,311,1119,358,930,351,1239,365,876,362,1119,329,977,327,1063,529,952,529,1055,630,944,642,1071,709,912,746
35,1033,317,1109,358,944,355,1212,363,878,365,1113,328,983,329,1052,525,953,524,1041,625,928,621,1073,709,904,735
36,1031,321,1114,354,945,355,1214,369,873,367,1116,342,959,335,1045,522,939,522,1025,631,919,632,1074,714,906,737
37,1027,326,1108,358,939,353,1205,371,858,367,1131,357,959,332,1047,525,941,523,1043,622,909,632,1074,713,916,740
38,1035,331,1108,359,945,351,1236,376,854,364,1125,353,980,336,1049,533,933,530,1048,623,897,631,1072,712,903,733
39,1046,338,1119,365,938,353,1255,380,864,361,1119,354,983,336,1044,534,927,532,1029,623,896,639,1066,704,903,735
40,1016,336,1098,367,919,363,1227,383,865,374,1106,353,975,343,1031,530,925,529,1006,620,891,633,1053,709,900,742
41,1003,352,1099,383,907,381,1241,392,859,383,1106,363,960,352,1030,538,913,538,997,627,884,635,1058,700,890,742
42,985,349,1095,378,905,383,1233,401,852,393,1088,364,963,372,1025,551,912,549,994,641,871,638,1056,703,889,738
43,981,355,1095,395,899,393,1216,411,868,405,1097,373,983,372,1025,561,903,557,952,639,874,643,1032,710,892,752
44,976,365,1092,398,910,399,1206,416,873,410,1094,375,939,382,1030,568,908,563,996,653,869,639,1039,713,894,746
45,988,372,1081,404,894,401,1210,427,873,415,1079,380,940,380,1037,570,911,566,992,628,864,628,1036,706,899,734
46,982,377,1084,417,890,414,1209,435,857,423,1104,377,941,385,1027,570,906,568,994,638,852,635,1041,713,898,736
47,985,384,1083,424,899,421,1205,443,856,423,1106,395,954,390,1036,576,913,572,965,642,851,633,1021,711,893,729
48,970,393,1083,434,893,426,1210,447,840,429,1080,397,949,397,1028,594,911,581,971,661,839,637,995,729,890,740
49,985,394,1092,435,894,427,1200,457,857,433,1094,407,954,410,1032,596,909,588,977,656,846,633,984,733,878,744
50,974,396,1077,439,896,431,1192,456,848,439,1068,409,934,411,1025,602,905,591,959,663,819,636,934,747,845,753
51,987,396,1078,443,892,433,1194,460,844,443,1094,415,938,416,1026,604,907,594,965,666,820,637,982,733,861,743
52,982,403,1083,448,881,434,1185,466,843,450,1064,414,931,420,1017,604,896,594,968,688,813,645,935,747,834,753
53,970,405,1075,452,890,442,1181,466,842,451,1061,417,923,422,1020,605,897,596,971,698,807,646,955,739,832,744
54,960,406,1067,452,885,444,1179,468,839,457,1084,420,923,424,1021,604,903,596,956,697,812,650,954,736,830,747
55,977,408,1085,451,878,443,1191,472,847,454,1048,422,920,422,1015,619,893,602,971,714,805,651,938,742,803,759
56,969,407,1088,457,876,453,1181,468,822,459,1037,419,911,422,1019,621,893,609,972,713,792,652,946,740,802,761
57,970,417,1090,464,884,461,1184,470,821,460,1087,421,913,420,1024,646,901,625,937,684,805,649,949,741,832,750
58,973,418,1088,466,883,459,1185,477,832,463,1046,421,923,420,1019,650,902,628,932,690,791,647,947,741,804,768
59,973,419,1087,465,881,458,1183,476,844,464,1064,422,914,430,1026,648,906,626,943,691,802,650,951,741,832,751
60,968,418,1107,464,867,456,1198,475,831,462,1048,421,930,418,1031,650,893,630,888,663,767,655,961,738,797,775
61,964,420,1105,464,874,454,1196,475,847,460,1045,419,937,411,1027,653,894,631,881,659,772,646,933,744,798,774
62,963,422,1107,466,877,460,1197,481,844,464,1033,418,940,411,1031,657,897,641,855,656,762,646,910,749,721,798
63,979,422,1110,469,879,459,1192,482,844,464,1041,417,937,410,1029,657,893,633,925,678,758,650,912,749,753,789
64,979,422,1105,469,872,457,1191,482,836,466,1049,417,934,412,1031,653,892,630,880,658,759,643,914,748,793,772
65,989,421,1118,470,881,457,1187,480,849,458,1054,415,934,408,1029,644,892,621,893,661,755,649,961,739,797,771
66,991,421,1119,466,885,458,1192,480,842,460,1070,418,933,409,1029,645,894,622,947,684,750,652,942,738,796,766
67,988,421,1114,472,889,464,1201,479,841,460,1072,418,936,410,1035,651,901,628,929,663,779,643,961,736,800,768
68,991,421,1113,472,893,462,1201,481,842,458,1071,418,941,413,1029,653,898,629,941,683,758,651,921,745,793,768
69,991,421,1113,472,891,461,1201,480,841,458,1069,417,942,412,1030,653,898,629,938,680,777,645,938,742,796,770
70,984,422,1108,469,889,458,1203,478,843,457,1049,420,945,416,1030,649,900,625,941,684,763,651,938,743,797,764
71,985,422,1099,467,895,461,1203,478,839,461,1093,432,947,419,1026,651,904,628,881,664,753,647,917,747,765,781
72,981,420,1098,466,892,463,1196,475,832,463,1062,415,937,413,1023,644,905,621,890,659,768,642,922,753,800,776
73,975,403,1091,459,888,451,1194,468,849,454,1066,416,944,411,1026,633,910,621,962,688,807,642,955,740,837,760
74,977,399,1076,445,907,440,1202,460,836,444,1093,418,937,414,1023,607,911,598,965,672,825,641,957,738,859,748
75,979,396,1084,440,892,436,1203,452,847,437,1075,403,943,411,1031,608,912,598,953,643,843,625,978,732,872,741
76,983,387,1068,424,889,423,1210,445,858,433,1106,396,942,408,1033,578,913,578,966,639,852,632,1008,720,893,735
77,977,384,1087,414,904,414,1211,432,852,419,1095,391,942,384,1029,570,909,569,1002,636,856,633,1037,707,906,735
78,986,367,1099,392,913,400,1221,416,865,418,1093,382,937,393,1041,557,915,555,998,635,863,638,1037,712,903,743
79,991,352,1106,389,924,390,1225,407,863,407,1108,381,949,380,1036,547,922,546,1007,631,865,640,1037,699,905,729
80,1002,347,1110,382,921,379,1237,399,869,394,1137,372,939,373,1037,527,930,529,1001,619,881,616,1042,692,899,721
81,1023,340,1107,383,951,378,1224,388,888,389,1147,374,940,362,1030,525,933,526,1019,627,888,639,1045,710,901,738
82,1032,325,1118,359,951,355,1226,377,886,382,1135,348,964,355,1054,521,948,520,1033,623,897,638,1070,709,905,738
83,1024,319,1117,363,959,357,1239,369,882,376,1169,350,951,347,1051,521,951,520,1042,628,923,643,1080,710,914,738
84,1037,317,1121,353,982,358,1257,365,881,364,1140,340,975,331,1064,523,952,520,1045,626,931,639,1081,697,906,741
85,1029,316,1115,353,981,355,1264,360,889,363,1168,334,975,334,1077,518,961,515,1066,617,960,632,1098,699,925,740
86,1032,313,1119,351,991,355,1265,360,889,361,1161,333,972,334,1068,515,964,517,1062,619,953,637,1097,698,920,742
87,1043,306,1131,345,995,341,1278,362,894,355,1169,338,976,334,1065,512,964,515,1068,624,957,636,1094,714,934,742
88,1042,307,1136,347,982,346,1286,361,889,360,1156,332,985,334,1072,521,963,522,1070,619,965,637,1086,713,930,746
89,1050,309,1137,359,1001,357,1280,363,890,360,1169,337,974,336,1070,515,970,516,1070,620,967,631,1093,715,942,741
90,1057,311,1141,360,998,351,1288,363,895,362,1163,341,973,336,1074,514,973,514,1067,616,952,622,1092,715,942,742
91,1060,313,1150,357,1012,356,1301,366,904,367,1162,341,972,340,1068,514,969,514,1064,622,975,630,1087,715,940,741
92,1069,315,1152,362,1008,356,1297,366,900,361,1156,339,985,337,1067,519,971,518,1071,623,956,635,1093,715,944,741
93,1071,311,1153,359,1006,353,1298,367,902,364,1157,342,989,336,1065,523,970,523,1068,624,960,637,1089,714,947,742
94,1063,312,1149,359,1004,355,1292,366,909,367,1159,341,982,339,1065,520,969,520,1066,625,960,636,1088,715,945,742
95,1063,314,1144,362,1000,351,1288,366,908,363,1158,340,980,338,1065,518,969,518,1064,623,958,635,1088,714,943,741
96,1063,314,1154,358,984,350,1312,370,899,366,1147,334,1007,331,1068,526,964,526,1069,633,978,645,1086,715,928,743
97,1064,317,1157,359,997,354,1311,369,897,363,1154,338,1007,328,1067,526,965,526,1071,635,977,646,1084,714,927,742
98,1063,317,1152,358,988,350,1308,369,898,363,1141,336,1008,328,1067,527,966,526,1077,633,978,647,1087,715,930,743
