FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
28,1008,383,1080,414,959,422,1147,339,938,341,1144,277,882,284,1040,559,955,560,1059,683,940,683,1063,795,922,800
29,1007,381,1078,414,960,422,1147,342,936,347,1147,281,878,285,1039,563,954,562,1061,686,951,683,1060,794,923,801
30,1004,380,1077,416,958,421,1147,342,935,345,1149,283,884,283,1038,566,951,565,1051,686,948,683,1051,795,921,801
31,995,389,1087,419,954,421,1143,347,932,348,1146,286,885,287,1037,568,951,566,1057,687,944,684,1055,797,922,803
32,998,388,1094,421,957,423,1145,345,925,346,1143,285,887,297,1033,570,945,568,1035,703,931,697,1047,799,922,807
33,1001,392,1092,425,955,427,1143,348,924,346,1155,287,887,291,1037,572,948,570,1046,704,932,700,1062,801,928,808
34,1011,391,1087,428,963,432,1150,345,919,345,1150,286,886,294,1045,573,955,571,1047,705,939,697,1062,799,930,805
35,1003,398,1075,427,957,433,1148,358,918,355,1138,291,880,297,1034,571,955,571,1065,694,934,692,1065,798,929,805
36,1003,410,1074,441,952,444,1147,385,929,380,1142,305,882,310,1033,584,949,585,1085,700,924,710,1071,799,933,810
37,1013,422,1074,455,944,455,1146,395,903,387,1151,324,871,319,1028,589,951,592,1075,695,929,700,1073,797,926,807
38,1017,427,1075,462,947,464,1153,400,916,386,1155,333,872,329,1035,597,952,601,1068,703,923,710,1075,802,923,815
39,1001,431,1075,463,931,465,1152,407,899,397,1158,342,862,337,1037,606,950,609,1072,702,924,707,1073,802,927,813
40,1012,437,1074,477,930,470,1159,413,896,401,1167,358,877,362,1027,613,953,614,1072,705,922,708,1069,800,926,811
41,1017,446,1076,487,939,483,1159,427,894,420,1164,362,859,367,1029,621,953,622,1068,702,926,711,1077,797,926,809
42,1010,459,1071,490,932,490,1158,432,892,429,1160,369,854,364,1025,625,956,625,1063,700,924,707,1075,798,923,809
43,1017,463,1072,492,938,490,1164,430,893,420,1166,369,853,359,1028,620,958,621,1066,701,927,703,1064,797,925,807
