FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
42,1000,395,1081,426,936,430,1102,360,922,355,1121,281,869,293,1033,564,943,566,1044,685,926,685,1050,800,905,806
43,999,396,1080,427,935,431,1099,365,908,353,1121,282,871,293,1027,563,945,565,1040,686,927,686,1049,801,909,807
44,1001,394,1080,428,936,433,1099,357,909,352,1122,283,871,292,1027,565,946,566,1038,687,932,691,1048,802,908,806
45,1000,395,1080,428,935,433,1100,358,909,350,1123,283,870,291,1028,565,946,567,1041,687,931,692,1048,802,908,806
46,999,396,1078,428,939,433,1098,365,912,353,1124,285,873,297,1029,564,948,565,1045,685,927,686,1051,802,910,807
47,999,396,1078,428,938,432,1097,365,911,353,1122,285,870,295,1028,563,947,564,1044,685,926,685,1050,801,909,806
48,994,401,1073,428,940,434,1089,374,934,373,1116,286,873,295,1026,560,947,561,1044,683,921,682,1053,799,903,806
49,997,397,1075,426,944,431,1092,373,927,359,1119,288,873,300,1026,562,945,564,1048,684,928,690,1054,799,903,806
50,994,397,1074,426,940,431,1095,372,909,357,1120,289,872,299,1025,562,945,565,1046,685,928,692,1053,800,905,807
51,994,397,1076,426,940,431,1097,371,909,356,1121,291,870,298,1026,562,945,564,1048,685,928,691,1054,800,904,806
52,995,396,1077,426,940,431,1097,371,909,354,1121,289,872,297,1025,563,944,565,1047,685,929,692,1054,800,903,807
53,994,396,1073,425,941,430,1097,371,908,354,1119,291,872,299,1024,562,944,564,1045,685,929,691,1054,799,905,807
54,993,397,1072,427,940,431,1093,373,907,357,1119,294,864,293,1023,563,943,564,1044,684,930,691,1053,800,907,808
55,996,397,1068,425,940,429,1094,375,907,359,1119,296,863,294,1022,562,943,564,1045,684,928,691,1054,801,907,808
56,995,397,1065,425,940,429,1093,375,927,359,1119,296,870,296,1020,563,942,564,1046,685,922,685,1053,801,910,809
57,993,397,1065,423,945,427,1093,376,923,360,1121,298,868,300,1035,564,942,563,1043,684,930,690,1052,802,909,809
58,995,398,1062,423,944,429,1091,375,929,369,1120,298,871,301,1035,564,943,563,1043,684,923,686,1052,802,910,809
59,995,398,1067,425,943,429,1090,374,928,359,1120,295,869,299,1021,562,946,562,1041,684,927,685,1053,802,909,808
60,995,399,1066,427,939,434,1091,370,918,360,1122,285,880,301,1023,562,945,563,1041,683,928,688,1050,803,906,807
61,992,400,1076,429,939,434,1093,368,909,356,1121,284,878,301,1021,565,944,566,1039,687,922,694,1051,803,901,807
62,997,398,1077,430,943,435,1094,368,932,358,1123,285,878,298,1021,565,945,566,1037,688,925,694,1052,802,903,808
63,997,398,1078,427,941,433,1095,366,909,354,1122,284,878,297,1023,564,946,564,1042,687,929,692,1054,801,901,807
64,997,399,1080,428,943,433,1096,366,930,360,1122,284,879,299,1024,564,947,565,1043,687,930,691,1055,801,900,806
65,995,398,1078,425,939,430,1097,365,928,357,1121,285,878,296,1023,564,945,564,1042,686,930,689,1054,801,900,805
66,1000,396,1077,426,939,430,1099,363,930,356,1122,283,878,293,1023,564,947,563,1043,686,931,690,1054,803,904,806
67,1001,394,1080,422,937,425,1110,343,911,346,1123,284,873,288,1022,563,944,563,1037,686,933,689,1051,804,907,807
68,995,395,1079,421,937,426,1124,342,910,347,1124,285,873,285,1023,562,944,562,1039,686,934,688,1053,802,909,807
69,1002,393,1075,422,938,425,1126,342,912,347,1123,284,872,290,1022,561,944,561,1036,686,935,689,1051,803,913,809
70,1002,393,1075,421,936,425,1125,341,911,345,1122,283,870,285,1022,561,942,561,1036,686,935,688,1053,802,912,808
71,996,395,1072,422,942,426,1137,346,912,345,1128,284,871,287,1024,558,946,558,1042,685,926,683,1053,801,912,808
72,999,393,1073,422,945,427,1131,352,923,359,1133,282,876,294,1031,557,950,558,1054,684,929,680,1057,797,915,806
73,1001,397,1070,426,945,430,1108,371,918,362,1130,290,864,294,1023,561,948,562,1041,687,928,687,1054,799,920,808
74,995,396,1071,427,948,430,1129,359,916,361,1133,289,862,293,1024,564,942,564,1042,693,927,692,1050,801,917,807
75,996,396,1073,427,950,431,1128,361,921,364,1134,290,873,301,1025,566,951,567,1039,702,927,692,1049,802,914,807
76,1001,393,1074,426,949,429,1129,359,921,362,1136,288,873,301,1028,567,953,567,1046,691,930,690,1050,803,914,807
77,999,394,1070,425,947,428,1127,363,921,363,1138,290,872,304,1025,564,953,565,1043,689,927,690,1050,801,914,807
78,1001,396,1072,429,947,432,1128,360,923,363,1137,292,869,298,1022,566,952,568,1036,700,931,697,1050,802,913,808
79,999,397,1074,427,953,431,1126,365,934,364,1137,292,877,302,1035,569,946,567,1030,698,923,695,1047,801,911,808
80,1000,400,1082,428,955,432,1123,363,937,359,1136,293,880,306,1034,570,945,567,1042,689,930,691,1047,803,909,807
81,995,404,1083,431,954,433,1126,369,933,364,1135,300,881,308,1029,570,941,567,1039,688,928,689,1048,803,909,808
82,997,405,1080,432,952,433,1128,370,928,367,1139,300,878,306,1027,569,939,567,1038,688,925,689,1049,803,911,810
83,1003,404,1083,436,948,439,1128,374,926,370,1136,305,879,311,1022,571,937,570,1028,692,920,692,1047,805,912,812
84,993,407,1077,438,950,444,1133,380,931,386,1130,308,881,307,1035,578,945,574,1033,702,914,689,1046,803,908,807
85,993,409,1071,441,952,443,1120,389,931,393,1129,312,881,321,1023,578,939,575,1024,704,918,694,1044,804,908,808
86,988,413,1059,439,932,440,1123,390,905,388,1133,315,858,315,1023,581,939,578,1039,699,923,697,1043,807,907,807
87,992,410,1065,441,930,439,1134,390,894,386,1139,307,856,315,1030,581,945,579,1032,707,917,698,1047,805,912,807
88,993,417,1060,457,932,454,1123,391,899,396,1134,312,858,309,1021,589,944,592,1054,697,915,702,1056,801,911,811
89,1002,419,1062,462,922,458,1113,395,887,391,1128,321,858,320,1034,593,944,592,1042,705,910,702,1055,801,913,810
90,1002,421,1067,464,936,465,1114,399,898,402,1129,327,862,324,1041,602,942,601,1051,708,904,705,1054,804,907,812
91,988,426,1058,467,921,465,1122,397,877,402,1127,335,850,328,1038,602,938,602,1049,706,901,705,1052,805,907,813
92,989,429,1059,471,913,467,1122,404,884,399,1128,332,856,334,1033,611,934,609,1040,706,904,709,1052,806,910,815
93,993,430,1068,475,920,466,1126,404,891,401,1123,345,857,350,1037,613,941,611,1049,708,900,710,1055,806,916,815
94,997,431,1056,476,908,471,1127,404,877,400,1125,341,849,341,1036,613,940,610,1045,703,901,707,1055,802,913,814
95,992,435,1065,483,922,474,1134,415,884,408,1123,352,853,355,1032,620,938,617,1045,704,896,709,1054,802,912,815
96,996,435,1076,486,930,480,1137,419,891,407,1127,351,861,361,1039,617,944,615,1072,706,896,707,1056,806,907,813
97,996,448,1067,492,936,491,1132,428,894,425,1119,355,852,372,1028,625,940,623,1056,712,900,715,1059,808,906,816
98,998,460,1072,503,936,502,1135,426,912,438,1119,358,849,369,1029,628,944,626,1066,708,906,710,1057,804,908,812
99,997,476,1058,517,922,510,1128,434,881,439,1129,361,842,371,1025,636,937,634,1050,713,914,711,1053,804,912,815
100,997,477,1064,518,915,509,1144,439,876,445,1135,370,840,375,1020,641,937,638,1033,714,916,716,1051,803,913,815
101,994,475,1064,519,919,509,1134,439,869,435,1136,370,837,377,1022,640,941,636,1029,716,914,712,1050,802,912,812
102,996,481,1053,511,920,511,1142,445,878,441,1135,378,843,383,1020,644,939,641,1029,713,918,712,1050,801,912,811
103,998,481,1054,515,924,515,1144,442,876,435,1140,381,839,388,1021,647,940,643,1034,713,920,711,1053,802,912,811
104,996,482,1051,517,922,514,1145,439,875,440,1144,391,840,397,1021,650,939,647,1033,714,925,712,1053,802,914,811
105,997,481,1060,521,927,513,1146,441,878,436,1148,394,841,398,1025,654,939,652,1038,715,923,713,1053,802,913,812
106,994,488,1039,519,914,513,1139,446,866,450,1147,395,832,392,1019,654,936,652,1034,719,916,716,1051,803,913,810
107,991,498,1047,526,912,521,1132,456,874,464,1142,403,834,396,1021,659,939,659,1040,715,927,711,1058,802,910,809
108,997,503,1065,537,923,533,1138,458,873,485,1138,400,831,400,1024,666,935,664,1046,715,916,709,1057,803,913,813
109,995,499,1053,535,928,532,1132,459,883,487,1139,406,835,399,1022,664,938,662,1052,725,915,720,1058,807,911,815
110,1001,502,1064,540,934,532,1134,463,874,480,1137,406,835,404,1023,665,939,664,1060,726,911,721,1067,806,912,815
111,993,505,1051,536,927,535,1138,482,851,482,1139,407,831,402,1022,662,939,661,1043,713,925,710,1062,801,911,815
112,999,511,1050,553,928,543,1127,493,858,490,1135,421,835,418,1022,671,935,670,1050,723,915,718,1060,805,913,817
113,994,516,1040,551,914,545,1127,494,846,491,1130,419,829,420,1017,669,931,668,1050,722,925,719,1063,801,916,814
114,990,514,1049,553,918,544,1130,496,849,490,1134,416,833,422,1017,671,930,672,1046,719,915,716,1066,799,915,814
115,986,523,1049,556,928,549,1126,499,855,500,1128,425,836,441,1017,673,936,674,1050,721,914,720,1064,804,915,818
116,994,523,1052,555,914,550,1121,502,843,510,1127,426,831,437,1021,679,932,679,1046,716,931,714,1072,801,916,815
117,985,526,1052,561,921,556,1125,507,845,510,1129,428,828,440,1022,691,929,691,1030,710,931,708,1063,803,912,815
118,988,526,1055,562,917,557,1124,512,846,508,1137,431,824,444,1020,691,930,692,1038,713,930,709,1065,802,913,815
119,982,529,1050,557,926,556,1124,508,847,513,1139,434,822,442,1024,697,930,697,1048,720,928,715,1063,804,917,816
120,993,525,1054,564,920,563,1136,505,838,519,1144,437,819,442,1026,698,932,698,1060,718,912,719,1077,808,916,821
121,991,523,1056,561,916,562,1129,507,840,503,1145,432,815,448,1025,697,930,697,1054,720,918,717,1070,801,920,812
122,973,529,1047,566,918,567,1121,527,836,529,1131,440,810,456,1029,691,935,692,1054,729,914,724,1068,806,914,817
123,971,533,1043,567,922,567,1122,531,845,530,1128,443,816,451,1029,692,940,692,1049,729,916,728,1064,803,913,813
124,976,547,1045,581,912,574,1124,536,848,534,1127,449,817,453,1021,695,938,694,1049,733,923,734,1062,802,914,814
125,972,556,1039,585,919,577,1120,536,839,538,1135,445,812,461,1026,697,939,699,1062,736,915,739,1067,807,916,814
126,972,556,1043,586,899,577,1128,537,831,536,1134,445,811,464,1028,702,941,703,1059,733,918,734,1067,806,914,816
127,966,567,1037,588,909,582,1126,542,839,541,1136,449,807,469,1019,705,936,705,1062,735,913,736,1065,804,921,810
128,972,560,1041,586,909,579,1121,540,837,539,1136,450,810,466,1025,698,938,702,1057,736,916,737,1062,804,922,809
129,974,561,1051,593,912,588,1130,540,835,543,1136,450,805,473,1028,713,934,712,1075,741,917,741,1066,809,919,813
130,966,569,1043,594,905,589,1135,543,834,540,1134,454,807,480,1021,710,933,711,1077,737,920,739,1064,808,923,812
131,966,571,1049,598,909,594,1131,550,835,550,1130,462,811,491,1028,715,937,714,1060,736,924,738,1059,807,918,815
132,972,572,1050,597,903,595,1125,552,825,547,1129,460,805,486,1018,715,940,715,1063,734,923,733,1072,809,924,814
133,968,571,1044,597,899,595,1126,551,827,545,1127,463,809,484,1017,715,936,716,1059,743,926,743,1070,815,926,818
134,969,575,1043,603,902,597,1124,556,834,548,1120,471,811,482,1015,715,939,716,1061,743,932,744,1071,815,926,817
135,966,575,1047,600,903,595,1123,556,827,541,1124,468,806,488,1016,715,941,714,1059,744,925,743,1074,811,927,814
136,968,578,1041,604,900,598,1120,560,826,545,1128,477,801,482,1024,712,938,711,1057,735,933,731,1081,810,930,816
137,964,577,1036,602,893,595,1120,563,822,551,1133,480,797,487,1020,710,936,708,1062,729,935,729,1084,804,933,812
138,959,577,1032,602,886,594,1116,567,819,550,1132,480,799,487,1019,708,933,707,1065,729,929,726,1080,807,929,810
139,957,575,1034,600,891,592,1116,564,821,553,1136,476,802,483,1023,707,936,706,1074,734,927,734,1082,801,926,810
140,954,576,1032,600,891,593,1114,568,823,553,1129,480,802,488,1026,708,939,707,1060,732,932,729,1080,803,930,810
141,956,574,1035,599,895,592,1113,572,828,556,1129,485,803,491,1029,707,942,706,1072,740,932,739,1082,802,928,810
142,956,575,1037,602,894,594,1119,575,824,553,1129,497,805,492,1029,708,942,707,1069,741,927,736,1081,804,931,811
143,962,576,1041,603,895,595,1121,576,823,553,1131,496,802,489,1017,707,941,706,1055,732,933,730,1079,804,933,810
144,968,577,1045,597,890,589,1118,572,830,554,1128,500,805,498,1021,695,932,694,1049,727,927,722,1064,809,933,811
145,966,577,1046,604,893,593,1118,576,827,552,1131,489,804,500,1026,715,933,712,1058,746,926,743,1063,814,936,812
146,964,577,1041,604,886,598,1122,579,821,559,1132,487,798,498,1016,717,931,716,1051,739,929,737,1060,814,935,813
147,971,577,1054,605,890,597,1124,572,829,563,1136,483,799,499,1015,715,932,713,1047,732,927,736,1062,812,935,813
148,968,578,1042,606,888,601,1125,572,823,569,1134,482,794,495,1016,718,933,717,1044,725,928,717,1063,809,937,812
149,963,578,1038,605,882,601,1120,573,822,568,1128,483,795,500,1024,715,931,714,1043,725,928,718,1063,813,937,811
150,964,579,1038,605,882,601,1119,573,824,569,1123,485,796,497,1022,713,931,713,1039,722,929,714,1061,812,938,810
151,963,579,1039,605,882,602,1119,570,824,569,1127,481,798,496,1020,716,929,716,1043,725,927,717,1063,813,941,811
152,961,579,1040,604,880,602,1118,568,822,566,1125,480,796,495,1013,718,929,719,1046,728,927,722,1062,814,941,811
153,962,579,1041,603,881,601,1119,566,822,564,1125,482,797,491,1014,718,931,718,1047,732,925,726,1071,813,938,811
154,963,581,1041,602,878,600,1120,564,818,559,1124,479,795,486,1014,718,930,718,1045,734,929,740,1061,812,939,814
155,965,579,1043,600,888,599,1119,565,819,559,1127,479,795,486,1015,718,933,717,1067,742,926,743,1061,814,939,813
156,973,576,1047,597,894,592,1124,560,818,552,1128,475,799,491,1014,711,933,709,1053,725,932,719,1064,811,929,812
157,980,575,1053,607,908,599,1130,562,820,554,1131,474,793,488,1014,718,942,715,1061,729,936,725,1074,816,922,815
158,962,568,1037,592,884,587,1136,546,812,546,1147,464,799,490,1014,711,930,711,1063,736,930,734,1060,815,927,813
159,964,552,1042,587,898,585,1134,533,810,539,1141,456,801,485,1025,711,936,710,1057,730,920,726,1059,813,922,814
160,975,552,1044,586,903,579,1132,536,819,541,1138,451,804,477,1022,709,932,709,1056,730,921,731,1063,814,920,816
161,983,551,1045,576,909,569,1129,535,826,541,1144,450,801,464,1016,696,926,696,1044,724,925,722,1063,809,917,814
162,978,536,1054,566,912,564,1124,514,826,536,1133,442,801,462,1023,710,930,703,1039,734,930,725,1066,818,919,816
163,968,527,1054,557,913,558,1129,506,825,533,1140,435,799,458,1022,700,929,699,1035,732,929,720,1063,817,911,816
164,988,527,1054,552,916,551,1128,499,836,529,1138,425,805,451,1024,696,926,694,1045,727,932,718,1069,806,912,814
165,990,524,1055,552,922,545,1129,503,838,519,1142,422,802,444,1017,691,923,682,1044,723,937,716,1064,803,916,815
166,993,506,1055,543,912,533,1134,486,842,508,1145,410,797,420,1016,672,928,670,1045,731,929,717,1058,801,919,812
167,983,492,1038,528,912,525,1132,468,832,490,1144,412,791,410,1012,659,924,660,1033,731,927,723,1053,803,916,812
168,991,489,1037,528,910,526,1138,463,842,482,1145,411,793,409,1015,655,928,655,1046,714,923,708,1057,805,916,812
169,995,485,1040,523,904,517,1139,454,843,453,1144,400,798,408,1018,654,930,654,1041,715,914,715,1049,805,912,811
170,991,487,1038,516,912,517,1139,457,838,473,1142,397,800,404,1017,648,932,648,1031,711,923,706,1049,804,910,809
171,988,475,1054,513,905,507,1143,436,847,443,1135,378,801,384,1014,644,932,642,1027,722,914,715,1046,805,917,810
172,987,458,1042,500,904,497,1130,433,847,445,1131,362,801,378,1014,636,926,636,1032,708,910,708,1048,805,910,813
173,993,456,1045,498,905,493,1130,431,854,437,1130,350,805,376,1014,631,930,631,1032,703,914,706,1056,801,911,810
174,980,431,1038,471,908,470,1132,415,850,410,1117,352,803,362,1020,607,928,607,1043,699,902,700,1055,801,909,811
175,976,431,1040,469,910,469,1122,404,845,410,1120,344,802,357,1023,605,931,603,1042,700,901,698,1050,801,904,808
176,982,421,1053,464,915,468,1134,388,840,401,1111,330,803,348,1023,602,930,601,1040,702,903,699,1053,800,904,808
177,991,420,1054,460,917,463,1134,389,846,396,1114,323,809,342,1025,597,930,596,1047,698,898,696,1056,799,902,808
178,990,418,1053,461,917,462,1124,395,843,396,1118,322,805,339,1023,598,926,598,1052,699,899,697,1058,800,900,810
179,993,414,1053,455,902,453,1121,388,855,394,1113,312,806,335,1025,595,930,593,1042,704,903,699,1050,804,906,808
180,983,419,1043,462,919,464,1107,390,876,402,1114,309,816,326,1022,588,930,590,1042,699,902,701,1048,803,913,810
181,989,418,1051,458,916,458,1104,392,879,402,1109,308,820,325,1026,586,935,586,1053,697,906,698,1052,801,910,809
182,986,408,1048,449,918,450,1106,394,893,410,1116,310,816,319,1028,583,937,583,1040,696,920,697,1049,802,911,810
183,991,408,1050,446,920,447,1109,375,888,405,1116,307,820,317,1030,581,938,581,1038,693,919,698,1052,799,912,811
184,984,410,1049,442,923,445,1106,383,886,403,1115,309,816,315,1028,581,937,579,1043,694,918,696,1053,800,911,810
185,987,409,1047,439,923,446,1105,388,889,408,1116,310,811,313,1032,577,939,576,1037,686,922,691,1053,797,910,809
186,991,407,1051,439,930,443,1095,385,898,409,1113,309,816,313,1029,579,939,578,1036,690,925,693,1057,798,911,809
187,989,405,1059,439,927,440,1101,385,882,395,1115,306,810,312,1028,578,935,576,1032,691,928,695,1052,801,912,810
188,986,402,1061,429,927,434,1107,376,885,394,1112,295,814,306,1031,571,939,570,1032,687,928,691,1051,800,909,808
189,980,402,1054,428,924,433,1110,381,879,392,1114,299,809,306,1029,568,936,567,1031,682,927,686,1051,797,912,804
190,988,394,1064,425,927,429,1098,377,881,388,1113,290,815,299,1034,571,940,570,1039,685,923,688,1059,797,913,807
191,978,397,1051,423,921,427,1092,379,886,385,1115,294,813,300,1033,567,939,565,1038,683,924,687,1058,797,919,808
192,975,394,1041,423,921,428,1095,367,873,380,1118,294,813,301,1032,561,940,558,1034,679,921,682,1054,796,919,801
193,980,393,1047,421,924,425,1095,372,878,377,1117,294,815,301,1031,566,939,564,1028,683,923,687,1053,798,915,807
194,982,393,1050,422,925,426,1095,370,880,375,1119,293,817,300,1029,567,938,564,1040,686,927,689,1052,799,910,807
195,985,392,1051,420,924,425,1093,367,876,365,1121,291,817,298,1029,565,938,562,1028,681,928,687,1053,798,912,808
196,983,392,1047,419,922,424,1097,369,873,365,1122,294,816,301,1029,564,938,562,1034,680,928,686,1057,797,913,808
197,987,391,1050,419,923,423,1095,371,877,366,1122,293,815,301,1031,562,939,561,1037,681,929,687,1058,797,916,809
198,988,390,1052,419,922,423,1095,368,881,361,1123,288,815,297,1034,565,940,562,1039,681,933,688,1059,797,918,811
199,988,390,1053,420,922,425,1094,369,884,361,1123,290,814,297,1036,567,940,565,1038,683,934,693,1058,798,918,811
200,989,390,1055,420,923,424,1094,369,888,359,1121,287,816,296,1036,566,941,564,1037,682,935,692,1059,797,918,811
