FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
69,990,324,1072,448,965,498,1176,560,930,465,1175,588,896,538,1030,601,970,592,1039,658,951,656,1061,701,1042,700
70,985,311,1053,372,921,369,1121,346,900,323,1135,309,985,309,1011,555,926,558,1003,656,920,655,1027,706,886,711
71,978,311,1046,360,903,358,1136,335,840,317,1160,281,740,251,1011,537,911,536,990,627,920,630,999,706,903,716
72,974,310,1043,360,892,352,1124,342,794,301,1170,258,736,246,1012,537,909,536,991,623,926,627,1005,704,907,711
73,966,318,1028,362,910,361,1114,349,828,330,1151,276,750,260,1009,529,922,528,1004,617,927,623,1022,705,910,711
74,982,321,1031,372,924,366,1103,349,886,337,1153,276,779,282,1009,525,931,526,1000,624,921,628,1031,709,916,711
75,975,329,1041,376,907,372,1100,358,848,343,1158,275,752,259,1001,538,916,538,985,629,940,639,1012,706,918,710
76,965,335,1028,385,908,382,1108,360,872,348,1149,279,760,259,1007,545,931,549,1001,637,946,644,1023,710,919,710
77,962,340,1033,392,915,392,1124,362,833,335,1156,269,772,246,1012,554,941,557,1018,642,942,648,1029,710,924,708
78,960,347,1035,393,896,394,1126,359,817,338,1159,273,766,259,1008,549,924,554,1024,627,933,638,1029,709,919,709
79,963,358,1036,400,887,403,1122,368,807,345,1157,269,780,265,1004,554,914,559,1017,631,936,643,1033,710,918,708
80,967,369,1047,408,889,412,1128,371,809,346,1158,277,784,272,1010,554,914,558,1013,637,929,649,1034,711,910,712
81,970,380,1043,416,898,420,1123,375,814,360,1155,283,783,271,1006,555,911,558,1006,640,924,648,1030,712,903,715
82,968,386,1055,424,894,428,1126,383,813,364,1158,281,785,274,1016,562,916,563,1008,640,927,646,1036,711,907,715
83,957,389,1041,427,892,428,1129,392,820,366,1155,292,785,290,1012,565,917,564,1014,643,920,652,1035,713,908,717
84,968,401,1042,430,892,434,1126,400,827,394,1154,318,778,316,1009,567,917,566,1016,647,930,653,1031,711,912,717
85,963,414,1042,438,893,444,1122,405,834,408,1142,337,767,324,1005,565,914,564,1009,641,923,646,1032,712,906,716
86,965,427,1039,445,895,451,1124,416,849,419,1161,337,774,340,1005,565,916,565,1023,638,924,645,1033,710,903,717
87,975,433,1041,460,917,467,1126,413,850,436,1141,354,796,348,1015,575,928,575,1026,638,924,644,1043,713,904,719
88,968,437,1031,472,911,476,1118,439,852,441,1158,360,802,357,1011,584,930,587,1030,640,923,646,1046,709,906,716
89,963,450,1025,482,903,484,1116,451,844,453,1155,363,787,363,1001,587,927,591,1029,636,917,643,1049,707,906,713
90,969,457,1035,494,920,491,1112,478,852,468,1150,382,788,390,999,591,932,593,1030,641,924,644,1045,708,908,716
91,967,470,1022,498,913,498,1116,470,852,486,1148,392,785,401,999,590,930,593,1026,640,922,642,1046,710,910,716
92,965,474,1024,506,908,502,1108,483,843,485,1143,392,768,400,1004,595,930,597,1032,640,928,646,1050,709,912,713
93,961,479,1022,510,903,506,1115,480,842,490,1149,391,771,413,1009,595,929,599,1033,649,923,648,1044,708,918,707
94,965,482,1026,515,906,512,1118,484,854,493,1153,400,779,416,1008,593,932,597,1025,643,927,646,1042,699,922,702
95,968,484,1036,513,915,514,1095,512,851,508,1148,408,775,412,1015,600,936,607,1035,658,920,655,1046,706,921,705
96,975,488,1025,525,920,515,1095,512,839,502,1144,410,787,411,1009,608,935,609,1039,664,925,656,1041,708,916,705
97,975,488,1026,521,919,519,1089,510,846,507,1143,406,791,418,1013,608,941,610,1038,665,930,658,1040,706,922,703
98,972,494,1024,526,919,522,1080,515,839,506,1145,407,789,415,1009,612,937,613,1036,672,933,666,1040,707,915,710
99,974,497,1025,529,917,520,1083,516,840,508,1139,405,791,418,1008,611,935,612,1040,666,929,662,1043,707,911,711
100,976,497,1022,529,917,519,1084,517,841,507,1136,405,790,419,1006,613,934,613,1041,667,931,663,1042,709,912,713
101,978,495,1023,528,917,517,1087,516,839,506,1136,403,785,416,1007,610,936,611,1041,668,931,661,1042,708,919,706
102,975,488,1022,524,916,517,1085,516,845,507,1138,404,785,419,1009,613,937,613,1041,673,934,666,1040,708,916,712
103,970,490,1026,530,908,520,1099,511,840,497,1145,405,780,418,1012,612,934,613,1044,660,930,657,1045,706,937,702
104,969,486,1026,520,910,514,1117,489,840,491,1138,399,786,415,1014,602,938,607,1036,646,937,646,1044,704,940,701
105,966,477,1030,512,913,505,1098,504,847,493,1138,392,785,418,1001,592,933,596,1027,630,934,637,1043,703,919,707
106,961,474,1023,509,900,503,1116,474,848,487,1134,384,786,407,1005,597,928,598,1028,638,932,641,1049,704,936,703
107,968,459,1026,497,903,493,1134,468,832,460,1156,388,778,383,1003,596,923,595,1023,628,904,627,1049,704,906,710
108,968,450,1035,480,886,481,1128,448,835,439,1139,363,776,355,1007,591,919,592,1023,621,920,622,1043,685,918,697
109,978,435,1036,463,903,468,1136,418,831,428,1142,347,776,337,1011,576,923,577,1028,622,902,620,1049,703,907,705
110,975,419,1041,446,879,452,1144,412,822,412,1152,319,769,313,1003,574,924,574,1032,614,903,617,1049,704,904,705
111,972,398,1035,427,894,434,1139,372,818,366,1164,279,764,282,1004,557,914,560,1019,613,921,619,1043,698,906,698
112,974,390,1034,420,903,423,1139,373,810,361,1154,271,768,274,996,557,916,560,1017,617,919,619,1040,703,901,698
113,973,374,1038,408,891,410,1147,362,814,350,1167,267,769,265,995,549,911,551,1020,621,917,631,1036,706,908,704
114,963,352,1041,398,887,396,1140,367,817,349,1166,263,763,263,993,544,911,546,1008,620,907,630,1031,705,908,702
115,976,349,1035,391,905,391,1133,353,823,332,1161,259,774,246,1006,550,912,550,1010,630,932,638,1024,697,909,701
116,995,335,1043,376,906,377,1140,344,827,322,1168,260,765,239,998,543,916,545,988,630,923,636,991,691,901,701
117,999,327,1046,375,921,376,1119,342,840,324,1143,263,772,250,1011,540,923,542,1009,636,933,644,1016,708,940,712
118,997,320,1053,362,908,358,1125,345,849,315,1152,273,766,254,1007,531,913,532,998,620,930,627,1011,699,918,699
119,994,312,1052,358,921,354,1112,335,900,325,1134,283,966,300,1016,533,915,534,1023,622,930,626,1038,710,920,710
120,997,304,1000,348,987,350,1053,327,1021,329,1029,312,1031,315,998,529,967,532,991,614,961,622,1023,714,917,710
121,985,298,1027,345,970,344,1082,326,965,324,1008,306,997,309,998,521,933,524,984,617,918,622,1004,710,901,711
