FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
93,0.003309,0.76655,-0.038117,-0.15265,0.56165,-0.030313,-0.26113,0.79843,-0.050409,0.14745,0.54867,-0.018076,0.23855,0.79932,-0.010512,-0.30901,1.016,-0.064754,0.27576,1.0007,-0.02797,-0.070447,0.053942,-0.045139,0.064602,0.054458,-0.043426,-0.12712,-0.29769,-0.034415,0.10912,-0.29896,-0.012768,-0.14295,-0.62084,-0.002163,0.11394,-0.63646,0.017462
94,0.003457,0.76722,-0.038011,-0.15246,0.56229,-0.028984,-0.2607,0.79829,-0.050592,0.14739,0.54954,-0.016481,0.23953,0.7995,-0.010376,-0.30836,1.0155,-0.065523,0.27709,1.0003,-0.028725,-0.070063,0.054052,-0.043689,0.065006,0.054572,-0.042361,-0.12642,-0.29807,-0.03465,0.10976,-0.30027,-0.015152,-0.14274,-0.62257,-0.002759,0.11366,-0.63783,0.015985
95,0.003647,0.76774,-0.037891,-0.15224,0.56276,-0.027595,-0.26023,0.79812,-0.050805,0.14722,0.54993,-0.014858,0.24064,0.79968,-0.010239,-0.30765,1.015,-0.06638,0.27851,0.99985,-0.029526,-0.069703,0.054044,-0.042173,0.065417,0.054557,-0.04101,-0.12576,-0.29874,-0.035052,0.11032,-0.30171,-0.017622,-0.14249,-0.6248,-0.003549,0.11338,-0.63939,0.014372
96,0.003937,0.76812,-0.037793,-0.15193,0.56317,-0.026093,-0.25971,0.79787,-0.051078,0.14704,0.55029,-0.013181,0.24182,0.79968,-0.010082,-0.30686,1.0144,-0.067392,0.28013,0.99964,-0.030326,-0.069341,0.054032,-0.040556,0.065884,0.054512,-0.03939,-0.12514,-0.29956,-0.035604,0.11087,-0.30326,-0.020241,-0.14222,-0.62716,-0.004433,0.11311,-0.64091,0.012727
97,0.0043,0.76812,-0.037624,-0.15157,0.56324,-0.024899,-0.25896,0.79729,-0.051298,0.14705,0.55042,-0.011994,0.24303,0.79968,-0.009927,-0.306,1.0139,-0.068512,0.28185,0.99947,-0.03109,-0.068976,0.053988,-0.038777,0.066364,0.054512,-0.037609,-0.12451,-0.30058,-0.036412,0.11134,-0.30474,-0.022904,-0.14206,-0.62953,-0.005271,0.11291,-0.64243,0.011094
98,0.004757,0.76812,-0.037327,-0.15106,0.56324,-0.023896,-0.25816,0.79671,-0.051644,0.14703,0.55042,-0.010842,0.2443,0.79968,-0.009776,-0.30508,1.0133,-0.069805,0.28356,0.99926,-0.031838,-0.068639,0.053944,-0.036905,0.066897,0.054499,-0.035598,-0.12389,-0.3018,-0.037623,0.11178,-0.30632,-0.025506,-0.14192,-0.63184,-0.00637,0.11283,-0.64378,0.009573
99,0.005284,0.76812,-0.037043,-0.15053,0.56324,-0.022802,-0.25732,0.7961,-0.052075,0.14735,0.55042,-0.009571,0.24568,0.79963,-0.009632,-0.30403,1.0124,-0.071489,0.2854,0.99905,-0.032598,-0.068345,0.053819,-0.034607,0.0674,0.054499,-0.033506,-0.12335,-0.30301,-0.03917,0.11219,-0.30776,-0.02797,-0.14176,-0.63389,-0.007499,0.11289,-0.64492,0.008144
100,0.005891,0.76787,-0.036584,-0.14991,0.56324,-0.022132,-0.2564,0.79539,-0.052702,0.14762,0.55013,-0.007845,0.24716,0.79933,-0.009528,-0.30295,1.0114,-0.073387,0.28721,0.99882,-0.033335,-0.067969,0.053542,-0.032202,0.068019,0.054371,-0.030846,-0.12302,-0.30419,-0.04108,0.11262,-0.30925,-0.030353,-0.14162,-0.6356,-0.008629,0.11303,-0.64591,0.00679
101,0.006578,0.76735,-0.036073,-0.14928,0.56296,-0.021463,-0.25557,0.79461,-0.05339,0.14801,0.5497,-0.006148,0.24864,0.79883,-0.009415,-0.30193,1.0102,-0.075574,0.28872,0.99862,-0.033867,-0.067549,0.053033,-0.029928,0.068643,0.054078,-0.028002,-0.12277,-0.30576,-0.043476,0.11306,-0.31062,-0.032267,-0.14144,-0.63756,-0.009938,0.11316,-0.64685,0.005542
102,0.007281,0.76656,-0.035552,-0.14853,0.56217,-0.020859,-0.25485,0.79382,-0.054217,0.1485,0.54902,-0.004978,0.25017,0.79813,-0.009298,-0.30092,1.009,-0.077896,0.29027,0.99844,-0.034444,-0.067159,0.05235,-0.027582,0.069254,0.053601,-0.024957,-0.12248,-0.30745,-0.046158,0.11358,-0.31166,-0.034182,-0.14125,-0.63911,-0.011246,0.11327,-0.64738,0.004499
