FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
25,0.013488,0.74321,-0.060154,-0.13768,0.53345,-0.032425,-0.23908,0.76062,-0.083932,0.14565,0.56338,-0.026678,0.22403,0.79686,-0.078605,-0.28056,0.96269,-0.1407,0.23899,1.0049,-0.1279,-0.05784,0.05304,-0.05686,0.072583,0.055432,-0.053571,-0.11003,-0.30511,-0.053213,0.10631,-0.30486,-0.04845,-0.11461,-0.64844,-0.01085,0.12427,-0.62943,-0.019532
26,0.012682,0.74326,-0.060812,-0.13732,0.53474,-0.032434,-0.23709,0.76194,-0.082296,0.14508,0.56516,-0.025479,0.22094,0.79762,-0.074538,-0.27759,0.96421,-0.13709,0.2352,1.0057,-0.12212,-0.057836,0.054905,-0.056692,0.072554,0.05717,-0.052592,-0.11003,-0.30406,-0.053213,0.10626,-0.30457,-0.048069,-0.11461,-0.64825,-0.01085,0.12406,-0.62962,-0.019527
27,0.011727,0.74331,-0.061416,-0.13694,0.53621,-0.032442,-0.23566,0.76311,-0.081102,0.1444,0.56666,-0.02441,0.21868,0.79788,-0.071829,-0.27573,0.96518,-0.13486,0.23287,1.0046,-0.11872,-0.057817,0.056486,-0.055869,0.072501,0.058688,-0.051158,-0.11007,-0.30297,-0.053212,0.10627,-0.30429,-0.047442,-0.11464,-0.64738,-0.01082,0.12398,-0.62964,-0.019372
28,0.01067,0.74335,-0.061985,-0.13677,0.53744,-0.032403,-0.23566,0.76536,-0.081102,0.14369,0.56716,-0.023854,0.21688,0.79891,-0.070906,-0.27491,0.9661,-0.13423,0.23147,1.0061,-0.11741,-0.057808,0.057579,-0.054619,0.072465,0.059645,-0.049581,-0.1102,-0.30206,-0.05311,0.10629,-0.30405,-0.04658,-0.11464,-0.64746,-0.010765,0.12395,-0.6296,-0.019179
29,0.009477,0.74336,-0.06247,-0.13677,0.53876,-0.032316,-0.23513,0.7653,-0.081114,0.14288,0.56737,-0.023805,0.21632,0.79991,-0.070893,-0.27445,0.96726,-0.13424,0.23111,1.0113,-0.1174,-0.057829,0.058273,-0.053169,0.072468,0.060319,-0.047903,-0.1103,-0.30139,-0.052789,0.1063,-0.30381,-0.045833,-0.11462,-0.64647,-0.010562,0.12396,-0.62974,-0.019078
30,0.008186,0.74334,-0.06303,-0.13677,0.53997,-0.032408,-0.23497,0.76691,-0.081117,0.14209,0.56737,-0.023786,0.21627,0.80033,-0.070892,-0.274,0.9681,-0.13425,0.23111,1.0152,-0.1174,-0.057833,0.058724,-0.051432,0.072506,0.060749,-0.046245,-0.11039,-0.30077,-0.052288,0.10632,-0.30354,-0.04508,-0.11461,-0.64647,-0.010288,0.12396,-0.62991,-0.019009
31,0.006803,0.74331,-0.063778,-0.13677,0.541,-0.032453,-0.23477,0.76941,-0.081605,0.14143,0.56737,-0.023772,0.21627,0.80051,-0.070892,-0.27376,0.9688,-0.13425,0.23111,1.015,-0.1174,-0.057747,0.059203,-0.049365,0.072545,0.061186,-0.044532,-0.11044,-0.29999,-0.051484,0.10643,-0.30327,-0.044312,-0.11468,-0.64563,-0.009912,0.12396,-0.63004,-0.018937
32,0.00534,0.74329,-0.06483,-0.13689,0.54183,-0.03245,-0.23486,0.77183,-0.082899,0.14101,0.56697,-0.023762,0.21625,0.80208,-0.071856,-0.27358,0.97001,-0.13531,0.23106,1.0159,-0.11978,-0.057688,0.059622,-0.047062,0.072585,0.061579,-0.042777,-0.11042,-0.29923,-0.050567,0.10661,-0.303,-0.043603,-0.11474,-0.64563,-0.009363,0.12399,-0.63018,-0.018845
33,0.004424,0.74324,-0.066926,-0.13699,0.54244,-0.032448,-0.23415,0.77188,-0.084433,0.14081,0.56636,-0.024755,0.21618,0.80359,-0.074814,-0.2734,0.97066,-0.13759,0.2317,1.0163,-0.12464,-0.057629,0.059833,-0.044706,0.072748,0.061788,-0.041142,-0.11039,-0.29828,-0.049115,0.1069,-0.30273,-0.042955,-0.11486,-0.64514,-0.008704,0.12412,-0.63015,-0.018755
34,0.003813,0.74319,-0.06946,-0.13696,0.54318,-0.032449,-0.23421,0.77365,-0.087186,0.14078,0.56579,-0.025927,0.21641,0.80483,-0.078641,-0.27326,0.9721,-0.14112,0.23347,1.0099,-0.13139,-0.057577,0.05999,-0.042427,0.07299,0.061947,-0.039595,-0.11035,-0.2973,-0.047395,0.10726,-0.30239,-0.042374,-0.11499,-0.64306,-0.007638,0.12424,-0.63012,-0.018656
35,0.003747,0.74313,-0.072359,-0.13686,0.54398,-0.032634,-0.23428,0.77504,-0.090302,0.14075,0.56515,-0.027225,0.21703,0.80567,-0.083174,-0.2728,0.974,-0.14674,0.23519,1.0052,-0.1383,-0.057501,0.060059,-0.04028,0.073369,0.062104,-0.038054,-0.1103,-0.29636,-0.045437,0.10773,-0.30183,-0.0418,-0.1149,-0.64278,-0.006807,0.12435,-0.63014,-0.018581
36,0.003638,0.74271,-0.077127,-0.13687,0.54467,-0.033192,-0.23362,0.7731,-0.09509,0.14071,0.56444,-0.02904,0.21844,0.80601,-0.089429,-0.27172,0.97523,-0.15324,0.23735,1.0008,-0.14625,-0.057291,0.060083,-0.038334,0.074077,0.062222,-0.036858,-0.11014,-0.2954,-0.043581,0.10834,-0.30105,-0.041181,-0.11453,-0.64267,-0.006082,0.12444,-0.63016,-0.018526
37,0.003519,0.74217,-0.082315,-0.13666,0.54527,-0.034543,-0.23318,0.77394,-0.10057,0.14082,0.56401,-0.031272,0.22023,0.80601,-0.096261,-0.27039,0.97666,-0.16055,0.24024,0.99942,-0.15525,-0.056856,0.060118,-0.036614,0.075018,0.062299,-0.036051,-0.10993,-0.29456,-0.042258,0.1091,-0.29997,-0.040554,-0.11413,-0.64272,-0.00567,0.12452,-0.63017,-0.018468
38,0.003443,0.7415,-0.088222,-0.13611,0.54614,-0.036466,-0.23207,0.77446,-0.10681,0.14115,0.56361,-0.033718,0.22254,0.80601,-0.10397,-0.26875,0.97742,-0.16911,0.24362,0.99928,-0.16512,-0.056138,0.060118,-0.035023,0.076229,0.062311,-0.035551,-0.10957,-0.29379,-0.041408,0.11014,-0.29884,-0.039713,-0.11372,-0.64296,-0.005515,0.1246,-0.6303,-0.018406
