FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
18,0.01799,0.7446,-0.042764,-0.13079,0.53449,-0.016286,-0.23712,0.74814,-0.077605,0.15788,0.54547,-0.011769,0.24989,0.77132,-0.056635,-0.26967,0.97059,-0.14643,0.28396,0.98658,-0.10976,-0.049495,0.042003,-0.047478,0.083056,0.043599,-0.046174,-0.10232,-0.31046,-0.059876,0.12022,-0.31611,-0.048616,-0.10941,-0.65227,-0.027536,0.14868,-0.63696,-0.016928
19,0.017928,0.7446,-0.044991,-0.13056,0.53596,-0.016676,-0.23325,0.74995,-0.077621,0.15758,0.54547,-0.012045,0.24692,0.77142,-0.056623,-0.26502,0.97428,-0.14645,0.27979,0.98658,-0.10974,-0.049246,0.043124,-0.047479,0.083656,0.044946,-0.046051,-0.10142,-0.31046,-0.061058,0.12067,-0.31596,-0.049222,-0.10908,-0.65236,-0.02813,0.14883,-0.63714,-0.017514
20,0.017544,0.7446,-0.047271,-0.13056,0.53666,-0.016831,-0.2305,0.74995,-0.077632,0.15738,0.54547,-0.012431,0.24508,0.77142,-0.056616,-0.26152,0.97606,-0.14646,0.27753,0.98658,-0.10973,-0.049185,0.043552,-0.046334,0.084357,0.045633,-0.044942,-0.10045,-0.31077,-0.062166,0.12119,-0.31578,-0.049995,-0.10875,-0.65264,-0.028793,0.14884,-0.63832,-0.018922
21,0.016824,0.7446,-0.050012,-0.13056,0.53689,-0.017104,-0.2281,0.74995,-0.077893,0.15722,0.54547,-0.013036,0.24354,0.77142,-0.056609,-0.25852,0.97623,-0.14647,0.27572,0.98658,-0.10972,-0.049176,0.043552,-0.044175,0.084869,0.045633,-0.043055,-0.099657,-0.31133,-0.063302,0.12181,-0.3156,-0.050783,-0.1084,-0.65342,-0.029472,0.14885,-0.63988,-0.020564
22,0.015645,0.74432,-0.053866,-0.13042,0.53689,-0.017649,-0.22574,0.74995,-0.081292,0.15698,0.54478,-0.014101,0.2423,0.77142,-0.060202,-0.2555,0.97623,-0.1496,0.27438,0.98621,-0.11213,-0.049165,0.043552,-0.039998,0.085223,0.045633,-0.039441,-0.099531,-0.31239,-0.064406,0.12261,-0.3156,-0.051964,-0.10803,-0.65425,-0.030518,0.14884,-0.64193,-0.02278
23,0.014271,0.74321,-0.058199,-0.13016,0.53689,-0.018394,-0.22329,0.74971,-0.086468,0.15674,0.54372,-0.015372,0.2413,0.76995,-0.06639,-0.25261,0.97623,-0.15655,0.27336,0.98293,-0.11875,-0.049144,0.043552,-0.034875,0.085573,0.045633,-0.034895,-0.099536,-0.31393,-0.06556,0.12344,-0.31573,-0.053383,-0.10776,-0.65542,-0.031776,0.14883,-0.64416,-0.025144
24,0.012981,0.74068,-0.063071,-0.12999,0.53689,-0.019332,-0.22146,0.74837,-0.092932,0.15649,0.54168,-0.016926,0.24075,0.76727,-0.073315,-0.25025,0.97623,-0.16588,0.27242,0.9776,-0.12805,-0.049296,0.043116,-0.028723,0.085662,0.0453,-0.029493,-0.099542,-0.31594,-0.066947,0.12428,-0.31669,-0.05523,-0.10745,-0.65685,-0.033258,0.14882,-0.64661,-0.027961
25,0.011586,0.73438,-0.068694,-0.12953,0.53158,-0.023364,-0.2195,0.74384,-0.10135,0.15537,0.53647,-0.021481,0.2407,0.76099,-0.082532,-0.24717,0.97236,-0.17897,0.27126,0.96675,-0.14053,-0.049652,0.039652,-0.020311,0.08577,0.041989,-0.022187,-0.099552,-0.31913,-0.069585,0.1257,-0.31811,-0.058535,-0.10718,-0.65852,-0.035032,0.14874,-0.64955,-0.031374
26,0.010291,0.72593,-0.07461,-0.1291,0.52526,-0.02766,-0.21747,0.73691,-0.11094,0.1541,0.5295,-0.026552,0.24044,0.75268,-0.093241,-0.24385,0.96599,-0.19326,0.27008,0.95312,-0.1551,-0.05024,0.033921,-0.011237,0.085804,0.03641,-0.013971,-0.099904,-0.32332,-0.073007,0.12743,-0.32026,-0.06261,-0.10693,-0.66024,-0.037185,0.14861,-0.65303,-0.035266
27,0.009224,0.71433,-0.080735,-0.12838,0.517,-0.032303,-0.21548,0.72672,-0.12122,0.15281,0.51975,-0.031936,0.2403,0.74124,-0.10523,-0.2403,0.95568,-0.20872,0.26903,0.93655,-0.17107,-0.05104,0.026177,-0.002023,0.08584,0.02864,-0.005188,-0.10087,-0.32898,-0.077201,0.12937,-0.32333,-0.067153,-0.10673,-0.66238,-0.039869,0.14844,-0.65658,-0.03934
28,0.008631,0.70012,-0.08674,-0.12763,0.5087,-0.036915,-0.21362,0.71364,-0.13187,0.15151,0.51015,-0.037218,0.24024,0.7276,-0.11806,-0.23669,0.94162,-0.22573,0.26864,0.91742,-0.18749,-0.051863,0.017299,0.007222,0.085876,0.019781,0.003777,-0.10225,-0.33386,-0.082027,0.132,-0.32704,-0.073305,-0.10655,-0.6646,-0.042993,0.14816,-0.65986,-0.043569
