FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
19,0.037965,0.7328,-0.035733,-0.11345,0.52751,-0.022539,-0.19931,0.73642,-0.082563,0.16454,0.54226,-0.012216,0.2451,0.76936,-0.076095,-0.22515,0.95788,-0.16153,0.28134,0.95936,-0.1396,-0.051569,0.047487,-0.027998,0.082419,0.043355,-0.023819,-0.10807,-0.30589,-0.034465,0.1196,-0.30527,-0.029749,-0.11334,-0.6454,0.00631,0.13521,-0.64359,0.000862
20,0.04101,0.73225,-0.035388,-0.11118,0.52747,-0.023097,-0.19203,0.7372,-0.086988,0.16523,0.54226,-0.012218,0.24774,0.76936,-0.076101,-0.21267,0.96084,-0.16557,0.28695,0.95776,-0.14017,-0.05478,0.04857,-0.020512,0.07929,0.043355,-0.015094,-0.10978,-0.30558,-0.034461,0.11816,-0.30847,-0.028202,-0.11334,-0.64619,0.005433,0.13491,-0.64545,-0.000379
21,0.044371,0.73135,-0.035047,-0.10883,0.52745,-0.024354,-0.18468,0.73748,-0.091858,0.16569,0.54226,-0.012219,0.25213,0.76851,-0.077188,-0.19945,0.96084,-0.17212,0.29468,0.95512,-0.14344,-0.058586,0.049195,-0.012972,0.075507,0.043355,-0.006068,-0.11205,-0.30515,-0.034456,0.11629,-0.31203,-0.02663,-0.11353,-0.64687,0.004507,0.13442,-0.64755,-0.001781
22,0.048914,0.72937,-0.034702,-0.1065,0.52744,-0.025877,-0.17642,0.73748,-0.098861,0.16602,0.54226,-0.01222,0.25822,0.76564,-0.07962,-0.18318,0.96084,-0.183,0.30516,0.95015,-0.14917,-0.065223,0.049195,-0.004194,0.069388,0.042576,0.003755,-0.11566,-0.30515,-0.034296,0.11326,-0.31648,-0.024734,-0.11411,-0.64758,0.003489,0.13353,-0.65016,-0.00329
23,0.054279,0.72642,-0.034495,-0.10387,0.52741,-0.02772,-0.16583,0.73707,-0.10803,0.16629,0.54181,-0.012267,0.26606,0.76072,-0.083003,-0.16561,0.96084,-0.19651,0.31836,0.94269,-0.15658,-0.073162,0.049195,0.004735,0.06158,0.041353,0.014377,-0.12052,-0.30522,-0.033567,0.10919,-0.32241,-0.02249,-0.11533,-0.64816,0.002365,0.13236,-0.65297,-0.004791
24,0.05968,0.72301,-0.034548,-0.10162,0.5261,-0.029951,-0.15583,0.73616,-0.11782,0.16629,0.54062,-0.012245,0.271,0.75398,-0.082813,-0.14833,0.95988,-0.20988,0.33251,0.93372,-0.16198,-0.081115,0.049195,0.012541,0.05368,0.039725,0.023775,-0.12593,-0.30531,-0.032624,0.10445,-0.32942,-0.019929,-0.11674,-0.64865,0.001275,0.131,-0.65591,-0.00602
25,0.065136,0.71897,-0.034574,-0.097283,0.52125,-0.034197,-0.1452,0.73388,-0.12794,0.16629,0.53847,-0.012775,0.27939,0.74485,-0.085082,-0.13091,0.95634,-0.22365,0.34757,0.9237,-0.16797,-0.089663,0.047986,0.020651,0.045379,0.036408,0.033362,-0.13281,-0.30699,-0.031673,0.099277,-0.33698,-0.017101,-0.11833,-0.6493,0.000233,0.1295,-0.65882,-0.006838
26,0.070317,0.71403,-0.034587,-0.092932,0.5164,-0.038445,-0.13522,0.73104,-0.13858,0.16629,0.53631,-0.012886,0.28845,0.73511,-0.087716,-0.11443,0.94839,-0.23617,0.3618,0.90553,-0.17371,-0.097756,0.046468,0.027849,0.037316,0.032875,0.042946,-0.14012,-0.30913,-0.031826,0.093669,-0.34468,-0.014018,-0.11965,-0.65,0.000178,0.12794,-0.6614,-0.007343
27,0.076568,0.70563,-0.034832,-0.089373,0.51079,-0.042602,-0.12534,0.72654,-0.14986,0.16655,0.52454,-0.012713,0.29756,0.71068,-0.089808,-0.093603,0.9376,-0.25155,0.37467,0.88278,-0.17907,-0.10752,0.041752,0.034796,0.027221,0.025793,0.051468,-0.14848,-0.31227,-0.031745,0.088025,-0.35195,-0.011495,-0.12138,-0.65074,-0.000629,0.12648,-0.66364,-0.007547
28,0.080285,0.6942,-0.034648,-0.087867,0.50109,-0.045959,-0.11487,0.71841,-0.16128,0.16595,0.51073,-0.013951,0.30238,0.68628,-0.08982,-0.071362,0.92506,-0.26796,0.39028,0.85611,-0.18374,-0.1178,0.032993,0.041021,0.015448,0.01473,0.059776,-0.15648,-0.3155,-0.032067,0.082033,-0.35678,-0.01148,-0.12316,-0.65158,-0.001393,0.12489,-0.66572,-0.00767
