Architecture,Window,Layers,Units,LearningRate,Fold1_MSE,Fold2_MSE,Fold3_MSE,Fold4_MSE,Fold5_MSE,Fold6_MSE,Fold7_MSE,Fold8_MSE,Fold9_MSE,Fold10_MSE,Avg_MSE,Avg_MAE,Train_Time_sec
gru,10,5,16,0.0005,0.003346256911754608,0.004263806156814098,0.0038256673142313957,,,,,,,,0.0038119101276000342,0.04116742188731829,387.03
gru,10,5,32,0.01,0.0027325826231390238,0.003737211460247636,0.003620952134951949,,,,,,,,0.0033635820727795362,0.03866172085205714,407.38
gru,10,5,32,0.005,0.0028921994380652905,0.0036388488952070475,0.003489502938464284,,,,,,,,0.0033401837572455406,0.03853989268342654,368.1
gru,10,5,32,0.001,0.002935047959908843,0.003913949243724346,0.0037315813824534416,,,,,,,,0.0035268595286955438,0.0388470875720183,418.08
gru,10,5,32,0.0005,0.0032681890297681093,0.004061415791511536,0.004278650972992182,,,,,,,,0.003869418598090609,0.04043355584144592,428.84
gru,10,5,64,0.01,0.002736810129135847,0.003547423519194126,0.0038167184684425592,,,,,,,,0.0033669840389241776,0.03815781449278196,333.1
gru,10,5,64,0.005,0.0025211330503225327,0.003495149314403534,0.0033103516325354576,,,,,,,,0.003108877999087175,0.03685732806722323,452.61
gru,10,5,64,0.001,0.002597347367554903,0.00356864370405674,0.003781024133786559,,,,,,,,0.003315671735132734,0.036919603745142617,470.93
gru,10,5,64,0.0005,0.002915499499067664,0.0035906992852687836,0.003936343360692263,,,,,,,,0.0034808473816762366,0.038067816446224846,395.26
gru,10,5,128,0.01,0.003307331819087267,0.0032051932066679,0.003373370273038745,,,,,,,,0.003295298432931304,0.03800958767533302,619.51
gru,10,5,128,0.005,0.0024281993974000216,0.0031684529967606068,0.0031723794527351856,,,,,,,,0.002923010615631938,0.035242040952046715,644.74
gru,10,6,16,0.01,0.0032071908935904503,0.0036999795120209455,0.004197028465569019,,,,,,,,0.003701399623726805,0.0404327983657519,437.96
gru,10,6,16,0.005,0.0035153646022081375,0.0042235590517520905,0.0041943928226828575,,,,,,,,0.003977772158881028,0.0415057564775149,458.53
gru,10,5,128,0.001,0.0023987791500985622,0.003455900587141514,0.003569947322830558,,,,,,,,0.003141542353356878,0.0362864633401235,513.52
gru,10,5,128,0.0005,0.002715009031817317,0.003411003388464451,0.003753749653697014,,,,,,,,0.003293254024659594,0.03720064957936605,543.0
gru,10,6,16,0.001,0.003426930168643594,0.0036440168041735888,0.00381626863963902,,,,,,,,0.003629071870818734,0.04008351887265841,417.05
gru,10,6,16,0.0005,0.0036061275750398636,0.004607567563652992,0.004306796472519636,,,,,,,,0.004173497203737497,0.04257989302277565,462.51
gru,10,6,32,0.01,0.0029239163268357515,0.0035755287390202284,0.0036887472961097956,,,,,,,,0.0033960641206552586,0.0384638657172521,431.97
gru,10,6,32,0.005,0.0023867522832006216,0.0038873672019690275,0.003762028180062771,,,,,,,,0.003345382555077473,0.03756535177429517,415.09
gru,10,6,32,0.001,0.0029689129441976547,0.0036068176850676537,0.003569212509319186,,,,,,,,0.0033816477128614983,0.03830412030220032,445.3
gru,10,6,64,0.01,0.003081205068156123,0.0036472496576607227,0.003551316447556019,,,,,,,,0.003426590391124288,0.038626999904712044,354.96
gru,10,6,32,0.0005,0.0030482634902000427,0.004205067176371813,0.0035341482143849134,,,,,,,,0.0035958262936522565,0.03939285998543104,537.01
gru,10,6,64,0.005,0.0026906917337328196,0.003796459175646305,0.0038696713745594025,,,,,,,,0.003452274094646176,0.03827706724405289,503.23
gru,10,6,64,0.001,0.0025725269224494696,0.0030850376933813095,0.00331250112503767,,,,,,,,0.0029900219136228165,0.03575367107987404,536.87
gru,10,6,64,0.0005,0.0030626587104052305,0.0037647259887307882,0.0042413221672177315,,,,,,,,0.00368956895545125,0.03881595407923063,544.7
gru,10,6,128,0.01,0.0029168755281716585,0.004111344460397959,0.0035624464508146048,,,,,,,,0.003530222146461407,0.03887554630637169,580.19
gru,10,6,128,0.005,0.002536903601139784,0.0035847192630171776,0.003322984790429473,,,,,,,,0.0031482025515288115,0.036780948440233864,612.44
gru,10,6,128,0.001,0.002424186561256647,0.0032756503205746412,0.0029740133322775364,,,,,,,,0.0028912834047029414,0.03481058279673258,657.76
gru,10,6,128,0.0005,0.0025766261387616396,0.0034280053805559874,0.003290165215730667,,,,,,,,0.0030982655783494315,0.03613729402422905,661.61
gru,10,8,16,0.005,0.003127331379801035,0.004248183220624924,0.0033938747365027666,,,,,,,,0.0035897964456429086,0.0390458752711614,581.23
gru,10,8,16,0.01,0.003172398079186678,0.00370206730440259,0.003965354058891535,,,,,,,,0.003613273147493601,0.04033752654989561,613.76
gru,10,8,16,0.0005,0.0033473463263362646,0.004481878597289324,0.004364653490483761,,,,,,,,0.0040646261380364495,0.04283148919542631,522.52
gru,10,8,16,0.001,0.0034540374763309956,0.003895028028637171,0.004001839552074671,,,,,,,,0.003783635019014279,0.04029196376601855,561.21
gru,10,8,32,0.01,0.0025769027415663004,0.0037516197189688683,0.003800994250923395,,,,,,,,0.003376505570486188,0.03836826359232267,515.52
gru,10,8,32,0.005,0.002880249870941043,0.0035783567000180483,0.0035429103299975395,,,,,,,,0.0033338389669855437,0.038132393111785255,526.24
gru,10,8,32,0.001,0.0027225431986153126,0.004142521880567074,0.003638413967564702,,,,,,,,0.0035011596822490296,0.03880284478267034,592.19
gru,10,8,64,0.01,0.0029814313165843487,0.0035787548404186964,0.004363374784588814,,,,,,,,0.0036411869805306196,0.04100027680397034,467.65
gru,10,8,32,0.0005,0.003225391497835517,0.0038255779072642326,0.004238111432641745,,,,,,,,0.0037630269459138312,0.04016578197479248,606.78
gru,10,8,64,0.005,0.0026798879262059927,0.0036227537784725428,0.0034519487526267767,,,,,,,,0.003251530152435104,0.03716392442584038,634.73
gru,10,8,64,0.001,0.0026414336171001196,0.003895340720191598,0.003442128887400031,,,,,,,,0.0033263010748972497,0.03812458738684654,687.28
gru,10,8,64,0.0005,0.0028967494145035744,0.0035143569111824036,0.0039291600696742535,,,,,,,,0.003446755465120077,0.03852987910310427,755.81
gru,10,8,128,0.01,0.00310447346419096,0.003868172876536846,0.0038552398327738047,,,,,,,,0.0036092953911672034,0.040158250679572426,929.93
gru,10,8,128,0.005,0.002715364331379533,0.003236947348341346,0.0032865845132619143,,,,,,,,0.0030796320643275976,0.036448334654172264,895.49
gru,10,8,128,0.001,0.002311978954821825,0.0032796997111290693,0.0031944618094712496,,,,,,,,0.002928713491807381,0.03538029516736666,918.62
gru,10,8,128,0.0005,0.0024845818988978863,0.0033903091680258512,0.0031642091926187277,,,,,,,,0.0030130334198474884,0.03554389874140421,987.7
gru,10,10,16,0.005,0.0035138512030243874,0.00413227453827858,0.004510468803346157,,,,,,,,0.004052198181549708,0.04184571777780851,744.02
gru,10,10,16,0.01,0.0034971199929714203,0.004058224149048328,0.0036279084160923958,,,,,,,,0.003727750852704048,0.04198811327417692,864.71
gru,10,10,16,0.001,0.0034334221854805946,0.0039948755875229836,0.004710960201919079,,,,,,,,0.004046419324974219,0.04180387780070305,776.51
gru,10,10,16,0.0005,0.004073214717209339,0.0042937747202813625,0.00416028406471014,,,,,,,,0.004175757834066947,0.04354880750179291,657.15
gru,10,10,32,0.01,0.0034577809274196625,0.00444673839956522,0.00426739314571023,,,,,,,,0.004057304157565038,0.04124166568120321,581.82
gru,10,10,32,0.005,0.00284086843021214,0.003494533244520426,0.003755667945370078,,,,,,,,0.003363689873367548,0.03874511395891508,681.85
gru,10,10,64,0.01,0.0032385364174842834,0.0033264360390603542,0.0036920499987900257,,,,,,,,0.0034190074851115546,0.040095213800668716,570.9
gru,10,10,32,0.001,0.0032579463440924883,0.003610428422689438,0.003931109793484211,,,,,,,,0.003599828186755379,0.038892749696969986,707.04
gru,10,10,32,0.0005,0.0032031412702053785,0.003891158849000931,0.003823460778221488,,,,,,,,0.0036392536324759326,0.040058636416991554,770.36
gru,10,10,64,0.005,0.0027999146841466427,0.003827917156741023,0.0037307264283299446,,,,,,,,0.00345285275640587,0.038180227080980934,821.54
gru,10,10,64,0.001,0.0028250631876289845,0.004023822955787182,0.003624182427302003,,,,,,,,0.0034910228569060564,0.03876947984099388,938.62
gru,10,10,64,0.0005,0.0025746547617018223,0.0035357167944312096,0.003986918833106756,,,,,,,,0.0033657634630799294,0.03764881814519564,1048.4
gru,10,10,128,0.01,0.003235515905544162,0.004155128262937069,0.003803953295573592,,,,,,,,0.0037315324880182743,0.04035814851522446,1065.86
gru,10,10,128,0.005,0.002692615846171975,0.00356630003079772,0.003238334320485592,,,,,,,,0.003165750065818429,0.03726530075073242,1141.68
gru,10,10,128,0.001,0.0024525702465325594,0.0034729710314422846,0.0037632877938449383,,,,,,,,0.003229609690606594,0.03688922276099523,1098.86
gru,10,12,16,0.005,0.003613339038565755,0.004272133577615023,0.004154660273343325,,,,,,,,0.004013377629841368,0.041980224351088204,797.68
gru,10,12,16,0.001,0.0037807009648531675,0.0039346106350421906,0.0039527821354568005,,,,,,,,0.0038893645784507194,0.04147419954339663,802.53
gru,10,12,16,0.01,0.0032653328962624073,0.00412027770653367,0.005329520907253027,,,,,,,,0.004238377170016368,0.043901246041059494,805.7
gru,10,10,128,0.0005,0.0026971041224896908,0.003496337914839387,0.003271553898230195,,,,,,,,0.0031549986451864243,0.037115355332692467,1057.31
gru,10,12,32,0.01,0.0034145228564739227,0.0051375217735767365,0.004045362584292889,,,,,,,,0.004199135738114516,0.0428230365117391,743.49
gru,10,12,16,0.0005,0.003375658066943288,0.004380578175187111,0.004208396654576063,,,,,,,,0.003988210965568821,0.04215352485577265,839.84
gru,10,12,32,0.005,0.003044214565306902,0.0036646095104515553,0.003928130026906729,,,,,,,,0.003545651367555062,0.03923224161068598,960.72
gru,10,12,32,0.001,0.0027903441805392504,0.00381798529997468,0.0035465790424495935,,,,,,,,0.003384969507654508,0.03815794736146927,714.91
gru,10,12,64,0.01,0.0030671311542391777,0.0038291672244668007,0.00406341627240181,,,,,,,,0.0036532382170359292,0.04146881774067879,837.83
gru,10,12,32,0.0005,0.00316428579390049,0.004777413327246904,0.0038602494169026613,,,,,,,,0.0039339828460166855,0.040849920362234116,1049.83
gru,10,12,64,0.001,0.0025779874995350838,0.003758247708901763,0.003780182683840394,,,,,,,,0.003372139297425747,0.03785416980584463,879.49
gru,10,12,64,0.005,0.0027561208698898554,0.0038405037485063076,0.0038336352445185184,,,,,,,,0.003476753287638227,0.0388471819460392,897.98
gru,10,12,128,0.01,0.003182590240612626,0.0036634679418057203,0.004719089716672897,,,,,,,,0.003855049299697081,0.04222667341430982,1032.95
gru,10,12,64,0.0005,0.0031718555837869644,0.0035336033906787634,0.004116426687687635,,,,,,,,0.0036072952207177877,0.03867921605706215,1158.19
gru,10,12,128,0.005,0.0038664129097014666,0.0037112911231815815,0.0036801137030124664,,,,,,,,0.0037526059119651714,0.041259463876485825,1330.09
gru,10,12,128,0.001,0.002392176305875182,0.0034469799138605595,0.003826312953606248,,,,,,,,0.003221823057780663,0.03706448649366697,1399.27
gru,15,5,16,0.01,0.00304681109264493,0.003931337036192417,0.004011014476418495,,,,,,,,0.0036630542017519474,0.039499239375193916,583.51
gru,15,5,16,0.001,0.003478897036984563,0.004089437425136566,0.003856622613966465,,,,,,,,0.003808319025362531,0.04134700198968252,456.65
gru,15,5,16,0.005,0.0027816726360470057,0.004149191547185183,0.003656101180240512,,,,,,,,0.0035289884544909,0.03930663069089254,531.53
gru,15,5,16,0.0005,0.004150486085563898,0.004418713040649891,0.003980051726102829,,,,,,,,0.004183083617438872,0.04268865038951238,612.3
gru,10,12,128,0.0005,0.002618774538859725,0.0033036686945706606,0.0034273986238986254,,,,,,,,0.0031166139524430037,0.03631987422704697,1285.8
gru,15,5,32,0.01,0.0026261124294251204,0.004143814090639353,0.0039124153554439545,,,,,,,,0.003560780625169476,0.03894692783554395,455.15
gru,15,5,32,0.005,0.003076949156820774,0.0037412343081086874,0.0032542687840759754,,,,,,,,0.0033574840830018124,0.037947082271178566,475.19
gru,15,5,32,0.001,0.0035003810189664364,0.0037767644971609116,0.0033227885141968727,,,,,,,,0.0035333113434414067,0.03852362558245659,467.94
gru,15,5,64,0.01,0.002644698601216078,0.0037226355634629726,0.0036204729694873095,,,,,,,,0.00332926904472212,0.038226750989755,468.64
gru,15,5,32,0.0005,0.0029793039429932833,0.004464676603674889,0.00367914792150259,,,,,,,,0.003707709489390254,0.03979043290019035,519.56
gru,15,5,64,0.005,0.0026490946765989065,0.0036565796472132206,0.003298106836155057,,,,,,,,0.003201260386655728,0.037209769090016685,521.13
gru,15,5,64,0.001,0.0027558403089642525,0.0032944597769528627,0.003664672141894698,,,,,,,,0.003238324075937271,0.03683259462316831,622.1
gru,15,5,64,0.0005,0.0033632530830800533,0.004131011199206114,0.003293520538136363,,,,,,,,0.003595928273474177,0.03879592567682266,609.97
gru,15,5,128,0.01,0.0027707181870937347,0.0033711311407387257,0.003680231049656868,,,,,,,,0.003274026792496443,0.03793950875600179,774.93
gru,15,5,128,0.005,0.0024873167276382446,0.0038277192506939173,0.003516685450449586,,,,,,,,0.0032772404762605825,0.03721060355504354,836.94
gru,15,5,128,0.001,0.002286260947585106,0.0034007555805146694,0.003421572968363762,,,,,,,,0.003036196498821179,0.03566935658454895,804.34
gru,15,5,128,0.0005,0.002513444283977151,0.0036788773722946644,0.0035446665715426207,,,,,,,,0.003245662742604812,0.036831806103388466,793.39
gru,15,6,16,0.01,0.002969964873045683,0.003946238197386265,0.003669970203191042,,,,,,,,0.0035287244245409966,0.03981484969456991,677.37
gru,15,6,16,0.005,0.0031273276545107365,0.004396484233438969,0.004408382810652256,,,,,,,,0.00397739823286732,0.04097958033283552,658.55
gru,15,6,16,0.001,0.0032368511892855167,0.004249654710292816,0.004314021673053503,,,,,,,,0.003933509190877278,0.041750551511844,588.67
gru,15,6,32,0.01,0.0030098194256424904,0.004277573432773352,0.003445251379162073,,,,,,,,0.0035775480791926384,0.03900618478655815,459.16
gru,15,6,16,0.0005,0.003934037871658802,0.004229989368468523,0.0039644138887524605,,,,,,,,0.0040428137096265955,0.04250254978736242,521.02
gru,15,6,32,0.005,0.002619198290631175,0.004005660302937031,0.0037854157853871584,,,,,,,,0.0034700914596517882,0.03786824022730192,534.58
gru,15,6,64,0.01,0.002994732465595007,0.003533531678840518,0.00377231789752841,,,,,,,,0.0034335273473213115,0.03836300844947497,531.06
gru,15,6,32,0.001,0.0031449608504772186,0.003760789055377245,0.003812053706496954,,,,,,,,0.0035726012041171393,0.03887143234411875,556.49
gru,15,6,32,0.0005,0.0036108666099607944,0.004309515934437513,0.004713461734354496,,,,,,,,0.004211281426250935,0.041566118597984314,553.03
gru,15,6,64,0.005,0.002661720383912325,0.003644522512331605,0.003472884651273489,,,,,,,,0.0032597091825058064,0.03730484967430433,760.85
gru,15,6,64,0.001,0.002778160385787487,0.0033354617189615965,0.00345041137188673,,,,,,,,0.0031880111588786044,0.03646572803457578,656.18
gru,15,6,64,0.0005,0.0028628353029489517,0.003812949638813734,0.003592540742829442,,,,,,,,0.003422775228197376,0.037623209257920585,696.06
gru,15,6,128,0.01,0.0026430541183799505,0.004307659342885017,0.003732591401785612,,,,,,,,0.00356110162101686,0.039035093039274216,1043.51
gru,15,6,128,0.005,0.0025058675091713667,0.0034820225555449724,0.0036778985522687435,,,,,,,,0.0032219295389950275,0.037011418491601944,934.64
gru,15,6,128,0.001,0.0022900088224560022,0.00356664857827127,0.0033077083062380552,,,,,,,,0.0030547885689884424,0.03578330452243487,986.31
gru,15,6,128,0.0005,0.002601861022412777,0.0034685195423662663,0.0035897227935492992,,,,,,,,0.003220034452776114,0.03601060310999552,1093.97
gru,15,8,16,0.01,0.0029981688130646944,0.004655482247471809,0.0032843798398971558,,,,,,,,0.003646010300144553,0.039823420345783234,849.29
gru,15,8,16,0.005,0.0034686559811234474,0.004220343194901943,0.003890275489538908,,,,,,,,0.0038597582218547664,0.04049824923276901,718.5
gru,15,8,16,0.001,0.004155871924012899,0.0036335799377411604,0.004203401040285826,,,,,,,,0.003997617634013295,0.04173373927672704,677.73
gru,15,8,16,0.0005,0.003916245885193348,0.004687972832471132,0.004290383774787188,,,,,,,,0.004298200830817223,0.043107885867357254,743.4
gru,15,8,32,0.01,0.002979081589728594,0.004364309832453728,0.0031557525508105755,,,,,,,,0.003499714657664299,0.03849594543377558,642.08
gru,15,8,32,0.005,0.0029743469785898924,0.0033835978247225285,0.0038345949724316597,,,,,,,,0.0033975132585813603,0.037887358417113624,717.49
gru,15,8,32,0.001,0.0028935237787663937,0.00385122187435627,0.0040621389634907246,,,,,,,,0.0036022948722044625,0.03908796360095342,753.93
gru,15,8,64,0.01,0.002690081251785159,0.0038922906387597322,0.0037018079310655594,,,,,,,,0.003428059940536817,0.038404181599617004,663.28
gru,15,8,32,0.0005,0.0035103054251521826,0.003926800563931465,0.004413236863911152,,,,,,,,0.0039501142843316,0.04056888073682785,741.74
gru,15,8,64,0.005,0.002622938482090831,0.0033742792438715696,0.0036167677026242018,,,,,,,,0.0032046618095288673,0.03723148008187612,811.82
gru,15,8,64,0.001,0.00247972272336483,0.003436059458181262,0.0037524099461734295,,,,,,,,0.0032227307092398405,0.036611367017030716,1102.78
gru,15,8,64,0.0005,0.00259987311437726,0.0037525808438658714,0.0037135188467800617,,,,,,,,0.0033553242683410645,0.03799524406592051,958.42
gru,15,8,128,0.01,0.003124394454061985,0.003952685743570328,0.003460621926933527,,,,,,,,0.00351256737485528,0.03923810770114263,1217.71
gru,15,8,128,0.005,0.002707879291847348,0.003489550668746233,0.0034312866628170013,,,,,,,,0.0032095722078035274,0.03692047422130903,1237.24
gru,15,8,128,0.0005,0.002704896265640855,0.0034040543250739574,0.003266822313889861,,,,,,,,0.0031252576348682246,0.03651244193315506,1177.44
gru,15,8,128,0.001,0.002292160177603364,0.00355722988024354,0.0032855477184057236,,,,,,,,0.003044979258750876,0.03569286068280538,1291.82
gru,15,10,16,0.01,0.0037648268043994904,0.004229541402310133,0.003973874729126692,,,,,,,,0.003989414311945438,0.04164722561836243,1149.81
gru,15,10,16,0.005,0.002911446150392294,0.003942008595913649,0.004575937055051327,,,,,,,,0.0038097972671190896,0.041250504553318024,1072.54
gru,15,10,16,0.001,0.003217380726709962,0.004489861894398928,0.004339813720434904,,,,,,,,0.004015685447181265,0.04184606919685999,893.52
gru,15,10,16,0.0005,0.0036991778761148453,0.004337090998888016,0.004060710780322552,,,,,,,,0.004032326551775138,0.04323063666621844,923.45
gru,15,10,32,0.01,0.0033456324599683285,0.004347344860434532,0.003509968053549528,,,,,,,,0.0037343151246507964,0.04013482853770256,869.4
gru,15,10,64,0.01,0.003307298757135868,0.003645028918981552,0.0038008783012628555,,,,,,,,0.003584401992460092,0.03921211138367653,838.79
gru,15,10,32,0.005,0.0031488710083067417,0.004109780304133892,0.003571268869563937,,,,,,,,0.0036099733940015235,0.038812472174564995,848.96
gru,15,10,32,0.0005,0.002826034091413021,0.003932047635316849,0.004255655221641064,,,,,,,,0.003671245649456978,0.03966714690128962,888.36
gru,15,10,32,0.001,0.0034729919862002134,0.003644377924501896,0.0034265408758074045,,,,,,,,0.0035146369288365045,0.038653235882520676,943.51
gru,15,10,64,0.005,0.0026941911783069372,0.003625893499702215,0.003142912872135639,,,,,,,,0.0031543325167149305,0.037331794699033104,1074.94
gru,15,10,64,0.001,0.0028719136025756598,0.0039793141186237335,0.003365663578733802,,,,,,,,0.003405630433311065,0.037837475538253784,1232.59
gru,15,10,64,0.0005,0.0028187569696456194,0.0038427519612014294,0.003763312241062522,,,,,,,,0.0034749403906365237,0.03868397821982702,1237.52
gru,15,10,128,0.01,0.003801156999543309,0.005100669339299202,0.0041459244675934315,,,,,,,,0.004349250268811981,0.04282393306493759,1566.15
gru,15,10,128,0.005,0.0029696535784751177,0.0037168567068874836,0.003331397660076618,,,,,,,,0.0033393026484797397,0.038401627292235695,1621.52
gru,15,10,128,0.001,0.0023997777607291937,0.00341781391762197,0.0032026986591517925,,,,,,,,0.0030067634458343187,0.0357774111131827,1697.41
gru,15,12,16,0.01,0.0032844124361872673,0.005033865571022034,0.004324543755501509,,,,,,,,0.0042142739209036035,0.0432833656668663,1358.9
gru,15,10,128,0.0005,0.0027214582078158855,0.0036403536796569824,0.0035813674330711365,,,,,,,,0.0033143931068480015,0.03743612517913183,1758.63
gru,15,12,16,0.005,0.0031610524747520685,0.004705284722149372,0.0041196029633283615,,,,,,,,0.003995313386743267,0.04181108127037684,1326.24
gru,15,12,16,0.001,0.0036038870457559824,0.0040967389941215515,0.00498475506901741,,,,,,,,0.004228460369631648,0.042612411081790924,1086.25
gru,15,12,16,0.0005,0.0034060131292790174,0.004856246057897806,0.003840919118374586,,,,,,,,0.004034392768517137,0.04332064092159271,1004.07
gru,15,12,32,0.01,0.003004587721079588,0.003991215489804745,0.0046631270088255405,,,,,,,,0.0038863100732366243,0.041694484651088715,1042.02
gru,15,12,64,0.01,0.003237438853830099,0.004281564150005579,0.003885971149429679,,,,,,,,0.0038016580510884523,0.04111446067690849,874.98
gru,15,12,32,0.0005,0.003327671904116869,0.003726176219061017,0.003764820983633399,,,,,,,,0.0036062230356037617,0.04030912493666013,1078.44
gru,15,12,32,0.005,0.003177268197759986,0.004244077019393444,0.003838437609374523,,,,,,,,0.0037532609421759844,0.03988424936930338,1104.51
gru,15,12,32,0.001,0.003384144278243184,0.0037156252656131983,0.004009590018540621,,,,,,,,0.0037031198541323342,0.03939964125553767,1116.93
gru,15,12,64,0.005,0.0031193820759654045,0.004361666273325682,0.0035493571776896715,,,,,,,,0.003676801842326919,0.03931393971045812,1208.46
gru,15,12,64,0.001,0.002668710658326745,0.003435560967773199,0.0040771919302642345,,,,,,,,0.0033938211854547262,0.03766292333602905,1444.84
gru,15,12,64,0.0005,0.002881036140024662,0.003563137724995613,0.003734803292900324,,,,,,,,0.003392992385973533,0.03838509942094485,1465.49
gru,15,12,128,0.01,0.00430280202999711,0.004381661303341389,0.004033995326608419,,,,,,,,0.0042394862199823065,0.043694280087947845,1813.99
cnn,5,5,16,0.01,0.0029824974481016397,0.004241562448441982,0.003953969106078148,,,,,,,,0.00372600966754059,0.04220074291030566,177.75
cnn,5,5,16,0.005,0.0028720744885504246,0.004635371267795563,0.0039106449112296104,,,,,,,,0.0038060302225251994,0.040516916662454605,169.27
cnn,5,5,16,0.001,0.0031188505236059427,0.004074734635651112,0.0040536182932555676,,,,,,,,0.003749067817504207,0.040881842374801636,256.96
cnn,5,5,16,0.0005,0.0029366244561970234,0.0047635664232075214,0.004342998843640089,,,,,,,,0.004014396574348211,0.04190927743911743,255.45
gru,15,12,128,0.005,0.0029284516349434853,0.003836465999484062,0.0032407487742602825,,,,,,,,0.0033352221362292767,0.03838913391033808,1765.27
cnn,5,5,32,0.01,0.0029904094990342855,0.004234042018651962,0.00347140128724277,,,,,,,,0.003565284268309673,0.040757205337285995,125.04
cnn,5,5,32,0.005,0.002827567048370838,0.004289521370083094,0.0033310081344097853,,,,,,,,0.003482698850954572,0.03893238181869189,217.11
cnn,5,5,32,0.001,0.003014239715412259,0.004320237319916487,0.0033617555163800716,,,,,,,,0.003565410850569606,0.03890212501088778,232.45
cnn,5,5,32,0.0005,0.0032009766437113285,0.004508008249104023,0.003904330311343074,,,,,,,,0.0038711050680528083,0.04136490076780319,207.79
cnn,5,5,64,0.01,0.0027565297205001116,0.0036689855623990297,0.003897130722180009,,,,,,,,0.00344088200169305,0.039920145024855934,159.69
gru,15,12,128,0.001,0.0023966997396200895,0.0033094477839767933,0.003659232286736369,,,,,,,,0.003121793270111084,0.03643243884046873,1832.93
gru,15,12,128,0.0005,0.0024632159620523453,0.003435692982748151,0.0032936474308371544,,,,,,,,0.0030641854585458836,0.03644922748208046,1832.14
cnn,5,5,64,0.005,0.002980377757921815,0.0035700660664588213,0.003167148446664214,,,,,,,,0.0032391974236816168,0.03754854574799538,95.72
cnn,5,5,64,0.001,0.002721965778619051,0.004201366566121578,0.0033331967424601316,,,,,,,,0.0034188430290669203,0.038113253811995186,115.88
cnn,5,5,64,0.0005,0.0025260027032345533,0.004025006201118231,0.0033156967256218195,,,,,,,,0.0032889018766582012,0.03770587593317032,119.45
cnn,5,5,128,0.01,0.003747418522834778,0.004870482720434666,0.004821844398975372,,,,,,,,0.004479915214081605,0.04712014521161715,105.11
cnn,5,5,128,0.005,0.0027772728353738785,0.004010812379419804,0.0036169064696878195,,,,,,,,0.003468330561493834,0.039271291345357895,113.81
cnn,5,5,128,0.001,0.0024781380780041218,0.0035481720697134733,0.0032565437722951174,,,,,,,,0.0030942846400042376,0.03650099287430445,130.2
cnn,5,5,128,0.0005,0.0023125873412936926,0.0033161803148686886,0.0030544118490070105,,,,,,,,0.002894393168389797,0.03523227075735728,126.2
cnn,5,6,16,0.01,0.0032694803085178137,0.003914365544915199,0.004144810140132904,,,,,,,,0.003776218664521972,0.04207270468274752,121.99
cnn,5,6,16,0.005,0.0033072642982006073,0.004135299474000931,0.004178495611995459,,,,,,,,0.0038736864613989988,0.041335890690485634,97.97
cnn,5,6,16,0.001,0.003198151243850589,0.003904500510543585,0.00407377490773797,,,,,,,,0.003725475554044048,0.04090729479988416,89.18
cnn,5,6,16,0.0005,0.0028148051351308823,0.005123656243085861,0.003843213664367795,,,,,,,,0.003927225014194846,0.042150530964136124,92.28
cnn,5,6,32,0.01,0.0029208348132669926,0.0040033129043877125,0.003858644049614668,,,,,,,,0.0035942639224231243,0.04134611909588178,100.66
cnn,5,6,32,0.005,0.0025547058321535587,0.004052402917295694,0.0037642407696694136,,,,,,,,0.003457116506372889,0.03897890200217565,96.55
cnn,5,6,32,0.001,0.002656894037500024,0.004225181881338358,0.0035420814529061317,,,,,,,,0.003474719123914838,0.03908995414773623,102.19
cnn,5,6,64,0.01,0.003088315250352025,0.004241716582328081,0.004151428118348122,,,,,,,,0.0038271533170094094,0.042710876713196434,93.14
cnn,5,6,32,0.0005,0.003138671163469553,0.003982772585004568,0.003525231499224901,,,,,,,,0.0035488917492330074,0.0395366462568442,113.76
cnn,5,6,64,0.005,0.003161094384267926,0.004419699776917696,0.0037720880936831236,,,,,,,,0.0037842940849562487,0.040771073351303734,106.99
cnn,5,6,64,0.001,0.0025455409195274115,0.003711436176672578,0.003237432334572077,,,,,,,,0.0031648031435906887,0.03689080352584521,145.45
cnn,5,6,64,0.0005,0.002695067087188363,0.004043386783450842,0.00357705052010715,,,,,,,,0.0034385014635821185,0.03835084289312363,135.16
cnn,5,6,128,0.01,0.004014560952782631,0.00730002811178565,0.004337802529335022,,,,,,,,0.005217463864634435,0.047432057559490204,137.13
cnn,5,6,128,0.005,0.0029658451676368713,0.003920590039342642,0.0038582372944802046,,,,,,,,0.0035815575004865727,0.040252577513456345,113.74
cnn,5,8,16,0.01,0.0033697807230055332,0.0046596103347837925,0.0055852774530649185,,,,,,,,0.004538222836951415,0.045112395038207374,125.97
cnn,5,6,128,0.001,0.0023130157496780157,0.003170435782521963,0.0032846457324922085,,,,,,,,0.002922699088230729,0.03529177357753118,139.97
cnn,5,6,128,0.0005,0.0023332834243774414,0.003510673763230443,0.0031593278981745243,,,,,,,,0.0030010950285941362,0.03618790954351425,140.18
cnn,5,8,16,0.005,0.003016761504113674,0.0044990540482103825,0.0038212330546230078,,,,,,,,0.003779016202315688,0.04168022175629934,127.85
cnn,5,8,16,0.001,0.0030208865646272898,0.004439308773726225,0.0043576741591095924,,,,,,,,0.003939289832487702,0.04134501020113627,105.4
cnn,5,8,16,0.0005,0.003077474655583501,0.004954451695084572,0.003930083010345697,,,,,,,,0.003987336453671257,0.042216621339321136,107.14
