filename,orig_start,orig_end,block,motion,t_start,t_end,t_start_hms,t_end_hms
W04.csv,100,114,top_right,719.3094962145872,6.6,7.533333333333333,00:00:07,00:00:08
G57.csv,118,132,top_left,717.7484966175836,7.8,8.733333333333333,00:00:08,00:00:09
W29.csv,96,110,top_right,713.4062198586498,6.333333333333333,7.266666666666667,00:00:06,00:00:07
G24.csv,99,113,bottom_left,697.4448562850583,6.533333333333333,7.466666666666667,00:00:07,00:00:07
G22.csv,101,115,top_right,696.5865960610607,6.666666666666667,7.6,00:00:07,00:00:08
W08.csv,84,98,top_right,693.3400773637268,5.533333333333333,6.466666666666667,00:00:06,00:00:06
G23.csv,109,123,top_right,693.2646153641573,7.2,8.133333333333333,00:00:07,00:00:08
G32.csv,125,139,top_right,685.3022131020356,8.266666666666667,9.2,00:00:08,00:00:09
G74.csv,48,62,top_right,679.3167761753429,3.1333333333333333,4.066666666666666,00:00:03,00:00:04
G27.csv,132,146,top_right,678.9158211462033,8.733333333333333,9.666666666666666,00:00:09,00:00:10
G62.csv,112,126,top_left,673.5037997802639,7.4,8.333333333333334,00:00:07,00:00:08
G49.csv,115,129,top_right,671.4448842342259,7.6,8.533333333333333,00:00:08,00:00:09
W32.csv,109,123,top_right,668.5188655283007,7.2,8.133333333333333,00:00:07,00:00:08
W22.csv,90,104,top_left,656.6448508367793,5.933333333333334,6.866666666666666,00:00:06,00:00:07
G77.csv,76,90,top_left,647.0397106345346,5.0,5.933333333333334,00:00:05,00:00:06
G50.csv,91,105,bottom_left,644.2435405945707,6.0,6.933333333333334,00:00:06,00:00:07
G41.csv,85,99,bottom_left,642.4759006288638,5.6,6.533333333333333,00:00:06,00:00:07
G56.csv,125,139,bottom_left,639.3582907818832,8.266666666666667,9.2,00:00:08,00:00:09
G01.csv,135,149,top_right,638.9363116299012,8.933333333333334,9.866666666666667,00:00:09,00:00:10
G55.csv,76,90,top_left,636.1174127475109,5.0,5.933333333333334,00:00:05,00:00:06
G60.csv,134,148,top_left,632.0422327712746,8.866666666666667,9.8,00:00:09,00:00:10
G53.csv,113,127,top_right,628.6235316470751,7.466666666666667,8.4,00:00:07,00:00:08
G71.csv,257,271,top_right,628.212928834104,17.066666666666666,18.0,00:00:17,00:00:18
G30.csv,136,150,top_left,612.4107022179762,9.0,9.933333333333334,00:00:09,00:00:10
G45.csv,129,143,top_right,607.691371367387,8.533333333333333,9.466666666666667,00:00:09,00:00:09
G07.csv,124,138,top_right,601.1679075781137,8.2,9.133333333333333,00:00:08,00:00:09
W06.csv,103,117,bottom_left,597.510967640824,6.8,7.733333333333333,00:00:07,00:00:08
G38.csv,97,111,top_right,595.6912990855732,6.4,7.333333333333333,00:00:06,00:00:07
G35.csv,119,133,top_right,590.7270677593663,7.866666666666666,8.8,00:00:08,00:00:09
G42.csv,83,97,top_right,586.8972021992794,5.466666666666667,6.4,00:00:05,00:00:06
G47.csv,117,131,top_left,582.908627175836,7.733333333333333,8.666666666666666,00:00:08,00:00:09
G09.csv,139,153,bottom_left,580.6351092687357,9.2,10.133333333333333,00:00:09,00:00:10
G03.csv,133,147,top_right,572.7943342655614,8.8,9.733333333333333,00:00:09,00:00:10
W15.csv,104,118,top_right,563.0422093448881,6.866666666666666,7.8,00:00:07,00:00:08
G20.csv,115,129,top_right,554.9687082700563,7.6,8.533333333333333,00:00:08,00:00:09
G69.csv,108,122,top_right,530.8295862194216,7.133333333333334,8.066666666666666,00:00:07,00:00:08
G31.csv,92,106,top_left,526.6668255951292,6.066666666666666,7.0,00:00:06,00:00:07
G02.csv,165,179,top_right,513.1144755923649,10.933333333333334,11.866666666666667,00:00:11,00:00:12
G36.csv,119,133,top_left,496.8814076226388,7.866666666666666,8.8,00:00:08,00:00:09
G25.csv,110,124,top_left,462.16200658124876,7.266666666666667,8.2,00:00:07,00:00:08
G06.csv,167,181,top_left,453.5027403581433,11.066666666666666,12.0,00:00:11,00:00:12
G82.csv,154,168,top_right,444.28504483492804,10.2,11.133333333333333,00:00:10,00:00:11
W03.csv,97,111,bottom_right,421.5862545602954,6.4,7.333333333333333,00:00:06,00:00:07
A1.csv,93,107,top_right,411.242976470314,6.133333333333334,7.066666666666666,00:00:06,00:00:07
W23.csv,48,62,top_right,402.89765308952985,3.1333333333333333,4.066666666666666,00:00:03,00:00:04
G75.csv,272,286,top_right,386.1057653772616,18.066666666666666,19.0,00:00:18,00:00:19
W30.csv,121,135,bottom_right,355.077179726779,8.0,8.933333333333334,00:00:08,00:00:09
G72.csv,253,267,top_right,336.4906826938771,16.8,17.733333333333334,00:00:17,00:00:18
G76.csv,278,292,bottom_left,276.5971006883149,18.466666666666665,19.4,00:00:18,00:00:19
