filename,orig_start,orig_end,block,avg_conf,t_start,t_end
G64,69,73,bottom_right,0.24968254764874773,4.533333333333333,4.8
B17,116,120,top_left,0.25067685842514037,7.666666666666667,7.933333333333334
W36,111,115,bottom_left,0.2513932009538014,7.333333333333333,7.6
W31,137,141,top_left,0.25160673459370925,9.066666666666666,9.333333333333334
A113,87,91,top_right,0.25168052762746806,5.733333333333333,6.0
W38,72,76,bottom_left,0.25187480747699736,4.733333333333333,5.0
A108,145,149,bottom_left,0.25196870615084965,9.6,9.866666666666667
A149,90,94,top_left,0.25235098898410796,5.933333333333334,6.2
A115,120,124,top_left,0.25236411094665523,7.933333333333334,8.2
W31,152,156,bottom_right,0.2524170766274134,10.066666666666666,10.333333333333334
A109,133,137,top_left,0.25247734189033505,8.8,9.066666666666666
W31,132,136,top_right,0.2526809225479762,8.733333333333333,9.0
A156,116,120,bottom_right,0.25283984641234075,7.666666666666667,7.933333333333334
W36,96,100,bottom_left,0.253042999903361,6.333333333333333,6.6
W36,86,90,bottom_left,0.25415914903084436,5.666666666666667,5.933333333333334
B18,129,133,bottom_right,0.25425067941347756,8.533333333333333,8.8
W28,62,66,bottom_left,0.2554750869671504,4.066666666666666,4.333333333333333
A21,87,91,bottom_right,0.25569015145301816,5.733333333333333,6.0
W31,112,116,bottom_right,0.2561663642525673,7.4,7.666666666666667
A47,100,104,bottom_right,0.25730369488398236,6.6,6.866666666666666
G28,112,116,top_right,0.2583754246433576,7.4,7.666666666666667
A49,70,74,bottom_right,0.2586082955201467,4.6,4.866666666666666
W11,91,95,bottom_right,0.2587304125229517,6.0,6.266666666666667
A50,75,79,bottom_right,0.2587451378504435,4.933333333333334,5.2
A50,95,99,bottom_right,0.2591351687908172,6.266666666666667,6.533333333333333
A111,76,80,top_left,0.25978906253973644,5.0,5.266666666666667
W11,96,100,bottom_right,0.25994846125443777,6.333333333333333,6.6
B9,102,106,top_left,0.26047234286864596,6.733333333333333,7.0
W10,94,98,bottom_left,0.26050681968530015,6.2,6.466666666666667
A58,151,155,bottom_right,0.26055436283349986,10.0,10.266666666666667
A126,139,143,top_right,0.2608179251352946,9.2,9.466666666666667
G81,66,70,top_right,0.26111480742692944,4.333333333333333,4.6
W15,111,115,top_right,0.26124455432097116,7.333333333333333,7.6
A82,161,165,top_left,0.2621918489535649,10.666666666666666,10.933333333333334
B14,127,131,bottom_right,0.26316525687774023,8.4,8.666666666666666
A51,77,81,bottom_right,0.26341487367947897,5.066666666666666,5.333333333333333
G80,65,69,top_right,0.26342417101065313,4.266666666666667,4.533333333333333
A45,125,129,bottom_right,0.26344825327396393,8.266666666666667,8.533333333333333
A109,113,117,top_right,0.26361942291259766,7.466666666666667,7.733333333333333
G80,55,59,top_left,0.26364028255144756,3.6,3.8666666666666667
A157,131,135,top_left,0.26381972432136536,8.666666666666666,8.933333333333334
B6,149,153,bottom_left,0.2638261020183563,9.866666666666667,10.133333333333333
W32,96,100,bottom_right,0.26433276136716205,6.333333333333333,6.6
A108,135,139,top_right,0.2643328527609507,8.933333333333334,9.2
A81,139,143,top_right,0.2647346655527751,9.2,9.466666666666667
A156,111,115,bottom_right,0.26523806105057396,7.333333333333333,7.6
A49,75,79,bottom_right,0.2654037515322367,4.933333333333334,5.2
W34,110,114,bottom_left,0.2658947825431824,7.266666666666667,7.533333333333333
A91,89,93,top_left,0.26622912188371023,5.866666666666666,6.133333333333334
A105,126,130,bottom_right,0.2662661582231522,8.333333333333334,8.6
A156,106,110,bottom_right,0.2662750899791717,7.0,7.266666666666667
A91,99,103,top_left,0.26632620791594186,6.533333333333333,6.8
G29,126,130,top_right,0.2664512068033218,8.333333333333334,8.6
A149,95,99,top_left,0.26658848673105234,6.266666666666667,6.533333333333333
A82,111,115,top_left,0.2666144172350566,7.333333333333333,7.6
G23,126,130,top_right,0.2669839918613433,8.333333333333334,8.6
A78,100,104,top_right,0.26752586464087164,6.6,6.866666666666666
B17,156,160,bottom_left,0.2676644653081894,10.333333333333334,10.6
A81,144,148,top_left,0.267667539914449,9.533333333333333,9.8
B21,122,126,top_left,0.2677092249194781,8.066666666666666,8.333333333333334
A93,39,43,top_left,0.26808754503726956,2.533333333333333,2.8
A109,108,112,top_left,0.26811776906251905,7.133333333333334,7.4
W40,99,103,bottom_left,0.2682537168264389,6.533333333333333,6.8
A154,51,55,top_left,0.2683723330497741,3.3333333333333335,3.6
W11,121,125,bottom_right,0.2685410807530085,8.0,8.266666666666667
W40,129,133,bottom_left,0.26865126291910807,8.533333333333333,8.8
A156,136,140,top_left,0.2689348811904589,9.0,9.266666666666667
A154,46,50,top_left,0.2690034170945485,3.0,3.2666666666666666
W32,101,105,bottom_left,0.2693545381228129,6.666666666666667,6.933333333333334
A51,82,86,bottom_right,0.27044704357782995,5.4,5.666666666666667
A103,116,120,top_left,0.27056676546732583,7.666666666666667,7.933333333333334
A91,84,88,top_left,0.2706929673751195,5.533333333333333,5.8
W19,40,44,top_left,0.27093260486920673,2.6,2.8666666666666667
A45,120,124,bottom_right,0.2709329078594844,7.933333333333334,8.2
W40,109,113,top_left,0.2710074424743652,7.2,7.466666666666667
G61,114,118,bottom_left,0.27106652160485584,7.533333333333333,7.8
W09,100,104,bottom_right,0.271083457271258,6.6,6.866666666666666
W28,77,81,bottom_right,0.2711243172486623,5.066666666666666,5.333333333333333
A115,95,99,top_left,0.2719397068023682,6.266666666666667,6.533333333333333
W40,104,108,bottom_left,0.27201674580574037,6.866666666666666,7.133333333333334
W38,62,66,bottom_right,0.27203990121682486,4.066666666666666,4.333333333333333
G61,109,113,bottom_left,0.2725128521521886,7.2,7.466666666666667
G63,85,89,top_left,0.2726736009120941,5.6,5.866666666666666
A110,104,108,top_left,0.27309824526309967,6.866666666666666,7.133333333333334
A106,83,87,top_right,0.2735223174095154,5.466666666666667,5.733333333333333
A149,80,84,top_left,0.27372101545333866,5.266666666666667,5.533333333333333
W40,134,138,bottom_right,0.27379934092362723,8.866666666666667,9.133333333333333
G76,306,310,top_right,0.2741555834809939,20.333333333333332,20.6
A93,89,93,top_left,0.2742062171300252,5.866666666666666,6.133333333333334
A46,68,72,bottom_right,0.27467563350995383,4.466666666666667,4.733333333333333
A151,99,103,top_left,0.2746764024098714,6.533333333333333,6.8
A82,146,150,top_left,0.2747994561990102,9.666666666666666,9.933333333333334
G22,94,98,top_right,0.2749030709266662,6.2,6.466666666666667
B11,116,120,bottom_right,0.27505830128987624,7.666666666666667,7.933333333333334
W35,85,89,top_left,0.2751400381326676,5.6,5.866666666666666
A52,93,97,bottom_right,0.2752636353174845,6.133333333333334,6.4
W40,94,98,bottom_left,0.27527895371119177,6.2,6.466666666666667
A150,52,56,top_left,0.27570975422859195,3.4,3.6666666666666665
A149,75,79,top_left,0.2757376819849014,4.933333333333334,5.2
A50,100,104,bottom_right,0.2758550365765889,6.6,6.866666666666666
W04,92,96,top_right,0.27642039408286406,6.066666666666666,6.333333333333333
G80,60,64,top_left,0.27672040859858194,3.933333333333333,4.2
A105,76,80,top_right,0.2767238746086756,5.0,5.266666666666667
A154,66,70,top_left,0.2768128414948781,4.333333333333333,4.6
W01,71,75,top_right,0.2771161963542302,4.666666666666667,4.933333333333334
W12,90,94,bottom_right,0.2774006267388662,5.933333333333334,6.2
A81,189,193,top_left,0.2776946107546488,12.533333333333333,12.8
B10,113,117,bottom_right,0.2777894298235575,7.466666666666667,7.733333333333333
A93,79,83,top_left,0.2780533085266748,5.2,5.466666666666667
W18,99,103,bottom_left,0.27811463673909503,6.533333333333333,6.8
A109,128,132,top_left,0.27847209870815276,8.466666666666667,8.733333333333333
A44,125,129,top_right,0.27862056543429686,8.266666666666667,8.533333333333333
A90,136,140,top_right,0.2787166674931844,9.0,9.266666666666667
A154,71,75,top_left,0.27920421361923214,4.666666666666667,4.933333333333334
A113,112,116,top_left,0.27943413257598876,7.4,7.666666666666667
A32,88,92,bottom_left,0.2800400892893473,5.8,6.066666666666666
W38,67,71,bottom_right,0.2801316618919373,4.4,4.666666666666667
G33,115,119,top_right,0.28031853288412095,7.6,7.866666666666666
B21,127,131,top_right,0.2803655887643495,8.4,8.666666666666666
A113,82,86,bottom_left,0.2806641489267349,5.4,5.666666666666667
G24,76,80,top_right,0.28068186740080514,5.0,5.266666666666667
A82,156,160,top_left,0.2807265450557073,10.333333333333334,10.6
A82,116,120,top_left,0.28088911970456437,7.666666666666667,7.933333333333334
W10,84,88,bottom_left,0.280919419725736,5.533333333333333,5.8
A154,86,90,top_right,0.28099849621454875,5.666666666666667,5.933333333333334
B9,137,141,bottom_right,0.2811160226662954,9.066666666666666,9.333333333333334
B7,164,168,bottom_left,0.28144703507423396,10.866666666666667,11.133333333333333
A58,146,150,bottom_right,0.28147990107536314,9.666666666666666,9.933333333333334
W33,55,59,bottom_right,0.28170203069845834,3.6,3.8666666666666667
A106,88,92,top_right,0.2817518631617228,5.8,6.066666666666666
B20,120,124,top_left,0.28181456824143725,7.933333333333334,8.2
B6,159,163,top_right,0.2821686506271362,10.533333333333333,10.8
A52,78,82,bottom_right,0.2822123239437739,5.133333333333334,5.4
A108,125,129,top_left,0.2822799702485402,8.266666666666667,8.533333333333333
B20,155,159,top_right,0.28231772184371945,10.266666666666667,10.533333333333333
B22,111,115,top_right,0.2826138108968735,7.333333333333333,7.6
A108,150,154,top_left,0.28283097843329114,9.933333333333334,10.2
A21,92,96,bottom_left,0.2829532702763875,6.066666666666666,6.333333333333333
A115,85,89,top_right,0.2829661885897318,5.6,5.866666666666666
A92,38,42,top_left,0.28303706049919125,2.466666666666667,2.7333333333333334
A94,141,145,top_left,0.2832333614428838,9.333333333333334,9.6
B19,149,153,top_right,0.2834553728501002,9.866666666666667,10.133333333333333
W09,105,109,bottom_right,0.2836331735054652,6.933333333333334,7.2
W39,94,98,bottom_right,0.2839195395509401,6.2,6.466666666666667
G26,146,150,top_right,0.28397447367509204,9.666666666666666,9.933333333333334
A49,80,84,bottom_right,0.284147427479426,5.266666666666667,5.533333333333333
B6,154,158,bottom_left,0.28419644633928937,10.2,10.466666666666667
A158,85,89,top_left,0.28431648015975947,5.6,5.866666666666666
W18,149,153,bottom_right,0.28480329811573024,9.866666666666667,10.133333333333333
G22,99,103,top_right,0.2850805004437765,6.533333333333333,6.8
A91,104,108,top_left,0.28517324874798455,6.866666666666666,7.133333333333334
W38,87,91,top_left,0.28522818088531493,5.733333333333333,6.0
W38,57,61,bottom_right,0.2859136899312337,3.7333333333333334,4.0
A105,86,90,top_right,0.2859740018844604,5.666666666666667,5.933333333333334
G21,78,82,top_right,0.2861067692438761,5.133333333333334,5.4
A50,85,89,bottom_right,0.2861471851666768,5.6,5.866666666666666
W02,67,71,top_right,0.28640610873699185,4.4,4.666666666666667
G53,101,105,bottom_right,0.2867594083150227,6.666666666666667,6.933333333333334
B22,146,150,bottom_left,0.28682158390680945,9.666666666666666,9.933333333333334
W35,90,94,top_left,0.28695709904034933,5.933333333333334,6.2
G64,64,68,bottom_right,0.2869573553403219,4.2,4.466666666666667
A94,136,140,top_left,0.2870355695486069,9.0,9.266666666666667
A113,67,71,top_left,0.28706108629703525,4.4,4.666666666666667
B19,119,123,top_left,0.2873563994963964,7.866666666666666,8.133333333333333
A158,75,79,top_left,0.2878796835740407,4.933333333333334,5.2
B9,132,136,bottom_right,0.2878800570964813,8.733333333333333,9.0
W09,110,114,bottom_right,0.28810299783945087,7.266666666666667,7.533333333333333
W25,125,129,bottom_right,0.28831222305695214,8.266666666666667,8.533333333333333
W11,86,90,bottom_left,0.28837917248408,5.666666666666667,5.933333333333334
W32,91,95,bottom_left,0.28894187708695723,6.0,6.266666666666667
A23,76,80,bottom_left,0.2889592488606771,5.0,5.266666666666667
A111,101,105,top_left,0.28917133212089535,6.666666666666667,6.933333333333334
A84,150,154,top_left,0.289564107855161,9.933333333333334,10.2
B6,169,173,top_left,0.28960303266843157,11.2,11.466666666666667
A105,121,125,top_right,0.2896520564953486,8.0,8.266666666666667
G76,311,315,top_right,0.28969801117976507,20.666666666666668,20.933333333333334
W09,95,99,bottom_right,0.28971829215685524,6.266666666666667,6.533333333333333
A102,122,126,top_left,0.2899973660707474,8.066666666666666,8.333333333333334
W12,120,124,bottom_left,0.2900280922651291,7.933333333333334,8.2
B8,114,118,top_left,0.2900627449154854,7.533333333333333,7.8
B7,119,123,bottom_left,0.29006952842076617,7.866666666666666,8.133333333333333
A76,86,90,top_left,0.29009055197238925,5.666666666666667,5.933333333333334
G44,137,141,top_right,0.29052642509341237,9.066666666666666,9.333333333333334
W09,120,124,bottom_left,0.29062026490767795,7.933333333333334,8.2
G29,121,125,top_right,0.29069271981716155,8.0,8.266666666666667
B9,147,151,top_right,0.2906996597846349,9.733333333333333,10.0
A153,99,103,bottom_right,0.29078571101029715,6.533333333333333,6.8
A150,67,71,top_left,0.29102462927500405,4.4,4.666666666666667
A78,95,99,top_left,0.2910884569088618,6.266666666666667,6.533333333333333
W34,120,124,bottom_left,0.2912067274252574,7.933333333333334,8.2
W02,62,66,top_right,0.2913145244121551,4.066666666666666,4.333333333333333
A93,84,88,top_left,0.2914430340131124,5.533333333333333,5.8
A111,111,115,top_left,0.29166346291701,7.333333333333333,7.6
W39,69,73,top_left,0.2918346102039019,4.533333333333333,4.8
G33,110,114,top_right,0.29207171201705934,7.266666666666667,7.533333333333333
B14,132,136,bottom_right,0.2921499600013097,8.733333333333333,9.0
A89,125,129,top_left,0.29233164191246036,8.266666666666667,8.533333333333333
A159,40,44,bottom_right,0.2923520525296529,2.6,2.8666666666666667
A92,43,47,top_left,0.2924736003081004,2.8,3.066666666666667
A111,116,120,top_left,0.29248475134372715,7.666666666666667,7.933333333333334
A150,72,76,top_left,0.29256290197372437,4.733333333333333,5.0
A111,121,125,top_left,0.2928715944290161,8.0,8.266666666666667
A113,117,121,top_right,0.2929074863592784,7.733333333333333,8.0
A82,151,155,top_left,0.29302271207173664,10.0,10.266666666666667
A89,120,124,top_left,0.2931207706530889,7.933333333333334,8.2
A155,116,120,top_right,0.2931321501731872,7.666666666666667,7.933333333333334
B8,149,153,top_right,0.29325327773888904,9.866666666666667,10.133333333333333
W12,125,129,bottom_right,0.29336642126242324,8.266666666666667,8.533333333333333
G50,89,93,bottom_right,0.2936075220505397,5.866666666666666,6.133333333333334
G24,131,135,top_right,0.2937263439098994,8.666666666666666,8.933333333333334
W39,99,103,bottom_right,0.29399187564849855,6.533333333333333,6.8
W09,85,89,bottom_left,0.2939939459164937,5.6,5.866666666666666
W25,115,119,bottom_left,0.29402223825454715,7.6,7.866666666666666
W12,100,104,bottom_left,0.2940774043401082,6.6,6.866666666666666
A84,100,104,top_left,0.2943448712428411,6.6,6.866666666666666
W35,100,104,top_right,0.29435116648674015,6.6,6.866666666666666
A154,36,40,top_left,0.29454502165317537,2.3333333333333335,2.6
W18,129,133,bottom_right,0.2946724896629651,8.533333333333333,8.8
A80,110,114,top_left,0.2948246757189432,7.266666666666667,7.533333333333333
G23,121,125,top_right,0.2949061637123425,8.0,8.266666666666667
W39,89,93,bottom_left,0.29503007729848224,5.866666666666666,6.133333333333334
W12,95,99,bottom_right,0.2955473681290945,6.266666666666667,6.533333333333333
G54,91,95,top_right,0.2958373437325159,6.0,6.266666666666667
A102,127,131,top_left,0.2958414067824682,8.4,8.666666666666666
A158,80,84,top_left,0.2958518713712692,5.266666666666667,5.533333333333333
B7,129,133,bottom_right,0.2961093952258428,8.533333333333333,8.8
