filename,orig_start,orig_end,block,motion,t_start,t_end
A51,72,76,top_right,447.68927453880355,4.733333333333333,5.0
A73,107,111,bottom_right,446.00605720812246,7.066666666666666,7.333333333333333
W11,106,110,top_right,445.60160986933454,7.0,7.266666666666667
G33,120,124,top_right,445.5038800602439,7.933333333333334,8.2
A101,112,116,top_left,441.6440103675753,7.4,7.666666666666667
A150,57,61,top_left,441.16967718386036,3.7333333333333334,4.0
B1,57,61,top_right,439.5377089008222,3.7333333333333334,4.0
A158,80,84,top_right,438.7891510006173,5.266666666666667,5.533333333333333
W11,126,130,top_right,436.6699648315379,8.333333333333334,8.6
B9,107,111,top_right,436.2216662403969,7.066666666666666,7.333333333333333
G24,81,85,top_right,436.2103059962447,5.333333333333333,5.6
W14,128,132,bottom_left,434.72859523216766,8.466666666666667,8.733333333333333
A103,116,120,top_left,431.9364795495809,7.666666666666667,7.933333333333334
G81,81,85,top_right,431.8508381694307,5.333333333333333,5.6
G34,144,148,top_right,426.9554874633783,9.533333333333333,9.8
W33,65,69,top_left,426.67984218953677,4.266666666666667,4.533333333333333
A112,110,114,top_right,426.0377854077074,7.266666666666667,7.533333333333333
A90,121,125,top_left,424.8378637132861,8.0,8.266666666666667
A90,96,100,top_right,422.62262424211247,6.333333333333333,6.6
A109,123,127,top_right,421.334911249486,8.133333333333333,8.4
A49,70,74,top_right,418.842677949192,4.6,4.866666666666666
W22,102,106,top_right,418.78448451471877,6.733333333333333,7.0
W17,92,96,top_right,418.03460343543514,6.066666666666666,6.333333333333333
A125,45,49,top_left,417.75921611499854,2.933333333333333,3.2
W36,91,95,top_right,417.6883908567241,6.0,6.266666666666667
W39,104,108,top_right,416.98671788133043,6.866666666666666,7.133333333333334
W37,95,99,top_right,416.9435997735593,6.266666666666667,6.533333333333333
B9,127,131,top_right,411.8575231150762,8.4,8.666666666666666
G63,85,89,top_left,410.6276912966434,5.6,5.866666666666666
W31,97,101,top_right,410.3408955559273,6.4,6.666666666666667
A111,111,115,top_right,408.7520507942029,7.333333333333333,7.6
A57,149,153,top_right,408.6729755444536,9.866666666666667,10.133333333333333
A78,105,109,top_right,407.9275436206273,6.933333333333334,7.2
G36,82,86,top_right,405.6659991581805,5.4,5.666666666666667
B11,146,150,top_right,404.0764598246132,9.666666666666666,9.933333333333334
W34,110,114,bottom_left,403.9161375140064,7.266666666666667,7.533333333333333
A109,108,112,top_left,403.4490497822241,7.133333333333334,7.4
B11,116,120,top_right,401.9990226922949,7.666666666666667,7.933333333333334
A46,68,72,bottom_right,401.13703677943465,4.466666666666667,4.733333333333333
A130,153,157,top_left,399.6568547896244,10.133333333333333,10.4
B3,75,79,top_right,399.4813109460641,4.933333333333334,5.2
A91,89,93,top_left,397.478908087081,5.866666666666666,6.133333333333334
A91,104,108,top_left,397.3460415370234,6.866666666666666,7.133333333333334
B12,114,118,top_right,397.2681617114785,7.533333333333333,7.8
A103,151,155,top_right,396.6500777065286,10.0,10.266666666666667
G04,130,134,top_right,395.0511328086904,8.6,8.866666666666667
G44,107,111,bottom_right,393.4213335461354,7.066666666666666,7.333333333333333
A12,128,132,bottom_right,393.3672801166998,8.466666666666667,8.733333333333333
W42,90,94,bottom_left,392.8550224791419,5.933333333333334,6.2
W20,90,94,top_left,389.28248073377773,5.933333333333334,6.2
G39,97,101,bottom_left,387.8454332895007,6.4,6.666666666666667
A145,63,67,top_right,387.04585941516365,4.133333333333334,4.4
B15,140,144,top_right,386.5545348090118,9.266666666666667,9.533333333333333
G44,132,136,top_right,385.24773892510177,8.733333333333333,9.0
A126,109,113,top_left,384.74608795855863,7.2,7.466666666666667
W20,80,84,top_right,382.34170127364774,5.266666666666667,5.533333333333333
W09,130,134,top_left,382.27977773710273,8.6,8.866666666666667
B6,174,178,top_right,382.0581718264118,11.533333333333333,11.8
A90,126,130,top_right,382.0526455786442,8.333333333333334,8.6
G68,92,96,top_right,380.9897436915472,6.066666666666666,6.333333333333333
W24,133,137,bottom_left,379.8267279719197,8.8,9.066666666666666
G63,120,124,top_right,379.70266062039525,7.933333333333334,8.2
W43,146,150,top_right,379.5662744214261,9.666666666666666,9.933333333333334
A88,115,119,top_right,378.7538773041483,7.6,7.866666666666666
A58,161,165,top_left,377.80975745370404,10.666666666666666,10.933333333333334
G46,117,121,top_right,376.58627039217015,7.733333333333333,8.0
G04,80,84,top_right,376.3642853114462,5.266666666666667,5.533333333333333
W10,104,108,top_right,376.3621827488301,6.866666666666666,7.133333333333334
A99,94,98,top_right,375.5378735201975,6.2,6.466666666666667
B6,159,163,top_right,374.60572123027384,10.533333333333333,10.8
A104,75,79,top_left,374.25791418310683,4.933333333333334,5.2
W41,104,108,top_right,372.40838141559493,6.866666666666666,7.133333333333334
B15,130,134,top_left,372.10549091308724,8.6,8.866666666666667
G53,131,135,top_right,371.920774703766,8.666666666666666,8.933333333333334
A100,92,96,bottom_left,370.6177107101168,6.066666666666666,6.333333333333333
A93,94,98,top_left,370.55838281382984,6.2,6.466666666666667
A52,88,92,top_right,370.25919465069944,5.8,6.066666666666666
W20,110,114,top_left,369.5331992071193,7.266666666666667,7.533333333333333
W31,142,146,top_left,368.9603104542231,9.4,9.666666666666666
A57,114,118,top_right,367.2200609270991,7.533333333333333,7.8
A83,130,134,top_right,366.3058018228856,8.6,8.866666666666667
A93,39,43,top_right,365.8759789526508,2.533333333333333,2.8
G79,112,116,bottom_left,364.4944117752147,7.4,7.666666666666667
W24,123,127,bottom_left,361.03808095897466,8.133333333333333,8.4
G63,95,99,top_right,359.953192623444,6.266666666666667,6.533333333333333
G56,127,131,bottom_left,358.739292331337,8.4,8.666666666666666
A100,87,91,top_left,358.48494039460644,5.733333333333333,6.0
W04,107,111,top_right,358.4421424388587,7.066666666666666,7.333333333333333
B14,127,131,top_left,357.5924231605536,8.4,8.666666666666666
W09,125,129,top_right,357.1574680749834,8.266666666666667,8.533333333333333
A83,140,144,top_right,356.6511789142364,9.266666666666667,9.533333333333333
A100,137,141,top_left,355.9572843196213,9.066666666666666,9.333333333333334
W09,110,114,bottom_right,355.7655448144729,7.266666666666667,7.533333333333333
A76,86,90,top_left,355.45160338361853,5.666666666666667,5.933333333333334
W23,96,100,bottom_right,355.39479208908864,6.333333333333333,6.6
G36,137,141,top_right,355.35711229211245,9.066666666666666,9.333333333333334
A80,110,114,top_left,354.1074862153808,7.266666666666667,7.533333333333333
B1,72,76,top_right,353.90200365708256,4.733333333333333,5.0
A87,159,163,top_left,353.19478646203714,10.533333333333333,10.8
W19,75,79,bottom_left,353.01246593754666,4.933333333333334,5.2
G45,91,95,top_right,352.35260804606,6.0,6.266666666666667
G65,92,96,top_right,352.25036366522926,6.066666666666666,6.333333333333333
A85,106,110,top_left,350.7960447078191,7.0,7.266666666666667
A83,135,139,top_right,349.0395955954993,8.933333333333334,9.2
G29,136,140,top_right,347.39343819696063,9.0,9.266666666666667
A79,135,139,top_right,346.86401258629996,8.933333333333334,9.2
W20,75,79,top_right,345.4164709573348,4.933333333333334,5.2
B11,136,140,top_right,344.94441154611235,9.0,9.266666666666667
G78,63,67,top_left,344.84061890850097,4.133333333333334,4.4
W33,90,94,bottom_right,342.2207667710661,5.933333333333334,6.2
A104,120,124,top_left,341.82090748134897,7.933333333333334,8.2
W26,138,142,top_right,341.21175447790387,9.133333333333333,9.4
G21,78,82,top_right,340.768877347184,5.133333333333334,5.4
A81,134,138,top_left,340.1265641880532,8.866666666666667,9.133333333333333
W43,151,155,bottom_right,339.644931414805,10.0,10.266666666666667
A88,120,124,top_left,339.4208304963036,7.933333333333334,8.2
A103,146,150,top_right,337.83653518135145,9.666666666666666,9.933333333333334
W21,99,103,top_left,337.7029012769084,6.533333333333333,6.8
W19,35,39,top_left,337.30003720696243,2.2666666666666666,2.533333333333333
W01,66,70,top_right,336.50694731278566,4.333333333333333,4.6
G05,129,133,bottom_left,336.1612382730257,8.533333333333333,8.8
W14,133,137,bottom_left,336.0223513511892,8.8,9.066666666666666
G05,144,148,bottom_right,335.93097765581416,9.533333333333333,9.8
G79,87,91,top_right,334.56834287167425,5.733333333333333,6.0
G78,68,72,top_right,333.80569751838755,4.466666666666667,4.733333333333333
W18,139,143,bottom_left,333.1185581456286,9.2,9.466666666666667
W42,115,119,top_right,332.6597928415374,7.6,7.866666666666666
G05,139,143,bottom_right,331.5266094420161,9.2,9.466666666666667
G43,82,86,bottom_left,331.43159167971004,5.4,5.666666666666667
A92,68,72,top_left,331.04701632695213,4.466666666666667,4.733333333333333
G69,106,110,top_right,330.96664402778725,7.0,7.266666666666667
G78,78,82,top_right,329.1566028579496,5.133333333333334,5.4
G63,110,114,top_left,328.35337405692974,7.266666666666667,7.533333333333333
G24,106,110,bottom_left,327.72756518522954,7.0,7.266666666666667
G57,120,124,top_left,327.45252715653237,7.933333333333334,8.2
G02,178,182,bottom_left,326.8009071252827,11.8,12.066666666666666
A81,139,143,top_left,326.4643366910472,9.2,9.466666666666667
A74,90,94,top_right,325.2698334484313,5.933333333333334,6.2
W41,114,118,top_right,325.0413885394228,7.533333333333333,7.8
W35,80,84,bottom_left,324.8593026357943,5.266666666666667,5.533333333333333
W21,64,68,bottom_right,324.3449996755477,4.2,4.466666666666667
A59,130,134,bottom_right,324.22654943706755,8.6,8.866666666666667
G63,90,94,bottom_left,323.94555114854495,5.933333333333334,6.2
W33,50,54,top_left,323.6908258122736,3.2666666666666666,3.533333333333333
A157,146,150,bottom_left,323.4404699847784,9.666666666666666,9.933333333333334
W12,115,119,top_right,323.2300123847074,7.6,7.866666666666666
G29,131,135,top_right,323.1495158003564,8.666666666666666,8.933333333333334
W31,117,121,top_left,322.9268019256851,7.733333333333333,8.0
A57,104,108,top_right,321.7524400159812,6.866666666666666,7.133333333333334
G58,114,118,top_left,321.4829715850761,7.533333333333333,7.8
G43,92,96,bottom_left,321.1842965502733,6.066666666666666,6.333333333333333
A98,106,110,top_right,320.9719012853165,7.0,7.266666666666667
A119,99,103,top_right,320.6081271694128,6.533333333333333,6.8
A82,141,145,top_left,320.38183944197823,9.333333333333334,9.6
W18,149,153,bottom_left,318.86901098312006,9.866666666666667,10.133333333333333
W18,119,123,bottom_left,318.6396176574627,7.866666666666666,8.133333333333333
G24,131,135,top_right,318.56005017792694,8.666666666666666,8.933333333333334
G35,152,156,top_right,317.7582543577697,10.066666666666666,10.333333333333334
W33,55,59,top_left,316.34672292603943,3.6,3.8666666666666667
G78,83,87,top_right,314.1600926250788,5.466666666666667,5.733333333333333
A110,129,133,top_right,314.04924756338715,8.533333333333333,8.8
W18,104,108,bottom_left,311.9347317712376,6.866666666666666,7.133333333333334
G21,83,87,top_right,311.82006872073714,5.466666666666667,5.733333333333333
A52,83,87,bottom_right,311.435818209608,5.466666666666667,5.733333333333333
G04,125,129,bottom_left,311.2638528784626,8.266666666666667,8.533333333333333
A135,69,73,top_left,310.9308531950669,4.533333333333333,4.8
G04,105,109,bottom_left,310.3191655395376,6.933333333333334,7.2
W42,80,84,bottom_left,310.25457008715443,5.266666666666667,5.533333333333333
A88,100,104,top_right,309.525319253387,6.6,6.866666666666666
A82,106,110,top_left,308.96059384393493,7.0,7.266666666666667
B8,149,153,top_right,308.2751875522111,9.866666666666667,10.133333333333333
A80,100,104,bottom_right,308.0384031605277,6.6,6.866666666666666
B4,73,77,bottom_left,307.0370249890574,4.8,5.066666666666666
W31,127,131,top_left,306.6385910655254,8.4,8.666666666666666
A90,101,105,top_left,305.98310940574765,6.666666666666667,6.933333333333334
W10,89,93,bottom_left,305.8633311502506,5.866666666666666,6.133333333333334
A32,88,92,bottom_left,304.89786472140446,5.8,6.066666666666666
W35,130,134,top_right,304.1432168415891,8.6,8.866666666666667
W01,61,65,top_left,303.99074878974324,4.0,4.266666666666667
A126,114,118,top_left,303.36977479182656,7.533333333333333,7.8
A24,86,90,top_left,302.6957502397978,5.666666666666667,5.933333333333334
W10,79,83,bottom_left,302.4212800945446,5.2,5.466666666666667
W30,104,108,bottom_right,301.07143510928614,6.866666666666666,7.133333333333334
G44,82,86,top_left,300.9306228598773,5.4,5.666666666666667
W12,110,114,top_right,300.44355305476006,7.266666666666667,7.533333333333333
W37,100,104,top_right,298.9763285479697,6.6,6.866666666666666
A96,91,95,top_right,298.1426649805759,6.0,6.266666666666667
G34,94,98,top_left,298.0992546505186,6.2,6.466666666666667
A80,115,119,top_right,297.71467465151744,7.6,7.866666666666666
G48,129,133,top_right,297.4156781603626,8.533333333333333,8.8
G79,82,86,top_left,297.2137989360226,5.4,5.666666666666667
A101,122,126,top_left,296.56796869858715,8.066666666666666,8.333333333333334
G64,84,88,top_right,295.93889079354375,5.533333333333333,5.8
A60,93,97,top_right,295.8141827606154,6.133333333333334,6.4
A104,100,104,top_left,295.5760196519893,6.6,6.866666666666666
A132,59,63,top_left,294.66350935246584,3.8666666666666667,4.133333333333334
A129,98,102,top_right,294.52272024956085,6.466666666666667,6.733333333333333
G09,141,145,bottom_left,294.13373133090374,9.333333333333334,9.6
G05,149,153,top_left,293.3172769932888,9.866666666666667,10.133333333333333
W43,106,110,bottom_left,292.7469972647885,7.0,7.266666666666667
A99,129,133,top_left,292.587850644799,8.533333333333333,8.8
A88,105,109,top_right,292.43269652381184,6.933333333333334,7.2
W42,85,89,bottom_left,292.3984463984153,5.6,5.866666666666666
G79,67,71,top_right,292.3604060903165,4.4,4.666666666666667
A102,117,121,top_left,292.2659915570113,7.733333333333333,8.0
W34,120,124,bottom_left,289.40188781152574,7.933333333333334,8.2
G52,161,165,top_right,289.2247295681242,10.666666666666666,10.933333333333334
G39,92,96,bottom_left,288.6522538998595,6.066666666666666,6.333333333333333
A25,84,88,bottom_right,288.2949944340299,5.533333333333333,5.8
A45,90,94,top_right,287.41089837543586,5.933333333333334,6.2
G48,134,138,top_right,287.37511759603854,8.866666666666667,9.133333333333333
A82,126,130,top_left,287.25777860033827,8.333333333333334,8.6
A136,89,93,top_right,286.80914284362706,5.866666666666666,6.133333333333334
A4,130,134,bottom_left,286.3110388766589,8.6,8.866666666666667
W29,103,107,top_right,285.86078819540575,6.8,7.066666666666666
G05,134,138,bottom_left,285.7971029726449,8.866666666666667,9.133333333333333
G46,112,116,top_right,285.25286091121234,7.4,7.666666666666667
G55,118,122,top_right,284.8892834035848,7.8,8.066666666666666
G26,141,145,top_right,283.9331144836492,9.333333333333334,9.6
A53,164,168,bottom_left,283.3329577185244,10.866666666666667,11.133333333333333
W02,97,101,bottom_right,282.78362088940526,6.4,6.666666666666667
B4,63,67,bottom_left,282.46381118405446,4.133333333333334,4.4
W43,136,140,top_right,282.444686690627,9.0,9.266666666666667
A99,104,108,top_right,282.22611260870605,6.866666666666666,7.133333333333334
G64,94,98,top_right,282.09731198693424,6.2,6.466666666666667
G25,107,111,top_right,281.8372460673849,7.066666666666666,7.333333333333333
G59,122,126,top_left,281.72414296981776,8.066666666666666,8.333333333333334
G79,77,81,top_left,281.43028784281995,5.066666666666666,5.333333333333333
W32,111,115,top_right,281.4156787482368,7.333333333333333,7.6
A79,105,109,top_right,278.571876603426,6.933333333333334,7.2
G21,73,77,top_right,277.3894439630511,4.8,5.066666666666666
A12,138,142,top_right,277.28642298114977,9.133333333333333,9.4
W17,97,101,top_right,276.58542421353746,6.4,6.666666666666667
A53,144,148,bottom_left,276.40601203046884,9.533333333333333,9.8
B10,143,147,top_right,276.331177848461,9.466666666666667,9.733333333333333
A47,95,99,bottom_right,276.33098892249484,6.266666666666667,6.533333333333333
G40,95,99,bottom_left,275.7168863923058,6.266666666666667,6.533333333333333
G51,153,157,top_right,275.66897583057647,10.133333333333333,10.4
G43,77,81,top_left,275.4758010828866,5.066666666666666,5.333333333333333
G73,144,148,top_left,275.13448888232216,9.533333333333333,9.8
B2,84,88,top_left,275.06691790943734,5.533333333333333,5.8
W43,141,145,top_right,274.9058978789076,9.333333333333334,9.6
A15,167,171,bottom_left,273.8204779201697,11.066666666666666,11.333333333333334
A134,92,96,top_right,273.131246374565,6.066666666666666,6.333333333333333
G23,111,115,top_right,272.4933752947549,7.333333333333333,7.6
A89,120,124,top_left,272.304966566627,7.933333333333334,8.2
G60,141,145,top_left,272.10793514579996,9.333333333333334,9.6
W25,140,144,top_right,271.833160033667,9.266666666666667,9.533333333333333
A93,59,63,top_left,270.3668257994443,3.8666666666666667,4.133333333333334
A94,151,155,top_left,269.29664905583013,10.0,10.266666666666667
W01,101,105,top_right,269.1998965807807,6.666666666666667,6.933333333333334
G27,94,98,top_right,267.1055423153266,6.2,6.466666666666667
A96,101,105,top_right,266.90097825861426,6.666666666666667,6.933333333333334
B5,99,103,bottom_right,266.28290277677803,6.533333333333333,6.8
W26,133,137,bottom_left,265.3511536644896,8.8,9.066666666666666
B12,119,123,top_left,265.1643756659147,7.866666666666666,8.133333333333333
A15,172,176,top_left,265.1210157059831,11.4,11.666666666666666
A102,122,126,top_left,264.5649663297837,8.066666666666666,8.333333333333334
A101,127,131,top_left,264.49315011185666,8.4,8.666666666666666
A102,82,86,top_left,264.3732710964845,5.4,5.666666666666667
A46,63,67,bottom_right,264.31742062374883,4.133333333333334,4.4
G54,146,150,top_right,264.3097871200737,9.666666666666666,9.933333333333334
A93,54,58,top_left,264.27718101940377,3.533333333333333,3.8
W42,70,74,top_right,264.1897712334271,4.6,4.866666666666666
B3,60,64,top_right,263.67162926459474,3.933333333333333,4.2
A93,89,93,top_left,263.05680357019304,5.866666666666666,6.133333333333334
G58,109,113,top_left,262.17741549559526,7.2,7.466666666666667
W25,115,119,bottom_right,262.09115490084434,7.6,7.866666666666666
G77,69,73,bottom_left,262.06081947037177,4.533333333333333,4.8
G33,115,119,top_right,261.8482208331194,7.6,7.866666666666666
G23,96,100,bottom_left,261.53875509169137,6.333333333333333,6.6
G43,117,121,top_right,261.49941860173374,7.733333333333333,8.0
W13,53,57,top_right,261.0302431166464,3.466666666666667,3.7333333333333334
G25,157,161,top_right,260.86680697909645,10.4,10.666666666666666
B1,107,111,top_right,260.5240350448757,7.066666666666666,7.333333333333333
A15,157,161,top_right,259.9099231839663,10.4,10.666666666666666
A23,91,95,top_right,259.31273279988477,6.0,6.266666666666667
G59,107,111,top_right,258.6315619865302,7.066666666666666,7.333333333333333
G22,99,103,top_right,258.53403413496056,6.533333333333333,6.8
A147,83,87,bottom_left,258.2749184072733,5.466666666666667,5.733333333333333
A98,71,75,top_left,257.9194438743082,4.666666666666667,4.933333333333334
G49,118,122,top_left,257.7486975530882,7.8,8.066666666666666
A104,115,119,top_left,257.643887197329,7.6,7.866666666666666
G27,99,103,top_left,257.0032758103588,6.533333333333333,6.8
G24,126,130,bottom_left,256.9187141868902,8.333333333333334,8.6
G68,117,121,top_left,256.6529250164852,7.733333333333333,8.0
G59,127,131,top_left,256.5634727720423,8.4,8.666666666666666
G57,105,109,top_right,256.35687129717036,6.933333333333334,7.2
A21,77,81,top_left,255.96936018632053,5.066666666666666,5.333333333333333
G32,123,127,top_left,255.64874910267957,8.133333333333333,8.4
A90,106,110,top_right,254.99098978580747,7.0,7.266666666666667
G73,149,153,top_left,254.82029090324843,9.866666666666667,10.133333333333333
A15,182,186,top_left,254.80563914597158,12.066666666666666,12.333333333333334
G81,86,90,top_right,254.4241519341723,5.666666666666667,5.933333333333334
G56,142,146,top_right,254.0326713297601,9.4,9.666666666666666
A15,162,166,bottom_right,253.91095919621588,10.733333333333333,11.0
A26,72,76,top_right,253.54433756064256,4.733333333333333,5.0
G52,116,120,top_right,252.53996228906888,7.666666666666667,7.933333333333334
G26,146,150,top_right,252.1634585889687,9.666666666666666,9.933333333333334
G47,129,133,top_right,251.6782736388878,8.533333333333333,8.8
G51,118,122,top_right,251.2822951517579,7.8,8.066666666666666
W13,103,107,top_left,251.0539263288692,6.8,7.066666666666666
A49,65,69,top_right,250.34591349989955,4.266666666666667,4.533333333333333
A88,110,114,top_right,250.3275871936782,7.266666666666667,7.533333333333333
A36,82,86,top_right,250.3232613109334,5.4,5.666666666666667
G37,118,122,top_right,249.6458467121362,7.8,8.066666666666666
A92,43,47,top_left,248.9054862805613,2.8,3.066666666666667
A92,48,52,top_right,248.58641593457722,3.1333333333333333,3.4
A83,145,149,top_right,248.50179956374666,9.6,9.866666666666667
A79,100,104,top_left,248.1091096381415,6.6,6.866666666666666
A131,55,59,top_right,247.75926059571503,3.6,3.8666666666666667
G74,86,90,bottom_right,247.37991035240154,5.666666666666667,5.933333333333334
A21,72,76,top_left,246.97989775611853,4.733333333333333,5.0
W04,77,81,bottom_left,246.93393988909662,5.066666666666666,5.333333333333333
G53,126,130,top_right,246.87460728901044,8.333333333333334,8.6
G29,111,115,top_left,246.47005931546465,7.333333333333333,7.6
W01,96,100,top_right,246.21882118469327,6.333333333333333,6.6
A119,94,98,top_right,245.76946441599807,6.2,6.466666666666667
G39,82,86,bottom_left,245.61213145754667,5.4,5.666666666666667
A49,75,79,top_right,245.42306138774714,4.933333333333334,5.2
A125,95,99,top_right,244.53551450583157,6.266666666666667,6.533333333333333
A147,108,112,top_right,244.49996582464956,7.133333333333334,7.4
A18,121,125,top_right,244.43227129035822,8.0,8.266666666666667
G27,139,143,bottom_left,244.3868543112013,9.2,9.466666666666667
A128,66,70,top_left,244.34319075196743,4.333333333333333,4.6
A87,154,158,top_left,244.29301013468208,10.2,10.466666666666667
A90,91,95,top_left,243.55146123510372,6.0,6.266666666666667
W32,106,110,bottom_left,243.37307435377747,7.0,7.266666666666667
G74,56,60,top_right,242.981940557654,3.6666666666666665,3.933333333333333
A135,79,83,top_right,242.88255820216818,5.2,5.466666666666667
G50,109,113,top_right,242.71260364200555,7.2,7.466666666666667
A127,117,121,top_left,242.5373839851229,7.733333333333333,8.0
A84,140,144,top_left,242.44900622755785,9.266666666666667,9.533333333333333
A140,84,88,top_left,241.4246204742143,5.533333333333333,5.8
A121,111,115,top_right,241.31986473301754,7.333333333333333,7.6
W21,79,83,top_right,241.24213243786429,5.2,5.466666666666667
G33,160,164,top_left,240.99283888015103,10.6,10.866666666666667
A141,131,135,top_left,240.96239689874068,8.666666666666666,8.933333333333334
G04,100,104,top_right,240.96228245843358,6.6,6.866666666666666
A121,101,105,top_left,240.9397687840115,6.666666666666667,6.933333333333334
A118,46,50,top_right,240.6686209115024,3.0,3.2666666666666666
G48,119,123,bottom_left,240.50055652164644,7.866666666666666,8.133333333333333
A121,146,150,top_left,240.38781652821507,9.666666666666666,9.933333333333334
A75,96,100,top_left,239.8835828558121,6.333333333333333,6.6
A84,115,119,top_left,239.82469307684752,7.6,7.866666666666666
G62,119,123,top_left,239.5374212619609,7.866666666666666,8.133333333333333
B12,139,143,top_right,238.87277244326003,9.2,9.466666666666667
G29,101,105,bottom_left,238.20718580910057,6.666666666666667,6.933333333333334
G09,106,110,top_right,237.82354528643762,7.0,7.266666666666667
G66,80,84,bottom_left,237.79317804380682,5.266666666666667,5.533333333333333
A30,88,92,top_left,237.70080517714683,5.8,6.066666666666666
G55,83,87,top_left,237.36931628806192,5.466666666666667,5.733333333333333
A133,99,103,top_right,237.36834734923028,6.533333333333333,6.8
G58,119,123,top_right,237.17649469201038,7.866666666666666,8.133333333333333
A98,91,95,top_left,236.92719283284336,6.0,6.266666666666667
A136,49,53,top_right,236.90300017620697,3.2,3.466666666666667
A124,106,110,top_right,236.67919467672166,7.0,7.266666666666667
A48,108,112,top_right,236.59450038609316,7.133333333333334,7.4
A23,81,85,bottom_left,236.4438354338614,5.333333333333333,5.6
W02,102,106,bottom_left,236.2577746019538,6.733333333333333,7.0
G01,133,137,top_right,235.82036916304463,8.8,9.066666666666666
A147,93,97,top_right,235.75994360239068,6.133333333333334,6.4
G34,134,138,top_right,235.61681065287758,8.866666666666667,9.133333333333333
A21,107,111,top_left,235.39214994202948,7.066666666666666,7.333333333333333
G40,100,104,bottom_left,234.93316896597113,6.6,6.866666666666666
W15,116,120,top_right,234.81181259630134,7.666666666666667,7.933333333333334
A136,84,88,top_left,234.8085549258176,5.533333333333333,5.8
B4,48,52,bottom_left,234.63248081818185,3.1333333333333333,3.4
A29,95,99,top_right,234.20869629902504,6.266666666666667,6.533333333333333
G04,120,124,bottom_right,234.03208638648078,7.933333333333334,8.2
G49,123,127,top_right,233.91720693107422,8.133333333333333,8.4
A103,136,140,top_left,233.79467089258176,9.0,9.266666666666667
G77,124,128,top_right,233.3165298078983,8.2,8.466666666666667
G42,81,85,top_left,233.28559120410694,5.333333333333333,5.6
G48,84,88,top_right,232.80036421185034,5.533333333333333,5.8
A49,90,94,bottom_right,232.41583865312214,5.933333333333334,6.2
G44,92,96,top_right,232.21901630939823,6.066666666666666,6.333333333333333
G05,124,128,top_right,232.21462566364437,8.2,8.466666666666667
G50,94,98,bottom_right,232.185702573035,6.2,6.466666666666667
A25,64,68,top_right,232.03566859824576,4.2,4.466666666666667
A96,96,100,top_left,231.95446603227975,6.333333333333333,6.6
G40,110,114,bottom_left,231.75349551088001,7.266666666666667,7.533333333333333
G39,127,131,top_right,231.69859753849886,8.4,8.666666666666666
G64,89,93,top_left,230.77681919919962,5.866666666666666,6.133333333333334
A75,106,110,top_right,230.30212525632066,7.0,7.266666666666667
A136,39,43,top_left,230.29064111268912,2.533333333333333,2.8
G32,133,137,top_right,230.2789359763909,8.8,9.066666666666666
G30,133,137,top_left,230.10866380115777,8.8,9.066666666666666
A58,151,155,bottom_right,229.99119547524916,10.0,10.266666666666667
G20,133,137,top_right,229.74540012945332,8.8,9.066666666666666
A21,102,106,top_left,229.49927729600256,6.733333333333333,7.0
A119,104,108,top_right,228.8283147163794,6.866666666666666,7.133333333333334
G81,56,60,top_left,228.8016775100259,3.6666666666666665,3.933333333333333
A132,94,98,top_left,227.91660018559068,6.2,6.466666666666667
G38,124,128,top_right,227.82280667712303,8.2,8.466666666666667
A47,90,94,bottom_left,227.22984594623807,5.933333333333334,6.2
G28,67,71,top_left,226.74296489536613,4.4,4.666666666666667
A82,151,155,top_left,226.69123360222855,10.0,10.266666666666667
W05,156,160,top_right,226.1310759512651,10.333333333333334,10.6
A19,104,108,top_left,226.00199930157,6.866666666666666,7.133333333333334
A135,59,63,top_left,225.15870404305053,3.8666666666666667,4.133333333333334
W21,84,88,top_right,225.00651173390528,5.533333333333333,5.8
A142,93,97,top_left,224.79206048195832,6.133333333333334,6.4
W18,124,128,bottom_left,224.73465534563405,8.2,8.466666666666667
W41,89,93,top_left,224.48139440040802,5.866666666666666,6.133333333333334
B3,90,94,bottom_left,224.17213458966373,5.933333333333334,6.2
A102,102,106,top_left,223.46139549561673,6.733333333333333,7.0
A143,106,110,top_left,223.3494592262234,7.0,7.266666666666667
G28,92,96,top_right,223.2028177890413,6.066666666666666,6.333333333333333
W04,97,101,top_right,223.17577852465436,6.4,6.666666666666667
G41,88,92,bottom_left,223.1590023102122,5.8,6.066666666666666
A82,146,150,top_left,222.9271451732173,9.666666666666666,9.933333333333334
A21,82,86,bottom_left,222.92203146254417,5.4,5.666666666666667
A82,116,120,top_left,222.8358397562551,7.666666666666667,7.933333333333334
A79,115,119,top_right,222.76333592281838,7.6,7.866666666666666
G03,146,150,top_right,222.69006729861525,9.666666666666666,9.933333333333334
G39,132,136,top_right,222.51932898303622,8.733333333333333,9.0
G64,74,78,bottom_left,222.37554324136596,4.866666666666666,5.133333333333334
G81,66,70,bottom_left,222.36712303359025,4.333333333333333,4.6
G08,150,154,top_right,222.34531233431863,9.933333333333334,10.2
A124,56,60,top_right,222.15872287111816,3.6666666666666665,3.933333333333333
G77,84,88,top_left,221.88896709565248,5.533333333333333,5.8
A26,67,71,top_right,221.33551701470077,4.4,4.666666666666667
A146,126,130,top_left,220.8596203338619,8.333333333333334,8.6
A116,99,103,top_right,220.60589541402808,6.533333333333333,6.8
A23,96,100,top_right,220.44538207464163,6.333333333333333,6.6
