filename,orig_start,orig_end,block,motion,t_start,t_end
W11,121,125,top_left,700.2180846980292,8.0,8.266666666666667
A62,124,128,top_right,698.829015041837,8.2,8.466666666666667
B7,159,163,top_left,697.840484666006,10.533333333333333,10.8
A56,133,137,top_right,695.4873451049652,8.8,9.066666666666666
A86,127,131,top_left,693.4947044457406,8.4,8.666666666666666
A158,45,49,top_right,692.1755107872482,2.933333333333333,3.2
B19,134,138,top_right,691.8737592884605,8.866666666666667,9.133333333333333
A55,139,143,top_right,689.7424107721206,9.2,9.466666666666667
A57,139,143,top_right,685.1633081166356,9.2,9.466666666666667
A30,78,82,top_left,684.786300350589,5.133333333333334,5.4
A120,55,59,top_left,679.93995871832,3.6,3.8666666666666667
A91,94,98,top_left,678.6644731292556,6.2,6.466666666666667
W05,146,150,top_right,678.3808011334494,9.666666666666666,9.933333333333334
W28,57,61,bottom_left,677.9606847967661,3.7333333333333334,4.0
W39,64,68,top_left,677.95924306234,4.2,4.466666666666667
A154,81,85,top_left,677.1497088220552,5.333333333333333,5.6
G52,151,155,top_right,676.8655199945534,10.0,10.266666666666667
A149,55,59,top_left,669.8254369078627,3.6,3.8666666666666667
A158,65,69,top_left,668.5117291666149,4.266666666666667,4.533333333333333
A45,125,129,top_right,667.0366429863523,8.266666666666667,8.533333333333333
W27,166,170,top_right,664.8453623389958,11.0,11.266666666666667
A70,65,69,top_right,663.940858386148,4.266666666666667,4.533333333333333
G80,65,69,top_left,662.0927690892978,4.266666666666667,4.533333333333333
G78,93,97,top_right,661.9888432799669,6.133333333333334,6.4
A78,95,99,top_right,653.2428431459799,6.266666666666667,6.533333333333333
A153,89,93,top_right,651.9718079185582,5.866666666666666,6.133333333333334
A50,90,94,top_right,651.1079683253854,5.933333333333334,6.2
B20,115,119,top_left,649.9934155002815,7.6,7.866666666666666
W38,52,56,top_left,647.8390555459665,3.4,3.6666666666666665
G80,50,54,bottom_left,646.2748516714564,3.2666666666666666,3.533333333333333
B20,130,134,top_right,645.822137224751,8.6,8.866666666666667
A115,125,129,top_left,641.908902881176,8.266666666666667,8.533333333333333
A113,92,96,top_left,640.2356288737474,6.066666666666666,6.333333333333333
B17,116,120,top_right,638.9283417926218,7.666666666666667,7.933333333333334
A155,71,75,top_right,636.7519802813027,4.666666666666667,4.933333333333334
W36,116,120,top_right,634.0045494794724,7.666666666666667,7.933333333333334
W25,125,129,bottom_right,632.3412338476958,8.266666666666667,8.533333333333333
W28,72,76,bottom_right,628.2746661345166,4.733333333333333,5.0
A151,109,113,top_right,622.7262197177508,7.2,7.466666666666667
W35,85,89,top_right,622.2421480380764,5.6,5.866666666666666
A86,132,136,top_right,619.2385334336041,8.733333333333333,9.0
W19,85,89,bottom_right,618.2670193080132,5.6,5.866666666666666
B11,141,145,top_right,617.1084732342983,9.333333333333334,9.6
A108,125,129,top_left,615.9347565013525,8.266666666666667,8.533333333333333
A158,85,89,top_right,615.2440784130382,5.6,5.866666666666666
W19,80,84,top_right,614.7584656785887,5.266666666666667,5.533333333333333
W05,141,145,top_right,614.5244635663234,9.333333333333334,9.6
A155,106,110,top_left,614.4234340559415,7.0,7.266666666666667
W28,62,66,top_left,611.6302546779846,4.066666666666666,4.333333333333333
B22,116,120,top_left,610.2501784890825,7.666666666666667,7.933333333333334
W11,96,100,bottom_right,607.1993408364712,6.333333333333333,6.6
A50,95,99,top_right,606.732793464969,6.266666666666667,6.533333333333333
A80,105,109,top_right,605.2239789123508,6.933333333333334,7.2
W36,81,85,top_right,604.8624920681375,5.333333333333333,5.6
W07,79,83,bottom_right,604.2651817451956,5.2,5.466666666666667
A158,70,74,top_right,603.2881044500175,4.6,4.866666666666666
A91,84,88,top_left,602.7332743381719,5.533333333333333,5.8
W28,67,71,top_left,599.6197340647748,4.4,4.666666666666667
W37,110,114,top_right,595.1405892044979,7.266666666666667,7.533333333333333
A109,103,107,top_right,595.0566265257465,6.8,7.066666666666666
W37,105,109,top_right,594.7529191272317,6.933333333333334,7.2
W24,138,142,bottom_left,594.427756588515,9.133333333333333,9.4
A149,65,69,top_left,593.6089469856457,4.266666666666667,4.533333333333333
W31,112,116,top_right,591.591646574635,7.4,7.666666666666667
W12,95,99,top_right,590.9968666128573,6.266666666666667,6.533333333333333
W36,96,100,top_right,590.3007682323321,6.333333333333333,6.6
B6,184,188,top_right,589.388598282494,12.2,12.466666666666667
G64,59,63,top_left,588.8920968376431,3.8666666666666667,4.133333333333334
W27,161,165,top_right,588.5362345004048,10.666666666666666,10.933333333333334
B1,62,66,top_right,588.3053032327504,4.066666666666666,4.333333333333333
A91,134,138,top_right,585.6793930871994,8.866666666666667,9.133333333333333
A106,78,82,top_right,582.6289749538903,5.133333333333334,5.4
A93,44,48,top_left,581.2687696079861,2.8666666666666667,3.1333333333333333
W02,62,66,top_left,578.2184728930027,4.066666666666666,4.333333333333333
W33,60,64,top_left,577.1842306043964,3.933333333333333,4.2
A69,95,99,top_right,576.3361650390333,6.266666666666667,6.533333333333333
W21,59,63,bottom_right,575.697425201229,3.8666666666666667,4.133333333333334
B10,108,112,top_right,573.6844415176433,7.133333333333334,7.4
G80,40,44,top_left,571.1768172534164,2.6,2.8666666666666667
W31,122,126,top_left,571.0973058480429,8.066666666666666,8.333333333333334
A84,150,154,top_left,564.1432887193596,9.933333333333334,10.2
W12,85,89,top_left,563.567587559712,5.6,5.866666666666666
A110,94,98,top_right,562.0158302713123,6.2,6.466666666666667
G08,140,144,bottom_left,561.9977304643586,9.266666666666667,9.533333333333333
W11,91,95,top_left,560.2179652915643,6.0,6.266666666666667
A106,128,132,top_left,560.1296287063047,8.466666666666667,8.733333333333333
A150,102,106,top_left,557.2072007009052,6.733333333333333,7.0
A113,102,106,top_right,555.6070125088315,6.733333333333333,7.0
W41,79,83,bottom_left,555.2536615947525,5.2,5.466666666666667
A159,65,69,top_left,551.7521369795551,4.266666666666667,4.533333333333333
G63,100,104,top_left,551.5869838924752,6.6,6.866666666666666
W24,108,112,bottom_left,549.2783447790086,7.133333333333334,7.4
W17,47,51,top_left,547.8233779490093,3.066666666666667,3.3333333333333335
B19,119,123,top_right,547.1189246720235,7.866666666666666,8.133333333333333
A88,125,129,top_left,545.2902340537001,8.266666666666667,8.533333333333333
A103,111,115,top_right,542.8105353042789,7.333333333333333,7.6
A86,142,146,top_left,541.7620897494633,9.4,9.666666666666666
A51,77,81,top_right,541.4096183753447,5.066666666666666,5.333333333333333
W43,161,165,bottom_left,539.1812644100505,10.666666666666666,10.933333333333334
W40,109,113,top_right,538.8140792118895,7.2,7.466666666666667
A113,112,116,top_left,536.305753639142,7.4,7.666666666666667
W07,104,108,bottom_left,535.3297993350537,6.866666666666666,7.133333333333334
A151,74,78,top_left,531.7264273689485,4.866666666666666,5.133333333333334
W38,92,96,top_right,531.4111931214195,6.066666666666666,6.333333333333333
G37,83,87,bottom_left,530.5149150204057,5.466666666666667,5.733333333333333
G66,85,89,top_right,529.2515897544315,5.6,5.866666666666666
A78,100,104,top_right,529.1485490840637,6.6,6.866666666666666
A112,100,104,top_right,528.8294318638513,6.6,6.866666666666666
A84,135,139,top_right,527.6131097214336,8.933333333333334,9.2
A158,75,79,top_right,526.4328482528722,4.933333333333334,5.2
W24,98,102,bottom_left,524.0107832167805,6.466666666666667,6.733333333333333
A105,116,120,top_right,522.7128535317632,7.666666666666667,7.933333333333334
A149,70,74,top_right,522.0470242026458,4.6,4.866666666666666
A15,177,181,bottom_left,519.994413894051,11.733333333333333,12.0
B10,113,117,top_right,519.4027058809011,7.466666666666667,7.733333333333333
A105,76,80,top_right,519.3446411559029,5.0,5.266666666666667
A58,156,160,top_left,516.3948091149134,10.333333333333334,10.6
W34,115,119,bottom_right,516.0319016305833,7.6,7.866666666666666
W20,70,74,top_left,515.558807165991,4.6,4.866666666666666
B8,119,123,top_right,514.4515888370129,7.866666666666666,8.133333333333333
A91,124,128,top_left,513.8072088588273,8.2,8.466666666666667
A76,81,85,top_left,513.6118422518408,5.333333333333333,5.6
B14,142,146,top_right,512.295464957116,9.4,9.666666666666666
A112,115,119,top_right,510.9415784487085,7.6,7.866666666666666
G80,80,84,top_right,509.861990135542,5.266666666666667,5.533333333333333
A109,113,117,top_right,507.7080466752471,7.466666666666667,7.733333333333333
W09,100,104,top_right,505.6731806247408,6.6,6.866666666666666
A150,62,66,top_right,504.7402119903343,4.066666666666666,4.333333333333333
B17,121,125,top_right,504.3808898212295,8.0,8.266666666666667
A84,155,159,top_left,501.87989652282874,10.266666666666667,10.533333333333333
A106,88,92,top_right,501.55669042787014,5.8,6.066666666666666
A53,159,163,bottom_left,494.6872007838008,10.533333333333333,10.8
B10,128,132,top_right,493.5453864842886,8.466666666666667,8.733333333333333
A86,152,156,top_right,492.58871492113417,10.066666666666666,10.333333333333334
A78,85,89,top_right,492.0797503437976,5.6,5.866666666666666
W24,113,117,bottom_left,486.9224253241326,7.466666666666667,7.733333333333333
W40,129,133,top_right,485.4286429331029,8.533333333333333,8.8
B8,129,133,top_right,485.092274524894,8.533333333333333,8.8
A54,119,123,bottom_right,484.1262338951598,7.866666666666666,8.133333333333333
G80,55,59,top_right,483.7531351955095,3.6,3.8666666666666667
A121,136,140,top_right,481.99035708138524,9.0,9.266666666666667
W11,116,120,top_right,478.4507066457096,7.666666666666667,7.933333333333334
A157,141,145,top_left,476.2620117364422,9.333333333333334,9.6
W13,58,62,bottom_left,474.7571684513107,3.8,4.066666666666666
B6,139,143,bottom_left,474.58171733399803,9.2,9.466666666666667
W35,95,99,top_right,474.2253746390991,6.266666666666667,6.533333333333333
W10,129,133,top_left,472.85626140791334,8.533333333333333,8.8
A151,104,108,top_left,471.0482292075814,6.866666666666666,7.133333333333334
A80,95,99,top_right,470.8366690095343,6.266666666666667,6.533333333333333
W39,84,88,top_left,470.3307824128012,5.533333333333333,5.8
A30,83,87,top_left,468.9581666585068,5.466666666666667,5.733333333333333
A111,91,95,top_right,468.3951930281572,6.0,6.266666666666667
W13,68,72,bottom_left,467.55837770174816,4.466666666666667,4.733333333333333
A105,91,95,top_right,465.7610342454509,6.0,6.266666666666667
W20,60,64,top_left,465.498444247795,3.933333333333333,4.2
W10,74,78,top_left,459.47726413826393,4.866666666666666,5.133333333333334
W36,86,90,top_left,458.4870200301334,5.666666666666667,5.933333333333334
A111,116,120,top_right,457.51524689008016,7.666666666666667,7.933333333333334
B9,157,161,top_left,455.9541546681807,10.4,10.666666666666666
W33,100,104,bottom_left,455.37310588010564,6.6,6.866666666666666
B6,169,173,top_right,453.6823420470814,11.2,11.466666666666667
A47,105,109,bottom_right,452.73447039699937,6.933333333333334,7.2
W02,67,71,top_right,451.3426579007951,4.4,4.666666666666667
G65,82,86,bottom_left,447.9729469360367,5.4,5.666666666666667
B19,124,128,top_right,447.9596330622347,8.2,8.466666666666667
