0 572659204 0.0 0.000000 0.000000 0.000000 0.0 0.006518 0.305323 -0.001496 0.0 0.012170 0.527748 -0.008475 0.0 0.014121 0.599900 -0.013289 0.0 0.021568 0.749365 -0.023757 0.0 -0.138067 0.462396 -0.009758 0.0 -0.176063 0.229392 -0.026487 0.0 -0.189144 0.041372 -0.102957 0.0 -0.192872 -0.026332 -0.150900 0.0 0.173317 0.463415 -0.009685 0.0 0.212953 0.235353 -0.018008 0.0 0.223741 0.042295 -0.079334 0.0 0.227587 -0.027002 -0.124604 0.0 -0.068936 -0.003486 -0.032763 0.0 -0.107995 -0.321141 -0.006033 0.0 -0.102635 -0.639849 0.008588 0.0 -0.100095 -0.673570 -0.106847 0.0 0.071684 -0.004752 -0.033931 0.0 0.127425 -0.336830 -0.020951 0.0 0.133640 -0.639509 -0.001030 0.0 0.135023 -0.721019 -0.092181 0.0 -0.193116 -0.073418 -0.163851 0.0 -0.172240 -0.034701 -0.179801 0.0 0.228967 -0.070654 -0.134688 0.0 0.259632 -0.056484 -0.141636
1 572659238 0.0 0.000475 0.000028 0.000556 0.0 0.007029 0.305470 -0.000992 0.0 0.012610 0.527961 -0.007992 0.0 0.014536 0.600126 -0.012808 0.0 0.022150 0.749736 -0.022367 0.0 -0.138173 0.462701 -0.009946 0.0 -0.183521 0.243994 -0.041437 0.0 -0.210840 0.067223 -0.139959 0.0 -0.211741 -0.013321 -0.182854 0.0 0.173264 0.463458 -0.009680 0.0 0.216683 0.247217 -0.032912 0.0 0.240649 0.061841 -0.113763 0.0 0.243648 -0.016188 -0.162702 0.0 -0.068673 -0.003527 -0.032503 0.0 -0.108674 -0.320544 -0.005313 0.0 -0.102346 -0.640377 0.009187 0.0 -0.099752 -0.674096 -0.106245 0.0 0.072372 -0.004603 -0.032917 0.0 0.127396 -0.336723 -0.020630 0.0 0.133763 -0.639074 -0.000905 0.0 0.133653 -0.725649 -0.085787 0.0 -0.208963 -0.051587 -0.200353 0.0 -0.196910 -0.018728 -0.220754 0.0 0.247242 -0.054652 -0.175778 0.0 0.265733 -0.025133 -0.210774
2 572659304 0.0 0.001683 0.000252 0.001221 0.0 0.008150 0.306049 0.000484 0.0 0.013504 0.528915 -0.005385 0.0 0.015320 0.601216 -0.009694 0.0 0.022001 0.749316 -0.018128 0.0 -0.135212 0.464383 -0.011805 0.0 -0.204053 0.278686 -0.068973 0.0 -0.249111 0.126738 -0.199353 0.0 -0.257848 0.038784 -0.276373 0.0 0.171779 0.464931 -0.010925 0.0 0.235490 0.273123 -0.066956 0.0 0.275812 0.112410 -0.187817 0.0 0.282112 0.038581 -0.252620 0.0 -0.067950 -0.003490 -0.031996 0.0 -0.109474 -0.319315 -0.002536 0.0 -0.102057 -0.664679 0.008792 0.0 -0.099746 -0.729940 -0.056736 0.0 0.074033 -0.004142 -0.032054 0.0 0.127503 -0.335012 -0.017586 0.0 0.134273 -0.631309 0.000356 0.0 0.133623 -0.721924 -0.077020 0.0 -0.255927 0.015421 -0.305673 0.0 -0.245194 0.041627 -0.315768 0.0 0.285720 0.009082 -0.279494 0.0 0.315930 0.012899 -0.257184
3 572659338 0.0 0.002460 0.000489 0.001446 0.0 0.008992 0.306498 0.001513 0.0 0.014305 0.529558 -0.003457 0.0 0.016090 0.601916 -0.007425 0.0 0.022073 0.749133 -0.015944 0.0 -0.133185 0.465230 -0.012875 0.0 -0.214531 0.288238 -0.081837 0.0 -0.269836 0.159453 -0.232420 0.0 -0.282963 0.081650 -0.327972 0.0 0.171407 0.465481 -0.011628 0.0 0.245882 0.286034 -0.083665 0.0 0.289955 0.140177 -0.221724 0.0 0.301992 0.074762 -0.310471 0.0 -0.067303 -0.003234 -0.032047 0.0 -0.109774 -0.318167 -0.002108 0.0 -0.099539 -0.672117 0.011933 0.0 -0.100384 -0.733694 -0.060136 0.0 0.074927 -0.003941 -0.031465 0.0 0.126989 -0.332012 -0.015027 0.0 0.135290 -0.626205 0.002288 0.0 0.134409 -0.717845 -0.073008 0.0 -0.281797 0.066287 -0.366193 0.0 -0.253799 0.084511 -0.348029 0.0 0.288684 0.042651 -0.340940 0.0 0.333149 0.055351 -0.315553
4 572659438 0.0 0.005296 0.001940 0.002647 0.0 0.011611 0.308057 0.005724 0.0 0.016519 0.531098 0.003873 0.0 0.018123 0.603398 0.001057 0.0 0.022835 0.749481 -0.010932 0.0 -0.130593 0.469050 -0.014113 0.0 -0.264841 0.360027 -0.129366 0.0 -0.312259 0.308122 -0.323550 0.0 -0.337714 0.255699 -0.453509 0.0 0.169519 0.468938 -0.015794 0.0 0.293146 0.360073 -0.144600 0.0 0.338782 0.292309 -0.334455 0.0 0.351868 0.246961 -0.439447 0.0 -0.064683 -0.001773 -0.030283 0.0 -0.109849 -0.317260 -0.002156 0.0 -0.098762 -0.675054 0.011516 0.0 -0.100217 -0.734284 -0.064119 0.0 0.077756 -0.002568 -0.030810 0.0 0.125931 -0.330801 -0.010943 0.0 0.136188 -0.624802 0.003563 0.0 0.135246 -0.716163 -0.072387 0.0 -0.332761 0.224040 -0.494363 0.0 -0.304042 0.241453 -0.466405 0.0 0.351116 0.241587 -0.482485 0.0 0.379597 0.230656 -0.451558
5 572659471 0.0 0.006646 0.002785 0.003209 0.0 0.012947 0.308917 0.006953 0.0 0.017727 0.531881 0.005291 0.0 0.019289 0.604146 0.002473 0.0 0.023536 0.749473 -0.009449 0.0 -0.130217 0.469710 -0.014407 0.0 -0.269898 0.376574 -0.137084 0.0 -0.328438 0.357381 -0.333871 0.0 -0.347694 0.319388 -0.479959 0.0 0.168526 0.471911 -0.017240 0.0 0.297881 0.376895 -0.151332 0.0 0.355843 0.327493 -0.343309 0.0 0.359592 0.315005 -0.462066 0.0 -0.063463 -0.000926 -0.029434 0.0 -0.109466 -0.316674 -0.002581 0.0 -0.100294 -0.642673 0.012068 0.0 -0.099317 -0.721436 -0.054750 0.0 0.079166 -0.001750 -0.030533 0.0 0.125546 -0.329918 -0.009835 0.0 0.136655 -0.624270 0.004307 0.0 0.134989 -0.715248 -0.072485 0.0 -0.346066 0.305293 -0.512963 0.0 -0.315267 0.301814 -0.492973 0.0 0.357580 0.318208 -0.516272 0.0 0.389913 0.304257 -0.485575
6 572659538 0.0 0.008569 0.004460 0.003862 0.0 0.014064 0.309710 0.007903 0.0 0.018388 0.532164 0.006114 0.0 0.019839 0.604285 0.003226 0.0 0.024228 0.749327 -0.006320 0.0 -0.129856 0.471636 -0.014519 0.0 -0.282935 0.432580 -0.149039 0.0 -0.334018 0.459745 -0.346413 0.0 -0.360865 0.452462 -0.492079 0.0 0.171181 0.476029 -0.019016 0.0 0.308496 0.447877 -0.192463 0.0 0.359555 0.434686 -0.409159 0.0 0.366436 0.457235 -0.484096 0.0 -0.061720 0.000945 -0.028342 0.0 -0.108592 -0.316024 -0.003462 0.0 -0.102797 -0.621687 0.013764 0.0 -0.101644 -0.655149 -0.101918 0.0 0.081160 -0.000279 -0.030241 0.0 0.125536 -0.329735 -0.007722 0.0 0.136911 -0.624125 0.005395 0.0 0.137219 -0.712805 -0.076045 0.0 -0.358765 0.451689 -0.534982 0.0 -0.330245 0.436922 -0.512685 0.0 0.360432 0.473157 -0.544103 0.0 0.391635 0.432516 -0.515659
7 572659604 0.0 0.009473 0.006884 0.001994 0.0 0.014598 0.310851 0.005527 0.0 0.018674 0.532554 0.003629 0.0 0.020073 0.604481 0.000640 0.0 0.024322 0.749804 -0.007144 0.0 -0.130928 0.475713 -0.017836 0.0 -0.260757 0.472529 -0.138515 0.0 -0.316003 0.505752 -0.317079 0.0 -0.331997 0.508397 -0.401662 0.0 0.174341 0.481234 -0.019850 0.0 0.295053 0.476733 -0.149936 0.0 0.329830 0.502980 -0.331773 0.0 0.335979 0.516135 -0.402943 0.0 -0.060733 0.003020 -0.030210 0.0 -0.107362 -0.314545 -0.005320 0.0 -0.101291 -0.627069 0.012379 0.0 -0.099283 -0.665580 -0.098383 0.0 0.082014 0.002487 -0.032366 0.0 0.125831 -0.329363 -0.008367 0.0 0.134930 -0.628257 0.004863 0.0 0.134979 -0.716776 -0.073775 0.0 -0.328093 0.510119 -0.454384 0.0 -0.307340 0.493154 -0.440678 0.0 0.327682 0.531995 -0.442206 0.0 0.367705 0.508081 -0.417254
8 572659638 0.0 0.010917 0.008651 0.002014 0.0 0.015762 0.311952 0.005565 0.0 0.019597 0.533213 0.003928 0.0 0.020924 0.605005 0.001034 0.0 0.024775 0.749923 -0.006052 0.0 -0.130757 0.478454 -0.019540 0.0 -0.265201 0.510445 -0.144714 0.0 -0.319616 0.575185 -0.322327 0.0 -0.335388 0.592044 -0.401773 0.0 0.174762 0.485362 -0.021542 0.0 0.299871 0.516018 -0.156208 0.0 0.332368 0.577224 -0.338438 0.0 0.337023 0.603567 -0.404680 0.0 -0.059325 0.004638 -0.030165 0.0 -0.107074 -0.313856 -0.005403 0.0 -0.101009 -0.624875 0.012421 0.0 -0.099008 -0.663351 -0.098375 0.0 0.083429 0.004368 -0.032497 0.0 0.125739 -0.328444 -0.007538 0.0 0.135177 -0.627330 0.005302 0.0 0.135120 -0.716163 -0.072807 0.0 -0.332223 0.598454 -0.454519 0.0 -0.311978 0.574679 -0.444775 0.0 0.329000 0.627581 -0.443598 0.0 0.368648 0.597979 -0.417466
9 572659671 0.0 0.012076 0.010390 0.001866 0.0 0.016665 0.312961 0.005594 0.0 0.020306 0.533741 0.003951 0.0 0.021582 0.605390 0.001055 0.0 0.025182 0.750015 -0.005675 0.0 -0.130616 0.481421 -0.021406 0.0 -0.265201 0.543061 -0.144714 0.0 -0.319616 0.630047 -0.322327 0.0 -0.335388 0.659961 -0.401773 0.0 0.175131 0.489360 -0.022935 0.0 0.299871 0.549179 -0.156208 0.0 0.332368 0.637910 -0.338438 0.0 0.337023 0.675769 -0.404680 0.0 -0.058157 0.006292 -0.030259 0.0 -0.106613 -0.313176 -0.005719 0.0 -0.100700 -0.622597 0.012431 0.0 -0.098720 -0.661038 -0.098365 0.0 0.084544 0.006179 -0.032757 0.0 0.125727 -0.327560 -0.007162 0.0 0.135432 -0.626540 0.005610 0.0 0.135370 -0.715259 -0.071721 0.0 -0.332223 0.673657 -0.454519 0.0 -0.311978 0.643555 -0.444775 0.0 0.329000 0.705172 -0.443598 0.0 0.368648 0.674003 -0.417466
