FrameNo,pose_confidence,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,0.4984855651855469,1018,342,0.7015025615692139,1068,383,0.4344288110733032,956,391,0.5242810845375061,1113,436,0.4169061481952667,909,444,0.4161856174468994,1123,500,0.5378826260566711,877,489,0.4410809576511383,1034,519,0.5532398819923401,950,519,0.45078298449516296,1031,622,0.469739705324173,963,628,0.5441265106201172,1032,711,0.5157353281974792,935,722,0.455697625875473
1,0.503637957572937,1018,344,0.7009349465370178,1071,383,0.47370049357414246,960,391,0.5585086941719055,1112,439,0.37930944561958313,915,444,0.4187483787536621,1130,491,0.4557245969772339,888,486,0.4362393021583557,1032,518,0.5275468826293945,949,518,0.4336094558238983,1020,619,0.4401194453239441,955,624,0.6188436150550842,1025,713,0.5178940296173096,927,722,0.4677591919898987
2,0.5324408829212188,1021,344,0.714904248714447,1074,384,0.52630215883255,961,393,0.5292468070983887,1119,436,0.27254626154899597,912,446,0.38742175698280334,1147,498,0.5336442589759827,883,489,0.45290407538414,1044,520,0.6050165891647339,955,519,0.4892337918281555,1039,623,0.5503440499305725,962,626,0.572858989238739,1041,721,0.41250085830688477,935,725,0.4720076620578766
3,0.5338118135929107,1020,344,0.7413128018379211,1075,385,0.5288533568382263,960,393,0.5335584878921509,1115,438,0.2888559401035309,915,448,0.3775114417076111,1145,501,0.5553910732269287,885,491,0.4478316307067871,1045,519,0.5914561152458191,957,518,0.49634772539138794,1041,622,0.60725998878479,964,625,0.6015579104423523,1042,720,0.44001561403274536,938,722,0.47057896852493286
4,0.5372621655464173,1022,344,0.7505514025688171,1079,385,0.5574200749397278,963,394,0.5304304361343384,1121,436,0.3018859028816223,921,449,0.36250707507133484,1154,500,0.5592103004455566,882,492,0.4691735804080963,1050,519,0.580315887928009,959,519,0.5164392590522766,1044,623,0.5941156148910522,966,626,0.578915536403656,1043,719,0.4340536594390869,937,721,0.4607918858528137
5,0.5231546461582184,1022,344,0.7400131821632385,1080,386,0.5584970712661743,947,389,0.4449182450771332,1122,438,0.3069179654121399,918,450,0.333371102809906,1155,501,0.5344230532646179,888,496,0.4445916712284088,1047,520,0.5806555151939392,958,520,0.5145975351333618,1041,623,0.5856122970581055,965,626,0.5863274335861206,1041,719,0.43431371450424194,936,720,0.45267388224601746
6,0.5253998279571532,1023,343,0.7461022734642029,1080,386,0.5714266300201416,950,389,0.4692794680595398,1121,438,0.29613372683525085,919,449,0.34992656111717224,1154,502,0.5218778848648071,896,494,0.4233531951904297,1045,520,0.5818198919296265,958,519,0.5126668810844421,1037,623,0.5700393319129944,965,626,0.6030794978141785,1041,719,0.42992842197418213,936,717,0.42334285378456116
7,0.5215523183345794,1022,343,0.7417245507240295,1079,385,0.5578241944313049,949,389,0.45851969718933105,1121,434,0.2829868793487549,918,450,0.3293953239917755,1147,501,0.5648471713066101,898,496,0.41574805974960327,1040,520,0.5894073247909546,955,520,0.4894421398639679,1032,622,0.5513443946838379,962,628,0.6100059151649475,1038,719,0.42130154371261597,936,718,0.43845438957214355
8,0.5582064390182495,1022,344,0.7422020435333252,1074,387,0.5522960424423218,956,392,0.6072356700897217,1113,434,0.24368450045585632,916,445,0.4034842252731323,1133,502,0.5367168188095093,886,492,0.43203479051589966,1041,522,0.6286900639533997,954,521,0.5237041115760803,1043,623,0.5736255645751953,971,628,0.5001753568649292,1042,718,0.45698750019073486,943,722,0.46436384320259094
9,0.5430365204811096,1024,344,0.725477397441864,1073,385,0.5060447454452515,955,392,0.575633704662323,1120,434,0.3406659662723541,912,444,0.3994755744934082,1127,502,0.5059478282928467,881,487,0.4145534336566925,1043,522,0.6267174482345581,953,521,0.5001401901245117,1057,622,0.6114749908447266,969,626,0.5319218039512634,1049,718,0.4624188542366028,943,719,0.4090847671031952
10,0.45902130007743835,1014,341,0.6619556546211243,1068,380,0.38375386595726013,953,388,0.535061776638031,1114,434,0.41967716813087463,914,444,0.4173540472984314,1119,496,0.4624699354171753,882,487,0.3872857391834259,1029,517,0.4834851920604706,946,517,0.3789628744125366,1041,623,0.5709232091903687,965,624,0.5707383155822754,1044,719,0.42662355303764343,942,718,0.3969690799713135
11,0.521241682767868,1017,343,0.7078649997711182,1064,385,0.4098183810710907,952,390,0.6180107593536377,1110,434,0.36101090908050537,911,445,0.40407857298851013,1120,506,0.4297466278076172,883,489,0.39125150442123413,1024,521,0.5114594101905823,955,521,0.5727906227111816,1031,627,0.4560692608356476,957,626,0.5815730690956116,1035,714,0.4758417010307312,938,721,0.43212202191352844
12,0.49525524973869317,1011,341,0.6947570443153381,1079,385,0.4848467707633972,946,386,0.5323579907417297,1100,442,0.3410576581954956,903,442,0.4142757058143616,1125,505,0.4500103294849396,881,488,0.28846558928489685,1025,518,0.4355907142162323,955,518,0.5402982234954834,1039,621,0.43987753987312317,954,623,0.5825945734977722,1036,709,0.5041950941085815,937,721,0.4004877805709839
13,0.5158883213996887,1006,340,0.6703528761863708,1072,386,0.5142205357551575,937,386,0.5975996851921082,1085,445,0.35532146692276,903,445,0.4494858384132385,1096,498,0.47679388523101807,880,487,0.47486308217048645,1027,517,0.4404858350753784,956,518,0.5267500281333923,1023,619,0.49349915981292725,961,621,0.559748113155365,1044,713,0.4578797221183777,942,720,0.43691158294677734
14,0.5390850782394409,1004,340,0.6277311444282532,1067,387,0.5355367660522461,933,385,0.6026855111122131,1076,443,0.33488330245018005,901,444,0.41925039887428284,1091,498,0.4933534562587738,884,484,0.4113544523715973,1021,523,0.4804399609565735,952,523,0.5960403680801392,1036,625,0.49148714542388916,955,627,0.5523071885108948,1034,709,0.5014532804489136,934,717,0.3473791182041168
15,0.4777169346809387,1004,339,0.5935481786727905,1061,381,0.4513809084892273,932,380,0.5281518697738647,1083,444,0.28548499941825867,902,443,0.4624491333961487,1088,494,0.4234638810157776,885,485,0.4273025691509247,1026,516,0.4129892885684967,955,516,0.5123500823974609,1020,620,0.42787712812423706,960,621,0.5472546815872192,1042,712,0.4465951919555664,938,720,0.3986860513687134
16,0.4855001598596573,1003,339,0.6075409650802612,1057,380,0.4361576437950134,928,380,0.52983158826828,1076,442,0.2445177286863327,898,442,0.4682272672653198,1081,493,0.44299277663230896,883,487,0.44059646129608154,1024,517,0.41896963119506836,952,516,0.5541661977767944,1019,620,0.42977848649024963,959,622,0.5525044798851013,1045,715,0.475044310092926,937,719,0.40085047483444214
17,0.5200878947973251,1003,339,0.5958536267280579,1058,383,0.4945071339607239,927,382,0.5741135478019714,1077,439,0.2680073380470276,897,443,0.450918972492218,1085,497,0.44455674290657043,881,492,0.34395772218704224,1023,520,0.48036181926727295,952,520,0.5871099233627319,1026,623,0.4528456926345825,954,625,0.5867776870727539,1049,716,0.4651077687740326,933,717,0.3206638991832733
18,0.5181405663490295,1000,339,0.5636734366416931,1059,385,0.5348699688911438,924,382,0.5709431171417236,1075,439,0.2610105574131012,892,442,0.397955983877182,1084,497,0.40093526244163513,884,486,0.3358076512813568,1023,520,0.4622006416320801,953,518,0.5755410194396973,1023,621,0.4507220387458801,959,624,0.5418167114257812,1049,716,0.47381436824798584,940,720,0.4101834297180176
