FrameNo,pose_confidence,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,0.512146782875061,963,359,0.5303820371627808,1024,404,0.4787348210811615,900,403,0.4909544587135315,1042,461,0.3981761932373047,859,459,0.4557535946369171,1047,508,0.5404744744300842,853,503,0.581358015537262,988,532,0.5224093198776245,916,530,0.5636172890663147,992,623,0.4744831919670105,905,617,0.4688754081726074,1008,719,0.3674600124359131,892,714,0.3685849606990814
1,0.5431629121303558,963,357,0.48884183168411255,1026,405,0.544155478477478,901,404,0.5140796899795532,1052,449,0.45142436027526855,839,460,0.4301875829696655,1094,494,0.5900083780288696,798,487,0.547822892665863,985,528,0.5042606592178345,917,528,0.6357858777046204,987,624,0.5670350790023804,911,619,0.4984743595123291,1010,719,0.38029026985168457,899,716,0.40126320719718933
2,0.5495276391506194,962,356,0.4393201172351837,1026,404,0.5867488384246826,900,404,0.5236758589744568,1065,442,0.3267000615596771,831,449,0.4114202857017517,1125,491,0.5815444588661194,786,477,0.4553467929363251,987,523,0.5200816988945007,916,524,0.6070308089256287,989,618,0.5920844674110413,916,622,0.5759586095809937,1002,711,0.45973023772239685,898,717,0.45942655205726624
3,0.541692978143692,962,358,0.5129119753837585,1026,403,0.6391112208366394,899,405,0.5541871786117554,1098,441,0.37950655817985535,825,444,0.3302614688873291,1154,476,0.5961768627166748,780,461,0.537970244884491,991,518,0.517604649066925,912,519,0.4856017529964447,989,617,0.6216629147529602,925,622,0.5334555506706238,1000,711,0.460767924785614,905,718,0.42792391777038574
4,0.5439240396022796,963,358,0.5487574934959412,1021,399,0.6549790501594543,900,400,0.6203423738479614,1073,427,0.3998396098613739,818,430,0.4402455687522888,1141,432,0.5417124629020691,750,440,0.4573315978050232,990,514,0.4643048644065857,915,515,0.4759253263473511,980,609,0.41419410705566406,926,615,0.5449385046958923,1013,711,0.489616721868515,906,714,0.43269750475883484
5,0.5448292076587676,964,358,0.5469050407409668,1015,393,0.6263382434844971,893,400,0.6086192727088928,1080,418,0.40205442905426025,814,427,0.393001526594162,1148,416,0.5269123315811157,774,430,0.548568606376648,988,517,0.46554887294769287,913,520,0.5159765481948853,998,617,0.6087175607681274,903,621,0.5114758014678955,1016,713,0.47431182861328125,908,718,0.4272320866584778
6,0.5758762776851654,963,355,0.46116191148757935,1017,397,0.604436457157135,891,403,0.5620043873786926,1106,409,0.4438053071498871,806,419,0.38008251786231995,1158,380,0.7796010375022888,757,405,0.5124162435531616,985,521,0.5227051377296448,918,526,0.6650515198707581,981,615,0.45924684405326843,922,624,0.5751894116401672,1016,713,0.4709091782569885,907,717,0.4486405551433563
7,0.5844799160957337,964,346,0.5955760478973389,1019,379,0.5843822956085205,894,394,0.6489719152450562,1099,357,0.47795727849006653,800,374,0.395768940448761,1149,297,0.7164233922958374,758,309,0.4978310167789459,994,522,0.5705936551094055,917,526,0.5893178582191467,987,619,0.4738995432853699,902,624,0.469857782125473,1017,713,0.45984727144241333,900,716,0.454824298620224
8,0.6174460589885711,962,349,0.5986341834068298,1015,378,0.6123784780502319,891,392,0.6722213625907898,1101,350,0.5281558632850647,812,367,0.38479238748550415,1147,290,0.7108839750289917,769,307,0.5831079483032227,993,523,0.6106541752815247,919,527,0.6469775438308716,987,619,0.4968578815460205,903,625,0.46749264001846313,1015,710,0.5186618566513062,903,710,0.4099500775337219
9,0.5808942914009094,966,348,0.5530490875244141,1013,372,0.5327754020690918,895,384,0.5944688320159912,1089,337,0.4892910122871399,819,350,0.4574943482875824,1118,263,0.5216598510742188,784,283,0.6112169623374939,993,522,0.6044236421585083,918,526,0.63353431224823,986,623,0.4859120547771454,902,628,0.45781493186950684,1015,710,0.5050574541091919,900,713,0.4977051615715027
