FrameNo,pose_confidence,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,0.5320412248373032,1062,348,0.6862442493438721,1112,389,0.4431125819683075,983,392,0.5523620843887329,1153,462,0.42597636580467224,969,453,0.3378537595272064,1131,446,0.3731898367404938,965,502,0.4827743470668793,1104,525,0.6108977198600769,1007,522,0.6156706213951111,1100,600,0.2866930365562439,1027,603,0.4471023380756378,1088,688,0.32632774114608765,1036,693,0.4877944588661194
1,0.5328813344240189,1062,346,0.7053281664848328,1111,390,0.4293130338191986,987,395,0.5768114924430847,1151,460,0.44308724999427795,971,453,0.3392567038536072,1132,442,0.38591042160987854,961,504,0.5135383009910583,1100,524,0.5958335995674133,1007,523,0.618537425994873,1090,600,0.35621553659439087,1028,602,0.4255864918231964,1085,688,0.3109956383705139,1035,693,0.4685380756855011
2,0.5327646702527999,1063,347,0.7032058238983154,1110,390,0.42524266242980957,988,395,0.591821014881134,1151,462,0.43043771386146545,968,454,0.3429321348667145,1134,443,0.3865256905555725,962,503,0.495059996843338,1104,524,0.5929234623908997,1011,523,0.6139220595359802,1094,600,0.3572653532028198,1030,601,0.4143103063106537,1086,689,0.3167212903499603,1033,695,0.4543466567993164
3,0.535105076432228,1062,346,0.7055907249450684,1111,389,0.43171682953834534,987,395,0.5887699723243713,1153,462,0.4309767186641693,969,453,0.34074124693870544,1133,442,0.38845229148864746,961,501,0.505048394203186,1104,524,0.5964558720588684,1009,523,0.6183061003684998,1093,599,0.35797494649887085,1028,601,0.4261896014213562,1086,689,0.2991867959499359,1035,692,0.4767782390117645
4,0.5292427867650986,1063,346,0.7035760283470154,1110,389,0.4238217771053314,987,394,0.5831581950187683,1152,461,0.4271906614303589,969,453,0.3353590667247772,1133,441,0.3849775493144989,959,502,0.5040619969367981,1102,523,0.5927760601043701,1009,522,0.6171101331710815,1098,599,0.27060818672180176,1029,601,0.422690212726593,1087,688,0.322238564491272,1033,695,0.45517534017562866
5,0.5313576370477676,1063,346,0.700442910194397,1111,389,0.43053340911865234,987,394,0.5830097794532776,1153,461,0.4378805160522461,969,452,0.33349213004112244,1133,443,0.3889859616756439,959,501,0.5051629543304443,1104,524,0.5955830812454224,1009,522,0.6186152696609497,1099,599,0.279914528131485,1030,601,0.41975489258766174,1088,688,0.3151739239692688,1034,695,0.45267215371131897
6,0.5348949015140534,1063,346,0.7042286992073059,1110,389,0.42840665578842163,987,394,0.590368926525116,1152,461,0.441669225692749,970,452,0.33547794818878174,1132,443,0.3885471522808075,961,503,0.5050294399261475,1103,524,0.5978240370750427,1009,522,0.6203433871269226,1094,599,0.35253217816352844,1029,601,0.41985657811164856,1087,688,0.3155253529548645,1033,695,0.45109567046165466
7,0.5370140045881271,1063,346,0.7030192017555237,1110,389,0.42613646388053894,987,395,0.5944142937660217,1152,461,0.44269198179244995,970,452,0.33682578802108765,1132,443,0.3843979239463806,959,503,0.5106607675552368,1103,524,0.6023343205451965,1009,523,0.6234338283538818,1094,599,0.35242679715156555,1029,601,0.4199031591415405,1087,689,0.3186814785003662,1033,695,0.4536484479904175
8,0.5340966314077377,1062,346,0.699501097202301,1110,389,0.422314316034317,986,395,0.5908058881759644,1152,461,0.4396202862262726,969,453,0.33140814304351807,1132,442,0.38222700357437134,960,503,0.5033448338508606,1103,524,0.6003270745277405,1009,523,0.621318519115448,1094,599,0.35112741589546204,1029,602,0.4194777011871338,1087,688,0.321659117937088,1034,695,0.4531955420970917
9,0.5347855359315872,1062,346,0.6983562707901001,1110,389,0.4233969748020172,986,395,0.5922221541404724,1152,461,0.43914228677749634,969,452,0.33376064896583557,1132,443,0.38358038663864136,958,504,0.5099064111709595,1102,524,0.6008301377296448,1009,523,0.6222218871116638,1093,599,0.3518783152103424,1028,601,0.4208565652370453,1087,689,0.3209664821624756,1033,695,0.45107799768447876
