FrameNo,pose_confidence,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,0.5203282177448273,1022,346,0.6949049830436707,1061,380,0.42592427134513855,943,386,0.5568715929985046,1142,402,0.35421353578567505,856,403,0.3434083163738251,1243,397,0.6436220407485962,773,390,0.5138143301010132,1039,513,0.5745898485183716,948,515,0.5413841605186462,1025,602,0.5151447057723999,955,605,0.6227918267250061,1045,701,0.45759454369544983,937,714,0.4731411039829254
1,0.5852469086647034,1025,350,0.6507095098495483,1067,383,0.5231012105941772,943,390,0.6406460404396057,1160,394,0.4241699278354645,837,390,0.39788761734962463,1256,365,0.6489782333374023,755,363,0.6382471919059753,1036,518,0.5954626202583313,945,522,0.6547290682792664,1017,614,0.3530588746070862,949,611,0.6265369057655334,1045,712,0.48903587460517883,941,718,0.4995724856853485
2,0.5331615269184112,1025,346,0.6570637226104736,1073,379,0.4387020170688629,944,388,0.523506224155426,1184,386,0.37801840901374817,844,388,0.32571932673454285,1260,351,0.7362574934959412,749,351,0.6044027805328369,1027,520,0.49730390310287476,948,527,0.6550560593605042,1033,614,0.45688313245773315,949,613,0.6552624702453613,1049,712,0.49539831280708313,941,719,0.48331111669540405
3,0.5267131209373473,1020,344,0.6205759048461914,1071,374,0.3762432634830475,928,381,0.4647391140460968,1189,363,0.48488157987594604,832,355,0.4357040226459503,1275,312,0.5945805311203003,742,307,0.6484071016311646,1026,521,0.6260411143302917,937,526,0.6234849095344543,1019,618,0.4168449342250824,942,616,0.5716164112091064,1037,711,0.4602842628955841,935,720,0.48904263973236084
4,0.5271215558052063,1015,344,0.634397029876709,1073,378,0.5292037725448608,933,380,0.5017842054367065,1185,355,0.45458683371543884,848,354,0.414651483297348,1264,294,0.6112632155418396,756,291,0.657365620136261,1021,520,0.44472214579582214,946,527,0.6221908330917358,1029,610,0.40361717343330383,942,610,0.5709899067878723,1043,702,0.4685772657394409,934,718,0.49900293350219727
5,0.4970477640628814,1012,341,0.5954799652099609,1067,375,0.4913235008716583,929,379,0.4190298318862915,1181,348,0.338864266872406,845,350,0.5203062295913696,1263,279,0.7013459801673889,762,286,0.719204843044281,1022,519,0.4343603551387787,944,524,0.5981252789497375,1026,610,0.42852452397346497,938,609,0.5617772340774536,1040,703,0.42662864923477173,930,719,0.4773932695388794
6,0.5760575830936432,1018,338,0.5008082985877991,1070,374,0.5285113453865051,935,379,0.48097434639930725,1173,334,0.4129258394241333,847,344,0.4340306222438812,1259,272,0.7388984560966492,775,280,0.612548828125,1036,526,0.6677817702293396,941,528,0.6674874424934387,1019,617,0.45622095465660095,938,615,0.6097816824913025,1034,710,0.44383326172828674,932,718,0.47914689779281616
7,0.6149384558200836,1015,334,0.4415956139564514,1069,374,0.5917036533355713,937,377,0.46951112151145935,1184,318,0.3890434205532074,842,329,0.45331519842147827,1249,252,0.7532263398170471,768,265,0.7318048477172852,1037,526,0.7240350246429443,941,528,0.7289635539054871,1015,623,0.5530472993850708,940,621,0.6448670029640198,1029,709,0.4459383487701416,938,717,0.5490745902061462
8,0.5977479934692382,1017,330,0.650383472442627,1066,375,0.5438180565834045,939,376,0.4405474364757538,1186,302,0.39034005999565125,857,323,0.36412474513053894,1244,246,0.5254801511764526,777,252,0.5098556280136108,1033,522,0.7319685220718384,936,523,0.7344158887863159,1011,627,0.5974524021148682,941,626,0.6667572855949402,1028,712,0.4359855353832245,940,719,0.553828239440918
9,0.6116269767284394,1016,327,0.6059463024139404,1065,373,0.5161347985267639,942,380,0.5494366884231567,1177,302,0.4985785484313965,859,314,0.3783246576786041,1236,238,0.6221622228622437,792,253,0.5871339440345764,1036,523,0.7071933746337891,938,523,0.7243963479995728,1012,625,0.6036205887794495,942,624,0.6649960875511169,1014,711,0.5170225501060486,937,719,0.5457488298416138
10,0.6417877614498138,1014,325,0.5619977712631226,1079,373,0.6088393926620483,941,375,0.6066256165504456,1171,300,0.421075701713562,869,296,0.35375821590423584,1215,239,0.7050710916519165,818,243,0.4333561062812805,1033,523,0.7312074303627014,933,522,0.7310189604759216,1008,627,0.6198961138725281,939,627,0.6444467902183533,1012,712,0.5197790861129761,936,719,0.5409989356994629
11,0.5995036840438842,1013,323,0.5395002365112305,1076,368,0.6072006821632385,943,371,0.6446051597595215,1147,296,0.27509433031082153,910,312,0.2360576093196869,1191,218,0.4076175093650818,861,238,0.2007371336221695,1037,518,0.6288729906082153,935,518,0.663905143737793,1014,626,0.6139963865280151,936,626,0.6320520639419556,1016,711,0.5152549743652344,934,720,0.5271636843681335
12,0.5704568684101105,1012,322,0.5498694181442261,1075,369,0.6146164536476135,949,374,0.626920759677887,1147,302,0.4021923840045929,918,319,0.22977624833583832,1182,220,0.5237300992012024,872,241,0.1963518261909485,1024,517,0.4628905653953552,940,519,0.6726956367492676,1027,626,0.5833401679992676,944,626,0.645658552646637,1025,710,0.5161957144737244,937,720,0.5351113677024841
13,0.5638872742652893,1010,318,0.5061894655227661,1076,364,0.6029278635978699,948,369,0.6426490545272827,1151,301,0.4017542004585266,903,309,0.22065307199954987,1178,219,0.45351988077163696,872,239,0.21746478974819183,1026,516,0.44741150736808777,944,518,0.6497901678085327,1025,624,0.5867173075675964,946,623,0.6665546298027039,1024,709,0.5034058690071106,937,719,0.5352270603179932
14,0.5551576912403107,1009,323,0.5246272683143616,1069,369,0.5970565676689148,957,377,0.5330629944801331,1130,309,0.39835378527641296,937,334,0.17532914876937866,1168,231,0.3762495815753937,875,243,0.30295076966285706,1036,516,0.5742673873901367,945,517,0.6066532135009766,1022,624,0.5550585985183716,946,624,0.6358736753463745,1023,709,0.48124200105667114,938,719,0.5140419006347656
15,0.5369410455226898,1009,325,0.5120647549629211,1071,368,0.595307469367981,956,375,0.5305672883987427,1132,307,0.4056892395019531,922,315,0.2378910928964615,1150,232,0.2471519410610199,869,240,0.3848198652267456,1026,516,0.4371391534805298,949,519,0.6473156809806824,1032,624,0.5578635931015015,950,624,0.6602222323417664,1026,709,0.4675939679145813,939,719,0.5175343751907349
16,0.5433283805847168,1013,326,0.5383694767951965,1074,368,0.592211902141571,959,375,0.5144060254096985,1137,308,0.4565313160419464,926,334,0.2325030118227005,1147,253,0.2306472510099411,881,247,0.29141944646835327,1027,517,0.4765861928462982,952,521,0.6636139750480652,1036,624,0.5431757569313049,952,624,0.6642091274261475,1028,710,0.46212896704673767,940,720,0.5125711560249329
17,0.534680438041687,1008,326,0.5095150470733643,1072,369,0.5725733637809753,956,377,0.498540997505188,1130,309,0.40340179204940796,924,321,0.288913756608963,1139,235,0.2779097855091095,877,245,0.3247792422771454,1044,517,0.5202966928482056,949,518,0.6127693057060242,1036,621,0.5422772169113159,951,621,0.6458179950714111,1028,709,0.45085930824279785,940,720,0.4961395263671875
18,0.5319384217262267,1007,326,0.5025864243507385,1070,368,0.5739239454269409,956,378,0.4848913848400116,1122,310,0.3670962154865265,921,317,0.25697773694992065,1142,234,0.29813653230667114,872,237,0.3049341142177582,1041,516,0.5316236019134521,948,518,0.6043307781219482,1031,621,0.548785924911499,951,622,0.6412115097045898,1026,709,0.46724066138267517,940,720,0.5064347386360168
19,0.5544625818729401,1009,327,0.5093777775764465,1070,366,0.5695241689682007,957,375,0.5225808620452881,1127,297,0.4805755913257599,926,315,0.25192129611968994,1137,236,0.27632638812065125,893,239,0.17581970989704132,1041,518,0.6223008036613464,952,516,0.598578155040741,1031,620,0.5555669069290161,952,621,0.6513245701789856,1028,709,0.4700217843055725,942,719,0.5083634853363037
20,0.5560214728116989,1012,329,0.527648389339447,1069,366,0.5696898102760315,958,375,0.5071762800216675,1106,310,0.32410967350006104,930,322,0.2839726507663727,1136,238,0.3599832355976105,906,260,0.18866853415966034,1038,517,0.654387354850769,950,515,0.5895023345947266,1021,619,0.5389520525932312,951,620,0.6530706882476807,1022,709,0.4829670190811157,940,719,0.5190856456756592
21,0.5645271003246307,1011,326,0.532139241695404,1070,364,0.5815006494522095,959,373,0.5158442258834839,1102,313,0.34469541907310486,930,321,0.30162346363067627,1141,225,0.40322157740592957,905,259,0.1903952807188034,1040,517,0.6587589979171753,950,515,0.5977181792259216,1018,619,0.5439609289169312,951,621,0.6628151535987854,1022,709,0.4972030818462372,940,719,0.5297471284866333
22,0.5275641202926635,1012,328,0.521769642829895,1073,366,0.5713707208633423,957,375,0.5098622441291809,1107,312,0.35968637466430664,925,324,0.345793217420578,1132,238,0.26542893052101135,900,256,0.2559609115123749,1026,514,0.449229896068573,949,518,0.6396264433860779,1027,623,0.558894693851471,952,625,0.6379374265670776,1028,710,0.49805504083633423,943,720,0.5242632627487183
23,0.5289641350507736,1011,327,0.520185112953186,1073,365,0.5763983726501465,954,375,0.5298830270767212,1109,312,0.34958553314208984,926,340,0.26206544041633606,1139,227,0.3339692950248718,901,259,0.2512834370136261,1027,513,0.44231122732162476,949,517,0.6316099762916565,1024,622,0.5465025305747986,948,625,0.6272863149642944,1026,710,0.49479758739471436,941,720,0.5247409343719482
24,0.5472620248794555,1014,325,0.5669791102409363,1076,366,0.5853959321975708,950,371,0.620731770992279,1130,311,0.38468533754348755,925,324,0.33907046914100647,1138,236,0.3441627323627472,894,244,0.32407355308532715,1028,513,0.4445993900299072,943,517,0.6052523255348206,1024,624,0.5853406190872192,951,625,0.6738519072532654,1026,712,0.5225111842155457,941,721,0.5184105038642883
25,0.5385806202888489,1010,326,0.5392544269561768,1071,368,0.575373649597168,958,374,0.5298123359680176,1125,298,0.45016419887542725,926,321,0.28557515144348145,1137,235,0.2985301613807678,900,243,0.2203867882490158,1041,515,0.5317509174346924,948,516,0.594491720199585,1021,619,0.5399883985519409,952,622,0.6562359929084778,1024,711,0.5185461640357971,942,723,0.514671266078949
26,0.5330202847719192,1008,324,0.5495944619178772,1071,368,0.5679513812065125,958,375,0.5159206390380859,1126,301,0.41974690556526184,917,317,0.29072242975234985,1131,235,0.3074412941932678,950,266,0.11699271947145462,1026,516,0.4726431667804718,949,519,0.648891031742096,1019,622,0.5387101769447327,950,624,0.6586360931396484,1024,709,0.5179789662361145,940,720,0.5284271836280823
