FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
22,0.03618,0.75414,-0.030106,-0.12159,0.54585,-0.024704,-0.22492,0.76736,-0.070029,0.17993,0.53481,-0.028122,0.27929,0.77959,-0.066553,-0.26334,0.96649,-0.11661,0.31317,0.97391,-0.11145,-0.044975,0.040887,-0.03929,0.089754,0.041464,-0.041881,-0.096604,-0.31231,-0.018158,0.13093,-0.30448,-0.011974,-0.11151,-0.61916,0.020474,0.14812,-0.62526,0.017989
23,0.036569,0.75462,-0.030449,-0.12103,0.54792,-0.023776,-0.22364,0.7726,-0.066428,0.17949,0.5355,-0.027383,0.2776,0.78108,-0.061711,-0.26096,0.9709,-0.109,0.31113,0.97653,-0.10234,-0.045381,0.0425,-0.039416,0.089309,0.042892,-0.041961,-0.0966,-0.31193,-0.018416,0.13046,-0.30375,-0.012177,-0.11151,-0.61959,0.02049,0.14813,-0.62362,0.017928
24,0.036933,0.75509,-0.030741,-0.12064,0.54965,-0.02287,-0.2228,0.77537,-0.063087,0.17927,0.53614,-0.026741,0.27626,0.78234,-0.05748,-0.2595,0.97518,-0.10175,0.30972,0.97861,-0.09477,-0.045808,0.043715,-0.039482,0.08889,0.043883,-0.041989,-0.096652,-0.31163,-0.018651,0.12992,-0.30313,-0.012347,-0.11138,-0.61959,0.020536,0.14794,-0.62388,0.017868
25,0.037126,0.75539,-0.030922,-0.12054,0.55082,-0.02221,-0.22267,0.77609,-0.060502,0.17912,0.53666,-0.026171,0.27552,0.78322,-0.054607,-0.25942,0.97758,-0.096368,0.30891,0.98001,-0.089659,-0.046169,0.044658,-0.039487,0.088492,0.04469,-0.041996,-0.096765,-0.31144,-0.018824,0.1294,-0.30276,-0.012459,-0.11133,-0.61998,0.020537,0.14774,-0.62388,0.017865
26,0.037195,0.7556,-0.030959,-0.12055,0.55142,-0.021741,-0.22271,0.77681,-0.057923,0.17909,0.53666,-0.025889,0.27489,0.78392,-0.052201,-0.25949,0.97974,-0.09177,0.30846,0.98111,-0.085702,-0.046559,0.045178,-0.039494,0.088095,0.045066,-0.042002,-0.096958,-0.31126,-0.018907,0.12891,-0.30257,-0.012496,-0.11128,-0.62078,0.02056,0.14749,-0.62424,0.017791
27,0.037195,0.7558,-0.030959,-0.12055,0.55193,-0.021282,-0.22274,0.77753,-0.055851,0.17901,0.53666,-0.025632,0.27436,0.78443,-0.050262,-0.25954,0.98157,-0.088271,0.30808,0.98198,-0.08228,-0.046958,0.045571,-0.0395,0.087691,0.045338,-0.042002,-0.097193,-0.31112,-0.01891,0.1285,-0.30257,-0.012503,-0.11128,-0.62094,0.020585,0.14711,-0.62456,0.017872
28,0.037195,0.75594,-0.030959,-0.12056,0.55236,-0.02082,-0.22278,0.77835,-0.053727,0.17891,0.53666,-0.025385,0.27384,0.78485,-0.048625,-0.2596,0.98329,-0.084943,0.30778,0.98261,-0.079954,-0.047378,0.045826,-0.039402,0.087248,0.045518,-0.041965,-0.097471,-0.31099,-0.018915,0.12811,-0.30257,-0.012509,-0.11121,-0.62384,0.020541,0.14682,-0.6244,0.018059
29,0.037195,0.75606,-0.030959,-0.12066,0.55236,-0.02068,-0.22308,0.77925,-0.051603,0.17891,0.53652,-0.025285,0.27332,0.78499,-0.047382,-0.26011,0.98504,-0.08183,0.3075,0.983,-0.077969,-0.047742,0.045826,-0.039294,0.086893,0.045518,-0.041883,-0.097761,-0.31082,-0.018919,0.12777,-0.30257,-0.012514,-0.11116,-0.62693,0.020483,0.14656,-0.6246,0.018156
30,0.037046,0.75616,-0.030889,-0.12089,0.55236,-0.020428,-0.22402,0.78004,-0.049541,0.17886,0.53627,-0.025203,0.27277,0.78508,-0.04643,-0.26178,0.98698,-0.078881,0.30719,0.98327,-0.076895,-0.048212,0.045826,-0.03898,0.086415,0.045518,-0.041738,-0.098079,-0.31068,-0.018881,0.12751,-0.30267,-0.012473,-0.1112,-0.62788,0.020483,0.14631,-0.62526,0.018106
31,0.036803,0.75627,-0.030766,-0.12115,0.55236,-0.02018,-0.22517,0.78081,-0.04765,0.17875,0.53597,-0.025146,0.27222,0.78515,-0.045665,-0.26382,0.9886,-0.076585,0.30686,0.98327,-0.076426,-0.048716,0.045826,-0.038558,0.08591,0.045518,-0.041538,-0.098341,-0.31056,-0.018809,0.12729,-0.30293,-0.012356,-0.11063,-0.63284,0.02036,0.14616,-0.62593,0.017962
32,0.036402,0.75641,-0.030549,-0.12151,0.55183,-0.01995,-0.22655,0.7815,-0.045936,0.17871,0.53555,-0.025096,0.2717,0.78515,-0.045284,-0.26611,0.99013,-0.074684,0.30648,0.98327,-0.076432,-0.049252,0.045819,-0.038022,0.085384,0.045466,-0.041334,-0.098603,-0.31043,-0.018743,0.12708,-0.30325,-0.012257,-0.11066,-0.63424,0.020245,0.14601,-0.62646,0.017801
33,0.0359,0.75655,-0.030288,-0.12188,0.55149,-0.019668,-0.22803,0.78207,-0.044527,0.17862,0.53521,-0.025057,0.27123,0.78515,-0.045145,-0.26822,0.99098,-0.0736,0.30605,0.98327,-0.076438,-0.049768,0.04586,-0.037468,0.08489,0.045457,-0.041083,-0.098841,-0.31036,-0.018647,0.12692,-0.30374,-0.012112,-0.11005,-0.63911,0.02014,0.14569,-0.6274,0.017602
