FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
30,0.033817,0.75836,-0.019345,-0.12244,0.54604,-0.030093,-0.21909,0.7721,-0.076948,0.17156,0.53905,-0.014063,0.26445,0.778,-0.044164,-0.25163,0.98042,-0.11905,0.29166,0.97976,-0.085618,-0.051406,0.044942,-0.040342,0.083826,0.043775,-0.034566,-0.10709,-0.30701,-0.031233,0.12393,-0.3032,-0.000707,-0.12233,-0.62838,-0.004106,0.14203,-0.61451,0.026035
31,0.033908,0.75905,-0.020339,-0.12167,0.54791,-0.02987,-0.21705,0.77518,-0.073438,0.17129,0.54098,-0.013891,0.26302,0.77922,-0.040968,-0.24839,0.98396,-0.11169,0.28975,0.98319,-0.078609,-0.051394,0.04656,-0.04089,0.083827,0.045407,-0.034949,-0.10705,-0.30627,-0.031712,0.12394,-0.30254,-0.000748,-0.12259,-0.6258,-0.00429,0.14215,-0.61434,0.026047
32,0.033995,0.7596,-0.021131,-0.12094,0.54964,-0.02972,-0.21535,0.77828,-0.070473,0.17117,0.54258,-0.01371,0.26187,0.78023,-0.037955,-0.24547,0.98681,-0.10537,0.28834,0.98635,-0.072184,-0.051404,0.047919,-0.041321,0.08382,0.046734,-0.035243,-0.10707,-0.30568,-0.032126,0.12394,-0.30226,-0.000748,-0.1227,-0.62431,-0.00448,0.14222,-0.61424,0.026066
33,0.034123,0.76004,-0.021788,-0.12029,0.55102,-0.029644,-0.21403,0.78153,-0.067966,0.17105,0.54371,-0.013611,0.26101,0.78082,-0.035293,-0.24285,0.98904,-0.10001,0.28741,0.98911,-0.066641,-0.051399,0.04899,-0.041703,0.083824,0.047769,-0.035505,-0.10711,-0.30511,-0.032509,0.12391,-0.30197,-0.000751,-0.12282,-0.62329,-0.004671,0.14222,-0.61424,0.026056
34,0.034317,0.76045,-0.02246,-0.11971,0.55183,-0.029591,-0.21299,0.78406,-0.065831,0.17101,0.54465,-0.013432,0.26037,0.78127,-0.032858,-0.24079,0.99104,-0.095688,0.28672,0.9914,-0.061745,-0.051402,0.049861,-0.042051,0.083842,0.048596,-0.035704,-0.10724,-0.30457,-0.0328,0.12385,-0.3016,-0.000756,-0.123,-0.62326,-0.004655,0.14222,-0.61424,0.026056
35,0.034535,0.76077,-0.022931,-0.11937,0.55243,-0.02956,-0.21247,0.78629,-0.064509,0.17096,0.54518,-0.013267,0.26003,0.78144,-0.030979,-0.23932,0.99268,-0.092663,0.2864,0.99274,-0.058236,-0.05144,0.050479,-0.042346,0.083804,0.049161,-0.035777,-0.1074,-0.30412,-0.032949,0.12377,-0.30123,-0.000701,-0.12314,-0.62228,-0.004579,0.14222,-0.61424,0.026041
36,0.034731,0.76113,-0.023291,-0.11918,0.55287,-0.02958,-0.2122,0.78789,-0.063488,0.17092,0.54566,-0.01317,0.25982,0.78154,-0.029326,-0.23815,0.99405,-0.0904,0.28614,0.99401,-0.055381,-0.051484,0.051001,-0.04261,0.083768,0.04967,-0.035863,-0.1076,-0.30379,-0.032992,0.12362,-0.30082,-0.000648,-0.12327,-0.62175,-0.004594,0.14211,-0.61517,0.025986
37,0.034849,0.76137,-0.023566,-0.11917,0.553,-0.029651,-0.21209,0.78901,-0.062677,0.17092,0.54592,-0.013116,0.25966,0.78165,-0.027843,-0.2372,0.99514,-0.08864,0.28592,0.99498,-0.053053,-0.05153,0.051358,-0.042861,0.083747,0.050034,-0.035931,-0.1078,-0.30351,-0.033015,0.12346,-0.30044,-0.000594,-0.1234,-0.6212,-0.004564,0.14199,-0.61547,0.025921
38,0.034879,0.76159,-0.023835,-0.11917,0.55307,-0.029697,-0.21214,0.78968,-0.06211,0.17106,0.54616,-0.012951,0.25953,0.78176,-0.026562,-0.23662,0.99589,-0.087379,0.2858,0.99595,-0.051102,-0.051587,0.051654,-0.04303,0.083689,0.050355,-0.036005,-0.10801,-0.30327,-0.03304,0.12328,-0.30007,-0.000567,-0.12352,-0.62073,-0.004528,0.14187,-0.61573,0.025866
39,0.034898,0.76179,-0.024052,-0.11916,0.55307,-0.029734,-0.21219,0.79019,-0.061579,0.17105,0.54616,-0.012802,0.25936,0.78183,-0.025487,-0.23629,0.99648,-0.086436,0.28585,0.99657,-0.049696,-0.05166,0.051786,-0.043115,0.08362,0.050521,-0.036077,-0.10825,-0.30318,-0.033062,0.12306,-0.29973,-0.000569,-0.12365,-0.62095,-0.00454,0.14175,-0.6157,0.02579
