FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
51,-0.043049,0.72872,-0.058504,-0.17861,0.53006,-0.014119,-0.31563,0.75392,-0.067856,0.087248,0.55363,0.002452,0.19163,0.77787,-0.043532,-0.36676,0.94448,-0.14195,0.20803,0.98438,-0.11624,-0.093002,0.047687,-0.02145,0.033288,0.050383,-0.01386,-0.12977,-0.31895,-0.037439,0.09161,-0.32408,-0.028948,-0.10758,-0.65593,0.016501,0.12672,-0.65332,0.011616
52,-0.048467,0.72765,-0.058192,-0.18398,0.52866,-0.014466,-0.32149,0.75221,-0.070003,0.080835,0.55346,0.004113,0.18652,0.77596,-0.042747,-0.37146,0.94225,-0.14478,0.20386,0.9799,-0.11643,-0.098423,0.046585,-0.01929,0.028083,0.04895,-0.011896,-0.13419,-0.31959,-0.039289,0.09161,-0.32509,-0.028948,-0.1087,-0.65572,0.015174,0.13144,-0.65352,0.011627
53,-0.054273,0.72606,-0.058147,-0.1897,0.52616,-0.014781,-0.32771,0.74949,-0.071949,0.075011,0.55187,0.005693,0.18145,0.77304,-0.042024,-0.37692,0.93972,-0.14752,0.19997,0.97502,-0.11654,-0.10358,0.044998,-0.017186,0.023413,0.04698,-0.009852,-0.13865,-0.32039,-0.041799,0.091924,-0.32629,-0.027781,-0.10999,-0.65527,0.013288,0.14046,-0.6536,0.011579
54,-0.060204,0.72369,-0.0581,-0.1957,0.52337,-0.015066,-0.33372,0.74622,-0.073619,0.069146,0.54943,0.007199,0.17638,0.76924,-0.041434,-0.38311,0.9365,-0.15003,0.19705,0.96898,-0.11676,-0.10859,0.042698,-0.015169,0.019111,0.044501,-0.008001,-0.14284,-0.32153,-0.04544,0.09357,-0.32734,-0.025543,-0.11138,-0.65477,0.011021,0.15282,-0.65366,0.01218
55,-0.065374,0.72104,-0.05781,-0.2008,0.52062,-0.01533,-0.3392,0.74272,-0.074904,0.064178,0.54668,0.008662,0.17198,0.76456,-0.040921,-0.38822,0.93305,-0.1518,0.19542,0.96248,-0.11715,-0.11234,0.040331,-0.013583,0.015799,0.041994,-0.006188,-0.14633,-0.32255,-0.049709,0.095969,-0.32826,-0.022955,-0.1127,-0.65427,0.008473,0.16619,-0.65396,0.013296
56,-0.070136,0.71743,-0.057436,-0.2055,0.51681,-0.015508,-0.34484,0.73829,-0.07609,0.059752,0.54363,0.009893,0.16856,0.76018,-0.040445,-0.39399,0.93007,-0.15364,0.19437,0.95611,-0.11769,-0.1155,0.037399,-0.012172,0.013155,0.039022,-0.00434,-0.14914,-0.32369,-0.054413,0.099141,-0.32948,-0.01978,-0.11401,-0.65365,0.005311,0.18054,-0.65415,0.014663
57,-0.073854,0.71377,-0.057221,-0.20997,0.51287,-0.015711,-0.34972,0.73361,-0.076992,0.055608,0.54008,0.011109,0.16583,0.75477,-0.039982,-0.40004,0.92692,-0.15513,0.1941,0.94974,-0.11828,-0.11772,0.034185,-0.011133,0.011283,0.035929,-0.002881,-0.15116,-0.32502,-0.059309,0.10296,-0.33074,-0.016149,-0.11527,-0.65291,0.002106,0.19536,-0.65439,0.016303
58,-0.076915,0.70991,-0.057045,-0.21436,0.50913,-0.015912,-0.35386,0.72867,-0.077844,0.05222,0.53631,0.012283,0.16428,0.74867,-0.039893,-0.40573,0.92335,-0.15713,0.19402,0.94529,-0.11961,-0.11869,0.031248,-0.010718,0.010394,0.032914,-0.001539,-0.15244,-0.32636,-0.064427,0.1077,-0.33205,-0.01185,-0.11611,-0.65283,-0.001286,0.21063,-0.65456,0.017517
59,-0.079715,0.70574,-0.056884,-0.21877,0.5039,-0.016367,-0.35778,0.7239,-0.078918,0.048913,0.53242,0.013129,0.16304,0.74204,-0.039822,-0.41176,0.91978,-0.15975,0.19395,0.94052,-0.12098,-0.11936,0.027705,-0.010139,0.009789,0.02937,-0.000158,-0.15346,-0.32766,-0.069801,0.11297,-0.33369,-0.007391,-0.11668,-0.65269,-0.004623,0.22537,-0.6547,0.018323
60,-0.082127,0.70102,-0.056744,-0.22149,0.4986,-0.016872,-0.36144,0.71862,-0.080276,0.046582,0.52838,0.013265,0.1624,0.73543,-0.039785,-0.41766,0.91589,-0.1625,0.19384,0.93572,-0.12273,-0.11932,0.023755,-0.009553,0.009703,0.025387,0.001048,-0.15408,-0.32882,-0.075489,0.11845,-0.33544,-0.002997,-0.11702,-0.65269,-0.008078,0.23951,-0.65488,0.018694
