FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
48,-0.002487,0.69542,-0.068045,-0.13284,0.50196,-0.017615,-0.2602,0.72506,-0.072524,0.14347,0.48961,-0.033002,0.24933,0.74346,-0.077402,-0.28606,0.9257,-0.12727,0.27036,0.945,-0.13644,-0.063981,-0.002915,-0.038959,0.072411,-0.002205,-0.043251,-0.11002,-0.33879,-0.044294,0.11492,-0.34971,-0.027031,-0.11711,-0.68526,-0.00762,0.13397,-0.68194,4.4e-05
49,-0.002373,0.6951,-0.071254,-0.13273,0.50189,-0.020961,-0.26002,0.72523,-0.076623,0.14347,0.4898,-0.035206,0.24968,0.74396,-0.081528,-0.28571,0.925,-0.13272,0.27076,0.94452,-0.14163,-0.063539,-0.002915,-0.040166,0.072935,-0.002205,-0.044517,-0.10968,-0.33897,-0.045252,0.11531,-0.34971,-0.027846,-0.11657,-0.68665,-0.008002,0.13387,-0.68203,-0.000184
50,-0.002173,0.69467,-0.074762,-0.13264,0.50181,-0.024471,-0.25968,0.72504,-0.081045,0.14342,0.49004,-0.03752,0.25005,0.74396,-0.085042,-0.28536,0.92451,-0.13826,0.27114,0.94409,-0.14675,-0.063048,-0.00286,-0.041511,0.073506,-0.00219,-0.0458,-0.10935,-0.33925,-0.046237,0.11571,-0.34974,-0.02875,-0.11599,-0.68819,-0.008301,0.13379,-0.6821,-0.000449
51,-0.001946,0.69416,-0.078225,-0.13262,0.50182,-0.028123,-0.25923,0.72455,-0.085159,0.14327,0.49025,-0.040007,0.25051,0.74396,-0.088623,-0.28506,0.92393,-0.14343,0.27154,0.94371,-0.1516,-0.062575,-0.002811,-0.042809,0.074065,-0.002146,-0.047111,-0.10902,-0.33962,-0.047154,0.11609,-0.3498,-0.029689,-0.11543,-0.68944,-0.008601,0.13376,-0.68215,-0.000686
52,-0.001624,0.69356,-0.082769,-0.13254,0.50162,-0.033176,-0.25878,0.72401,-0.090597,0.1433,0.49017,-0.043412,0.25108,0.74396,-0.093484,-0.2846,0.9234,-0.1501,0.27194,0.94315,-0.15754,-0.061914,-0.002782,-0.044887,0.074813,-0.002108,-0.048938,-0.10857,-0.34003,-0.048605,0.11646,-0.34996,-0.031532,-0.11489,-0.6907,-0.008807,0.13373,-0.68217,-0.001138
53,-0.001289,0.69295,-0.087415,-0.13246,0.50136,-0.038369,-0.25818,0.72398,-0.096297,0.14361,0.49017,-0.047082,0.25167,0.74368,-0.098494,-0.28412,0.92297,-0.15696,0.27217,0.94238,-0.16369,-0.061266,-0.002744,-0.047022,0.075524,-0.002065,-0.050792,-0.10813,-0.34043,-0.050117,0.11684,-0.35013,-0.03354,-0.11435,-0.69197,-0.009033,0.1337,-0.68217,-0.001633
54,-0.00095,0.69233,-0.092637,-0.13243,0.50125,-0.042224,-0.25753,0.72376,-0.10239,0.14367,0.49037,-0.050902,0.25223,0.7433,-0.1039,-0.28319,0.92299,-0.16487,0.2725,0.94156,-0.17019,-0.060632,-0.002736,-0.049243,0.076242,-0.002048,-0.052903,-0.1077,-0.34083,-0.051659,0.11718,-0.35026,-0.035968,-0.1138,-0.6932,-0.009186,0.13368,-0.68224,-0.002214
55,-0.000598,0.69163,-0.097813,-0.13238,0.50125,-0.045494,-0.25683,0.72336,-0.10816,0.14372,0.49075,-0.05424,0.25277,0.74276,-0.10924,-0.28217,0.92262,-0.17198,0.27281,0.94066,-0.17682,-0.060095,-0.002742,-0.05149,0.076817,-0.002048,-0.055025,-0.10735,-0.34126,-0.053125,0.11745,-0.35036,-0.038615,-0.11342,-0.69398,-0.009345,0.13367,-0.68238,-0.002848
56,-0.000244,0.69078,-0.10393,-0.13235,0.50125,-0.050254,-0.25606,0.72292,-0.11481,0.14378,0.49126,-0.05842,0.25331,0.74138,-0.1156,-0.28101,0.92233,-0.18,0.27301,0.93922,-0.18449,-0.059597,-0.002742,-0.054132,0.077382,-0.002033,-0.057592,-0.107,-0.34175,-0.054941,0.11774,-0.35051,-0.041855,-0.11303,-0.6948,-0.00952,0.13361,-0.68278,-0.003684
57,0.000123,0.68985,-0.11038,-0.13235,0.50131,-0.055358,-0.25554,0.72292,-0.12153,0.14404,0.49173,-0.062725,0.25392,0.73992,-0.12212,-0.27964,0.92233,-0.18937,0.27315,0.93763,-0.19273,-0.05906,-0.00274,-0.05691,0.077966,-0.001985,-0.060181,-0.10665,-0.34233,-0.056921,0.11804,-0.35069,-0.045176,-0.11267,-0.69553,-0.009661,0.13354,-0.68327,-0.004561
