FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1018,335,0.6046851277351379,1082,379,0.6021627187728882,932,377,0.5321420431137085,1175,317,0.4474152624607086,858,351,0.4506891071796417,1231,257,0.8310208916664124,782,283,0.6829994320869446,1031,517,0.6500623822212219,945,521,0.6949023604393005,1029,626,0.6910385489463806,939,633,0.6021386384963989,1046,719,0.5519896149635315,944,724,0.5330992341041565
1,1015,327,0.6328662633895874,1065,368,0.532261848449707,935,373,0.6269624829292297,1175,284,0.4421287477016449,860,293,0.26602014899253845,1204,226,0.4743894040584564,808,242,0.5147156715393066,1022,513,0.43495145440101624,944,516,0.6527893543243408,1023,631,0.6165968179702759,935,633,0.6292127370834351,1042,720,0.5182598233222961,940,722,0.5724606513977051
2,1019,328,0.6126391291618347,1082,372,0.5786420106887817,942,372,0.6395646333694458,1151,300,0.40930449962615967,878,297,0.2408982664346695,1183,223,0.5219486951828003,838,243,0.39029282331466675,1032,514,0.6235834956169128,943,516,0.6686775088310242,1028,630,0.678013265132904,935,632,0.613158106803894,1040,720,0.5160816311836243,940,723,0.571401059627533
3,1020,327,0.6254560947418213,1079,373,0.5887303948402405,951,373,0.6088075637817383,1145,305,0.5048563480377197,890,313,0.2725578844547272,1189,234,0.532106339931488,839,244,0.4044780731201172,1029,514,0.6161760687828064,942,515,0.6379995942115784,1019,629,0.6707620620727539,935,630,0.6149940490722656,1037,722,0.46411633491516113,939,722,0.5434939861297607
4,1015,327,0.6324489712715149,1078,370,0.6071928143501282,949,373,0.621712327003479,1141,307,0.47522372007369995,922,323,0.3519563376903534,1175,231,0.5846295356750488,854,247,0.3920060098171234,1028,513,0.6040080189704895,941,514,0.6234614849090576,1015,625,0.6617260575294495,936,630,0.5571298599243164,1037,721,0.4499765634536743,936,722,0.5403169393539429
5,1016,328,0.6295474171638489,1076,371,0.6343276500701904,950,372,0.63865065574646,1136,311,0.4745459258556366,919,323,0.4142160713672638,1176,231,0.5044666528701782,868,242,0.2888331413269043,1027,515,0.6372795104980469,939,516,0.6547085642814636,1019,628,0.6610543727874756,933,630,0.6145994663238525,1035,720,0.42850443720817566,936,721,0.5259317755699158
6,1020,325,0.6118909120559692,1073,371,0.6127434968948364,950,371,0.642183780670166,1142,293,0.5126597881317139,935,323,0.3055960237979889,1177,227,0.3700297772884369,881,243,0.25586435198783875,1024,516,0.6445120573043823,939,516,0.651530921459198,1012,627,0.6532871127128601,930,631,0.6112300157546997,1033,723,0.40548980236053467,934,722,0.5169453620910645
7,1022,325,0.6190856695175171,1077,371,0.6076263189315796,953,370,0.6206648349761963,1141,290,0.5054348707199097,925,321,0.38755592703819275,1161,227,0.34611690044403076,884,245,0.3252062499523163,1028,513,0.5981072187423706,941,513,0.6058855652809143,1013,624,0.6663933992385864,931,629,0.6188842058181763,1035,722,0.4378125071525574,932,723,0.5399248600006104
8,1016,324,0.6267804503440857,1074,369,0.6088179349899292,956,372,0.5887106657028198,1138,290,0.46649447083473206,937,326,0.342437207698822,1153,228,0.41181227564811707,900,250,0.26422953605651855,1029,515,0.7083203196525574,947,514,0.6524574756622314,1014,623,0.6625949144363403,932,627,0.6165741086006165,1036,722,0.4252820909023285,931,723,0.5335199236869812
9,1018,323,0.6124436259269714,1074,368,0.6147705912590027,956,370,0.6013453602790833,1138,285,0.46256932616233826,940,324,0.2951563894748688,1147,227,0.4441685378551483,900,247,0.24581465125083923,1028,517,0.6918293237686157,942,512,0.5964025855064392,1014,624,0.6624550223350525,933,628,0.6178145408630371,1036,723,0.41987574100494385,933,723,0.5302481651306152
