FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1012,341,0.6466121673583984,1083,389,0.627909779548645,939,390,0.658362627029419,1125,453,0.3324625790119171,892,448,0.327737957239151,1124,491,0.3451937139034271,876,481,0.4193062484264374,1042,524,0.6428322196006775,952,523,0.6370221972465515,1041,617,0.5500625967979431,950,618,0.6199423670768738,1048,711,0.4762009084224701,935,714,0.4724537432193756
1,1014,338,0.5900886058807373,1087,388,0.6448454856872559,944,389,0.6547570824623108,1123,451,0.3470355272293091,890,448,0.3343505561351776,1137,497,0.4013301432132721,866,482,0.461255818605423,1049,525,0.6459875106811523,949,523,0.49637532234191895,1053,619,0.5676620602607727,955,621,0.6236647367477417,1053,714,0.4325004816055298,934,712,0.3316265046596527
2,1015,338,0.5866007804870605,1086,388,0.632420539855957,947,389,0.6266006231307983,1125,451,0.3472422659397125,892,447,0.3540262281894684,1125,495,0.41809186339378357,871,482,0.44889354705810547,1047,524,0.6309486627578735,948,521,0.47206294536590576,1046,620,0.5587313175201416,956,620,0.6084913611412048,1050,713,0.4443362057209015,931,712,0.3182440400123596
3,1016,341,0.6596900224685669,1083,388,0.6453084945678711,951,391,0.6141146421432495,1125,447,0.32608217000961304,894,445,0.3297761380672455,1142,493,0.45695576071739197,866,479,0.4051896929740906,1046,520,0.6072075366973877,949,518,0.4615119397640228,1042,617,0.5537945628166199,954,615,0.6407984495162964,1050,710,0.46638625860214233,936,714,0.44213148951530457
4,1014,341,0.6587110757827759,1085,388,0.6487188935279846,947,391,0.6452423334121704,1133,446,0.3669295310974121,901,448,0.3428880274295807,1141,492,0.46392622590065,887,484,0.4140660762786865,1052,523,0.6499321460723877,950,522,0.5001295804977417,1047,620,0.6086961627006531,957,623,0.687050998210907,1054,713,0.449287086725235,933,715,0.41590580344200134
5,1017,343,0.6671116352081299,1087,389,0.6575702428817749,946,391,0.6518909931182861,1134,446,0.3665885031223297,900,449,0.35701754689216614,1154,496,0.49415507912635803,883,487,0.4283749759197235,1053,524,0.6446743607521057,950,522,0.5014698505401611,1056,619,0.592683732509613,955,621,0.6886714696884155,1056,713,0.4502559304237366,931,713,0.3839972913265228
6,1022,344,0.6569108366966248,1093,390,0.6636917591094971,947,392,0.6515188813209534,1139,447,0.37413033843040466,900,449,0.3566247820854187,1159,497,0.46736404299736023,884,489,0.4514022171497345,1055,523,0.6350213885307312,952,522,0.5084133744239807,1057,618,0.5847597122192383,959,621,0.6598583459854126,1058,709,0.4540032744407654,935,712,0.355593740940094
7,1024,343,0.6400271058082581,1096,391,0.6680277585983276,948,393,0.6421915292739868,1141,448,0.37537041306495667,900,450,0.3835795223712921,1159,497,0.47398361563682556,887,490,0.43799304962158203,1057,525,0.629956066608429,952,523,0.5035178065299988,1059,618,0.5701237320899963,962,623,0.6101868748664856,1060,710,0.4505220055580139,937,713,0.355617880821228
8,1025,343,0.6187349557876587,1095,391,0.6598566174507141,948,392,0.6360509991645813,1141,447,0.3613636791706085,899,450,0.37408447265625,1159,496,0.4673411250114441,891,491,0.46354904770851135,1058,524,0.6208351850509644,954,523,0.5087472200393677,1062,617,0.5588908791542053,964,622,0.5968801975250244,1062,709,0.4633248448371887,937,712,0.34373852610588074
9,1024,344,0.6257728338241577,1094,391,0.662025511264801,945,392,0.6409858465194702,1143,449,0.3595532476902008,898,450,0.3602330684661865,1159,495,0.4608982801437378,896,492,0.4195876121520996,1058,524,0.6176071166992188,953,523,0.5005353689193726,1060,618,0.5589486360549927,963,622,0.5946170091629028,1061,709,0.4577355682849884,938,712,0.3428795337677002
10,1023,344,0.637772262096405,1093,391,0.6570167541503906,946,393,0.6489306092262268,1141,448,0.35886120796203613,899,451,0.36215177178382874,1155,496,0.45911186933517456,897,491,0.4017208218574524,1056,524,0.6119111776351929,952,523,0.485683411359787,1059,618,0.558776319026947,964,622,0.5912286639213562,1061,709,0.46382346749305725,937,712,0.3493557572364807
11,1023,344,0.6314947605133057,1091,390,0.6485471725463867,945,392,0.6375705003738403,1137,446,0.3553335964679718,898,451,0.36734896898269653,1152,494,0.4624987840652466,889,490,0.40151357650756836,1055,523,0.6097078919410706,952,522,0.4762837886810303,1059,617,0.5592156052589417,964,621,0.5850326418876648,1061,709,0.4664901793003082,937,712,0.3376282751560211
12,1020,343,0.6039037108421326,1092,392,0.6530327200889587,944,393,0.6436044573783875,1141,450,0.3574782907962799,905,451,0.33904844522476196,1154,490,0.39647233486175537,897,487,0.35453617572784424,1056,521,0.6128596067428589,950,520,0.46751582622528076,1052,611,0.5294443368911743,960,616,0.6005868315696716,1060,706,0.4954996109008789,937,711,0.3609214723110199
13,1020,342,0.5935644507408142,1091,392,0.6464345455169678,945,392,0.6265235543251038,1136,451,0.3516184687614441,904,451,0.3276316225528717,1143,489,0.3492729365825653,898,488,0.3819860517978668,1054,519,0.574430525302887,949,519,0.4463602304458618,1052,610,0.5196710228919983,959,615,0.5958757400512695,1061,702,0.49301877617836,937,710,0.34821006655693054
14,1021,342,0.5893622040748596,1090,392,0.6399843096733093,945,392,0.6185251474380493,1135,446,0.33524036407470703,903,449,0.38285157084465027,1130,472,0.32253026962280273,902,480,0.31148380041122437,1054,516,0.537213921546936,949,516,0.4037196934223175,1053,607,0.495277464389801,941,612,0.39176639914512634,1062,702,0.4971885085105896,937,709,0.3124251067638397
15,1022,342,0.5870510339736938,1093,391,0.6408501267433167,945,391,0.598391592502594,1135,448,0.3397720158100128,900,448,0.38638994097709656,1137,487,0.3594423532485962,901,474,0.30646079778671265,1056,517,0.540153443813324,952,516,0.42970332503318787,1056,609,0.5091823935508728,943,615,0.41839662194252014,1063,704,0.47986653447151184,938,710,0.3163052499294281
16,1023,342,0.5951788425445557,1092,392,0.6489578485488892,947,391,0.6110057234764099,1135,446,0.3316643536090851,901,446,0.39270225167274475,1124,475,0.2776387929916382,899,469,0.30085131525993347,1057,517,0.5547150373458862,951,516,0.4338710904121399,1056,608,0.5084842443466187,942,615,0.42813071608543396,1064,705,0.48909518122673035,938,711,0.3320740759372711
17,1026,341,0.5564623475074768,1090,391,0.6426531076431274,946,389,0.5780531167984009,1130,444,0.29780998826026917,898,442,0.4023861587047577,1116,469,0.2522830367088318,900,466,0.2964233160018921,1051,517,0.5574869513511658,958,516,0.5258926153182983,1049,607,0.47338446974754333,956,611,0.6143444776535034,1059,707,0.5054421424865723,932,711,0.3390534222126007
18,1024,340,0.5562055110931396,1090,391,0.641289234161377,944,389,0.5849621295928955,1130,442,0.31044629216194153,897,443,0.383364200592041,1114,461,0.35559147596359253,897,465,0.3091166317462921,1045,517,0.5565539598464966,951,515,0.5673311352729797,1037,604,0.428933322429657,950,607,0.6165924072265625,1056,703,0.5068081617355347,936,711,0.4320701062679291
19,1024,340,0.549090564250946,1094,391,0.6414625644683838,947,389,0.5845886468887329,1134,445,0.33881276845932007,899,445,0.38761645555496216,1123,468,0.3641032576560974,902,468,0.29078662395477295,1054,519,0.573755145072937,947,517,0.439556747674942,1042,608,0.44697579741477966,952,611,0.6052507758140564,1056,706,0.4956344962120056,931,710,0.3255354166030884
20,1023,339,0.5390846133232117,1095,391,0.6396528482437134,948,389,0.5777087211608887,1131,444,0.3371632993221283,898,446,0.3782903850078583,1125,473,0.3831429183483124,897,469,0.3080766201019287,1056,519,0.5694007873535156,949,517,0.45410043001174927,1048,608,0.4379887878894806,954,612,0.5964763164520264,1057,707,0.48925521969795227,934,711,0.32007476687431335
21,1019,337,0.509013831615448,1092,389,0.6168322563171387,945,388,0.5671839118003845,1131,442,0.3182762563228607,899,446,0.38256311416625977,1113,469,0.2638223469257355,897,474,0.3098629415035248,1049,518,0.5705029368400574,957,517,0.5516464710235596,1042,606,0.4283786416053772,951,609,0.5858439207077026,1054,705,0.497642457485199,932,709,0.31587472558021545
22,1017,342,0.6140318512916565,1096,391,0.6459258198738098,949,392,0.6320123076438904,1135,447,0.3674214780330658,898,448,0.33833053708076477,1154,504,0.403193861246109,872,487,0.4287604093551636,1052,523,0.6405686140060425,948,521,0.48274973034858704,1054,618,0.5196794271469116,951,619,0.6346184611320496,1057,712,0.482404887676239,930,713,0.397404283285141
23,1022,344,0.6618478894233704,1100,392,0.6790938973426819,952,393,0.667449951171875,1150,452,0.42468440532684326,897,452,0.3768739700317383,1170,495,0.4631655514240265,842,484,0.47919395565986633,1065,525,0.6603344678878784,953,522,0.5233349204063416,1066,621,0.5873778462409973,956,620,0.6638277769088745,1063,712,0.47791776061058044,937,713,0.43327203392982483
24,1021,345,0.6891308426856995,1100,390,0.6809312105178833,949,393,0.7252681255340576,1156,447,0.4029633402824402,876,454,0.35467255115509033,1191,497,0.42812713980674744,819,484,0.4050612151622772,1060,523,0.6691846251487732,948,521,0.516740083694458,1053,624,0.6412878632545471,957,623,0.7114073634147644,1057,712,0.4956800639629364,941,714,0.5024389028549194
25,1021,345,0.671788215637207,1099,389,0.7018360495567322,943,390,0.738633394241333,1169,455,0.4699224829673767,864,450,0.3616929054260254,1210,487,0.5073102712631226,818,478,0.4417741298675537,1063,516,0.599043071269989,949,516,0.4996880292892456,1060,616,0.614376962184906,958,617,0.7303667068481445,1063,712,0.521392285823822,950,714,0.5276707410812378
26,1021,346,0.6821097135543823,1092,388,0.6917378902435303,942,389,0.6953210234642029,1170,441,0.39597901701927185,856,440,0.3946652114391327,1194,463,0.5085358619689941,799,461,0.3950778841972351,1058,518,0.631043553352356,950,517,0.5231448411941528,1048,614,0.6073954105377197,956,611,0.6872897148132324,1055,712,0.49693989753723145,946,720,0.4725841283798218
