FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1002,340,0.6027376055717468,1078,382,0.4989496171474457,936,387,0.5398845076560974,1109,441,0.40136808156967163,899,443,0.3993420898914337,1085,483,0.49418386816978455,889,471,0.2548612952232361,1036,518,0.5411795377731323,958,520,0.5725887417793274,1031,622,0.5169863104820251,957,624,0.5439620018005371,1052,719,0.41968485713005066,931,719,0.3577718138694763
1,1003,339,0.5877833366394043,1064,379,0.38306915760040283,935,384,0.5126657485961914,1109,441,0.37892815470695496,896,441,0.39989277720451355,1094,474,0.5023604035377502,883,466,0.2771490216255188,1038,518,0.5350171327590942,948,517,0.4245862364768982,1035,622,0.5242382287979126,955,622,0.5334786772727966,1052,720,0.40269654989242554,935,721,0.3566417992115021
2,1004,339,0.5974728465080261,1065,380,0.38629212975502014,937,384,0.508661150932312,1110,440,0.39648959040641785,898,440,0.41273728013038635,1092,483,0.5289424061775208,885,462,0.2395889163017273,1040,517,0.5348626375198364,949,516,0.4080069065093994,1035,618,0.5435959100723267,957,618,0.5577039122581482,1051,715,0.44748684763908386,935,718,0.3904096186161041
3,1005,338,0.583668053150177,1067,378,0.3889343738555908,939,384,0.4991174638271332,1114,440,0.3994867503643036,898,440,0.4035058617591858,1098,481,0.5119171738624573,879,456,0.2510591447353363,1043,517,0.5398501753807068,953,515,0.42457762360572815,1036,617,0.558429479598999,959,619,0.5335744023323059,1054,714,0.44799670577049255,938,718,0.40997010469436646
4,1005,339,0.6033205389976501,1081,382,0.47619980573654175,940,385,0.5106842517852783,1112,442,0.3924272060394287,900,440,0.397405743598938,1093,482,0.4942406415939331,879,460,0.24652597308158875,1039,517,0.509253740310669,951,515,0.4061478078365326,1031,620,0.5131945013999939,956,621,0.5384607315063477,1052,716,0.4542708694934845,929,715,0.3202281594276428
5,1004,339,0.5996934771537781,1079,381,0.46295350790023804,940,384,0.49679577350616455,1109,439,0.4127911329269409,903,441,0.4066254198551178,1094,475,0.5362761616706848,884,463,0.23321546614170074,1035,516,0.4630398452281952,949,515,0.37174850702285767,1028,620,0.5116789937019348,956,621,0.541043758392334,1053,716,0.46636706590652466,937,718,0.39008793234825134
6,1003,342,0.6271844506263733,1077,382,0.5153483152389526,940,387,0.5465957522392273,1100,441,0.3956787586212158,903,442,0.4140823483467102,1086,486,0.5303021669387817,883,468,0.259947806596756,1035,517,0.4965956211090088,959,517,0.5276517271995544,1023,624,0.48497912287712097,958,625,0.5190888047218323,1051,719,0.448579341173172,934,719,0.3553183078765869
7,1005,343,0.6576170325279236,1078,383,0.533184289932251,941,388,0.548479437828064,1103,444,0.39776256680488586,903,443,0.40391018986701965,1086,484,0.5201392769813538,879,467,0.25804248452186584,1034,517,0.49882179498672485,950,516,0.422465443611145,1025,624,0.4883017838001251,958,619,0.5005149841308594,1051,719,0.4426610767841339,933,719,0.35221779346466064
8,1006,344,0.683870792388916,1078,386,0.5715945959091187,941,390,0.5795746445655823,1108,439,0.3618060350418091,899,445,0.4043262004852295,1091,497,0.47243937849998474,883,484,0.41918984055519104,1032,521,0.548245906829834,946,520,0.43552061915397644,1023,623,0.4590378999710083,955,620,0.5163939595222473,1050,718,0.4503263831138611,931,719,0.3652365505695343
9,1008,344,0.7038022875785828,1078,385,0.5617998838424683,939,388,0.5610476136207581,1101,445,0.4172496497631073,895,443,0.44209954142570496,1094,490,0.46822962164878845,879,483,0.41733166575431824,1027,518,0.4859020411968231,953,517,0.6075060367584229,1037,622,0.5758293271064758,948,619,0.5211465954780579,1045,720,0.4222787320613861,927,720,0.394245982170105
10,1008,344,0.7031456828117371,1079,385,0.5577205419540405,939,388,0.5581831336021423,1103,445,0.4027400016784668,894,442,0.4333036541938782,1084,484,0.4440298080444336,879,479,0.39041855931282043,1031,517,0.4987366199493408,954,517,0.590162992477417,1021,621,0.47299161553382874,954,627,0.5514453649520874,1046,720,0.41727912425994873,928,718,0.3756616711616516
11,1008,344,0.7047853469848633,1066,383,0.4464823603630066,937,389,0.6014434695243835,1108,445,0.4164365530014038,892,443,0.4380525052547455,1099,491,0.4872816801071167,884,484,0.4277135133743286,1032,520,0.5521220564842224,954,520,0.6112269163131714,1021,621,0.4479089379310608,951,622,0.5582844018936157,1053,716,0.45607659220695496,929,720,0.39891889691352844
12,1006,342,0.6761152744293213,1068,386,0.47022193670272827,936,389,0.620861828327179,1119,440,0.3873421251773834,891,445,0.42096105217933655,1101,489,0.49068450927734375,889,491,0.47902607917785645,1030,520,0.5355072617530823,952,520,0.5752775073051453,1027,624,0.4466383159160614,947,626,0.5293923020362854,1056,715,0.44953256845474243,924,719,0.3666248023509979
13,1006,343,0.6749743819236755,1079,387,0.5779446959495544,936,388,0.5983506441116333,1110,440,0.34758663177490234,896,443,0.375814825296402,1099,497,0.5418744683265686,886,493,0.4662998914718628,1021,521,0.48626869916915894,950,520,0.5870233774185181,1034,624,0.5308311581611633,940,619,0.48797711730003357,1054,716,0.44569826126098633,926,719,0.3669978380203247
14,1005,342,0.6456177234649658,1069,386,0.4620320796966553,938,389,0.6004868745803833,1114,438,0.37204334139823914,895,447,0.43251654505729675,1121,493,0.5982616543769836,859,494,0.49720704555511475,1028,520,0.4977894723415375,956,519,0.5659168362617493,1030,624,0.4826928377151489,947,618,0.48217299580574036,1057,716,0.4513760209083557,931,719,0.3459581434726715
15,1005,341,0.621396005153656,1070,386,0.505771279335022,939,390,0.6042677760124207,1107,447,0.3774541914463043,882,453,0.40605446696281433,1135,489,0.5978348851203918,858,485,0.5297192335128784,1028,516,0.47247281670570374,954,514,0.5418011546134949,1027,621,0.49749693274497986,947,618,0.5713409781455994,1051,718,0.4523278474807739,934,720,0.35319167375564575
16,1003,343,0.6322550177574158,1079,380,0.4613204002380371,936,389,0.5937197208404541,1118,430,0.46228930354118347,865,429,0.3724408447742462,1140,424,0.40723809599876404,813,443,0.5090773105621338,1035,509,0.5443899035453796,955,508,0.5849173069000244,1022,613,0.4700249433517456,948,611,0.5974343419075012,1051,715,0.45672807097435,933,712,0.3012573719024658
17,999,344,0.5796167254447937,1086,380,0.5400384664535522,937,385,0.527454674243927,1133,399,0.42207345366477966,848,404,0.35366520285606384,1180,391,0.45003920793533325,791,395,0.3755013048648834,1033,514,0.4742143452167511,956,518,0.5761349201202393,1030,622,0.531928300857544,953,625,0.5712422728538513,1050,719,0.4445379674434662,935,723,0.35983994603157043
18,997,344,0.5274288654327393,1083,383,0.5951178073883057,929,385,0.5436367988586426,1135,379,0.425518661737442,855,392,0.40169766545295715,1193,361,0.5473910570144653,778,364,0.634170651435852,1027,522,0.49829739332199097,950,527,0.6507405042648315,1020,635,0.4837615191936493,938,638,0.6541528701782227,1049,722,0.442556768655777,940,725,0.3559960126876831
19,995,341,0.5092248916625977,1077,380,0.663561224937439,932,383,0.48126843571662903,1120,375,0.3970428705215454,853,376,0.44259291887283325,1187,346,0.6143047213554382,775,343,0.7172072529792786,1023,519,0.4409438371658325,950,524,0.6229499578475952,1033,629,0.5421010255813599,934,632,0.6108484864234924,1051,718,0.5143182873725891,933,723,0.4552434980869293
20,997,342,0.551296591758728,1068,379,0.5651283264160156,939,382,0.5405190587043762,1152,355,0.3297358751296997,857,362,0.43183985352516174,1200,310,0.6271589994430542,770,306,0.6924152374267578,1033,522,0.5546842217445374,945,524,0.45595619082450867,1033,638,0.47684043645858765,937,637,0.6373786926269531,1050,722,0.4610440135002136,934,722,0.4399605095386505
21,995,340,0.5346012115478516,1081,382,0.5958517789840698,940,378,0.47300106287002563,1147,352,0.40333518385887146,866,354,0.4310668110847473,1173,287,0.6850569248199463,806,289,0.6027436256408691,1036,524,0.5807209014892578,947,525,0.45997101068496704,1043,630,0.5276997685432434,942,629,0.5664671659469604,1053,721,0.4877445697784424,935,723,0.43114346265792847
22,1000,341,0.5736075639724731,1081,379,0.5858443379402161,941,377,0.4521307051181793,1142,332,0.4914187490940094,862,338,0.4368588924407959,1172,266,0.7648879289627075,802,271,0.6718414425849915,1033,522,0.6020720601081848,947,523,0.5007843971252441,1039,634,0.5423025488853455,953,632,0.5617794394493103,1052,720,0.5174113512039185,938,722,0.4806174337863922
23,1001,332,0.4506230056285858,1080,379,0.5632517337799072,932,376,0.495744526386261,1148,321,0.5737774968147278,867,324,0.4189744293689728,1161,247,0.5879091620445251,807,251,0.6903169751167297,1030,527,0.6082988977432251,951,529,0.7076141834259033,1037,640,0.6593471169471741,946,641,0.6554978489875793,1050,721,0.48946288228034973,942,720,0.5031592845916748
24,1002,329,0.4952967166900635,1070,374,0.6360235214233398,938,378,0.5362175703048706,1128,329,0.5389795303344727,886,324,0.3184361159801483,1144,244,0.5038726329803467,834,257,0.5646520853042603,1034,515,0.5595373511314392,948,517,0.4531395435333252,1029,630,0.623146116733551,949,631,0.6280893683433533,1047,725,0.4857383370399475,940,724,0.544491708278656
25,1005,327,0.5176039338111877,1074,372,0.6335480213165283,942,376,0.5600983500480652,1128,321,0.4772399067878723,875,312,0.3751007616519928,1138,245,0.5103678107261658,848,252,0.46364912390708923,1037,515,0.5416301488876343,957,518,0.5979494452476501,1026,632,0.5901169180870056,949,634,0.6201333403587341,1051,717,0.48376452922821045,941,723,0.5178748965263367
26,1003,326,0.48661792278289795,1072,369,0.6188774704933167,941,375,0.565502941608429,1128,318,0.503129243850708,909,321,0.3581387400627136,1143,252,0.4803157150745392,860,247,0.35106146335601807,1035,516,0.5511864423751831,957,519,0.6227548718452454,1031,633,0.6340894103050232,950,633,0.6365268230438232,1053,720,0.5217204093933105,942,724,0.5203921794891357
27,1001,321,0.48600855469703674,1075,363,0.597698450088501,937,370,0.6041154265403748,1135,304,0.4026698172092438,911,317,0.291970819234848,1146,230,0.5135354399681091,866,244,0.33887818455696106,1034,517,0.5860065221786499,951,519,0.6854402422904968,1025,637,0.6395073533058167,948,636,0.7016592025756836,1048,720,0.511824905872345,942,725,0.5760807394981384
28,997,324,0.42926159501075745,1071,361,0.5826519727706909,935,368,0.5549401640892029,1132,299,0.5787012577056885,899,311,0.3297489583492279,1135,236,0.3761501908302307,869,241,0.437294065952301,1033,515,0.5542420148849487,952,518,0.6627978682518005,1026,634,0.6131088733673096,949,632,0.6628369092941284,1038,725,0.46208688616752625,942,723,0.5621898770332336
29,1008,322,0.44280239939689636,1063,361,0.5851360559463501,939,368,0.5813428163528442,1130,292,0.5151181817054749,904,296,0.2762267589569092,1127,229,0.374030202627182,879,234,0.42331287264823914,1032,513,0.47696441411972046,952,515,0.6187355518341064,1039,631,0.6122583746910095,944,630,0.6546217799186707,1041,721,0.5122755169868469,939,723,0.5702317357063293
30,1011,332,0.4888076186180115,1069,372,0.6151717305183411,958,376,0.5124672055244446,1110,320,0.47001543641090393,903,321,0.4523381292819977,1096,254,0.3157012164592743,881,248,0.5563010573387146,1029,512,0.44310322403907776,954,516,0.6121910214424133,1040,630,0.596479594707489,950,628,0.6127004623413086,1044,726,0.46174153685569763,937,722,0.5129434466362
31,1011,332,0.48345839977264404,1071,374,0.6166812777519226,959,376,0.48508909344673157,1106,321,0.44263017177581787,903,302,0.41230520606040955,1081,263,0.2968771159648895,899,249,0.3912404775619507,1029,513,0.4718465805053711,954,516,0.6244035959243774,1020,633,0.5504298806190491,952,629,0.6079016923904419,1045,726,0.44550126791000366,938,722,0.4610559940338135
