FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1012,343,0.7308037877082825,1066,380,0.4721648097038269,959,392,0.5350387096405029,1147,417,0.39084553718566895,877,421,0.29548293352127075,1214,420,0.5932908654212952,791,439,0.48835721611976624,1034,507,0.5820142030715942,952,508,0.5264021754264832,1011,608,0.4417744576931,947,600,0.5771709680557251,1031,708,0.3592224419116974,927,709,0.38126248121261597
1,1011,341,0.7296145558357239,1066,376,0.3778710663318634,953,387,0.5523660182952881,1144,402,0.3290037512779236,869,409,0.3590739667415619,1236,401,0.6466575860977173,758,399,0.5006082057952881,1043,514,0.5584383010864258,958,512,0.48158013820648193,1003,611,0.48381492495536804,947,600,0.5615329146385193,1008,710,0.37107017636299133,931,711,0.30841025710105896
2,1011,343,0.7119308114051819,1069,379,0.4210134446620941,943,388,0.5528500080108643,1162,393,0.4159737527370453,840,398,0.37670108675956726,1246,370,0.6911678910255432,750,375,0.5542176365852356,1037,516,0.5616207122802734,950,515,0.5673834085464478,1008,612,0.4923551678657532,941,601,0.5530002117156982,1010,709,0.3690464198589325,932,711,0.3161112666130066
3,1013,343,0.6313478946685791,1069,379,0.39026597142219543,936,390,0.5215853452682495,1185,383,0.3575855493545532,815,385,0.3512059450149536,1256,353,0.711473286151886,728,357,0.6702951192855835,1032,514,0.4727717936038971,946,516,0.5507728457450867,1012,612,0.4874887764453888,937,602,0.5068086385726929,1011,709,0.34979596734046936,931,711,0.3504776358604431
4,1009,343,0.6343483328819275,1067,379,0.37984994053840637,919,384,0.41960665583610535,1183,373,0.4715111553668976,777,358,0.35771116614341736,1261,323,0.7342817783355713,710,324,0.6136583089828491,1022,519,0.5965428948402405,935,522,0.6000429391860962,1000,613,0.5430552363395691,930,610,0.5322022438049316,1009,708,0.3897993266582489,929,711,0.35210561752319336
5,1010,341,0.6241437196731567,1088,381,0.5310877561569214,923,380,0.41739559173583984,1178,367,0.44328129291534424,813,353,0.383337140083313,1263,309,0.7612932324409485,722,313,0.664181113243103,1028,519,0.5936221480369568,939,523,0.620090901851654,1004,612,0.533257782459259,935,611,0.5898850560188293,1028,706,0.368329793214798,930,714,0.43516701459884644
6,1014,338,0.5814622044563293,1089,380,0.532462477684021,928,377,0.3863425850868225,1175,363,0.3987836539745331,844,355,0.399562269449234,1255,290,0.6074075102806091,742,307,0.5386395454406738,1031,520,0.6026498079299927,941,524,0.6294485330581665,1007,612,0.551000714302063,932,615,0.5895095467567444,1028,710,0.35296955704689026,928,719,0.39919906854629517
7,1013,336,0.5591364502906799,1068,374,0.4967802166938782,937,375,0.3320320248603821,1172,350,0.30951499938964844,853,352,0.5177142024040222,1245,281,0.7149027585983276,758,288,0.672989547252655,1024,515,0.36210083961486816,948,520,0.5910747051239014,1012,612,0.5367645025253296,935,613,0.5909972190856934,1012,711,0.3748924434185028,931,721,0.37840232253074646
8,1019,331,0.4467789828777313,1064,372,0.505489706993103,948,380,0.4894947111606598,1178,316,0.3668065667152405,844,328,0.4142060875892639,1239,254,0.6612287759780884,762,267,0.7394261956214905,1021,514,0.38834458589553833,947,518,0.6357949376106262,999,614,0.5658063888549805,935,615,0.598174512386322,1003,712,0.4024834930896759,930,718,0.43568694591522217
9,1014,330,0.5902352333068848,1081,374,0.5897987484931946,945,377,0.5653827786445618,1169,316,0.385820209980011,851,321,0.36890098452568054,1227,244,0.7049366235733032,769,257,0.7204281091690063,1035,517,0.6324626207351685,946,520,0.711426317691803,1008,617,0.6478524804115295,938,620,0.6631503105163574,1003,712,0.42032238841056824,931,718,0.4955810308456421
10,1011,330,0.5571938753128052,1073,371,0.5888041257858276,938,375,0.5463176369667053,1152,314,0.3805246949195862,861,319,0.4063071608543396,1208,241,0.6118738651275635,779,248,0.46335354447364807,1038,518,0.6725122928619385,946,518,0.6681208610534668,1008,616,0.6387310028076172,935,616,0.6496182084083557,1007,710,0.4313294291496277,931,717,0.5055528283119202
11,1011,326,0.5626063346862793,1076,369,0.5584633946418762,939,372,0.5808345079421997,1156,303,0.4139913320541382,872,314,0.27528056502342224,1204,229,0.41583192348480225,794,243,0.3316086530685425,1034,518,0.6858726143836975,941,515,0.651373028755188,1002,617,0.647678792476654,934,618,0.6326314210891724,1006,712,0.43983548879623413,932,717,0.4884873628616333
12,1009,325,0.483867347240448,1073,369,0.6015446186065674,947,372,0.626130223274231,1137,306,0.4433853030204773,923,312,0.2417507767677307,1169,221,0.4431855082511902,875,239,0.17951083183288574,1041,517,0.6607487201690674,947,514,0.6035768985748291,1025,618,0.6723697781562805,945,620,0.6891499757766724,1018,708,0.4203278422355652,942,715,0.4804258644580841
13,1008,325,0.4744183123111725,1068,369,0.6075924634933472,946,373,0.602929949760437,1129,310,0.44856923818588257,929,321,0.3089432120323181,1158,228,0.4274100363254547,873,241,0.25139448046684265,1042,514,0.6530277729034424,948,512,0.5791298747062683,1027,616,0.6574957966804504,947,616,0.7107503414154053,1018,707,0.39890405535697937,944,714,0.4969499707221985
14,1012,329,0.5512984395027161,1074,371,0.563982367515564,946,375,0.5855984687805176,1138,287,0.4060331881046295,917,321,0.2578316330909729,1145,232,0.21449033915996552,867,240,0.3017781674861908,1026,505,0.5453054904937744,957,509,0.6191598773002625,1017,613,0.5301386713981628,952,604,0.5750312805175781,1021,705,0.3508344292640686,945,708,0.44024157524108887
15,1013,328,0.5648573637008667,1076,371,0.5545980334281921,945,375,0.5494700074195862,1138,288,0.3782004415988922,919,324,0.26401379704475403,1147,234,0.2265409678220749,869,240,0.3039088845252991,1030,504,0.5478420853614807,958,508,0.5947123765945435,1017,612,0.5049617886543274,950,601,0.5460160374641418,1020,704,0.34032395482063293,943,706,0.4329003393650055
16,1013,327,0.5656044483184814,1076,370,0.5683272480964661,946,376,0.5324370265007019,1135,293,0.4403981566429138,928,347,0.25582051277160645,1138,233,0.24109944701194763,909,263,0.18956828117370605,1027,504,0.5212830305099487,956,508,0.6088863015174866,1015,613,0.497134804725647,950,605,0.5705251693725586,1018,707,0.35706400871276855,944,709,0.42813804745674133
17,1012,326,0.5416213274002075,1076,367,0.563048243522644,947,373,0.5608194470405579,1134,290,0.4572494328022003,921,321,0.28123584389686584,1140,221,0.25178804993629456,875,241,0.3149838447570801,1027,504,0.5364854335784912,955,507,0.6333007216453552,1015,613,0.5056109428405762,949,604,0.5728574395179749,1021,704,0.3513166606426239,943,708,0.441997766494751
18,1009,325,0.5270056128501892,1075,367,0.5713497996330261,947,374,0.5513948798179626,1136,292,0.4262644052505493,923,320,0.22769111394882202,1137,232,0.24740859866142273,874,240,0.29617249965667725,1028,502,0.5412117838859558,957,506,0.6160677671432495,1015,613,0.4887932240962982,949,603,0.5560358166694641,1020,704,0.34218618273735046,944,706,0.43112218379974365
19,1010,326,0.5445559620857239,1076,366,0.5623593330383301,950,374,0.5437851548194885,1133,294,0.4150605797767639,925,347,0.23546278476715088,1134,233,0.22762711346149445,870,236,0.3803498148918152,1027,502,0.540545642375946,958,506,0.6128621697425842,1015,612,0.4879549741744995,950,602,0.5564028024673462,1022,702,0.3375365138053894,944,706,0.4452839195728302
20,1010,326,0.5227814316749573,1076,366,0.5558264851570129,949,374,0.5440066456794739,1135,295,0.41242048144340515,923,348,0.257538378238678,1136,234,0.24299044907093048,892,255,0.23107455670833588,1027,502,0.5342813730239868,958,507,0.612250566482544,1016,612,0.499772310256958,950,602,0.5551456809043884,1023,702,0.3297102451324463,945,706,0.4454653561115265
