FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1006,340,0.679603636264801,1066,382,0.47380656003952026,938,386,0.5499380230903625,1110,436,0.41771337389945984,893,441,0.41302648186683655,1114,492,0.5612800717353821,885,482,0.46121203899383545,1037,514,0.5807203054428101,948,512,0.4767177402973175,1046,616,0.6225070357322693,949,616,0.49003085494041443,1054,705,0.43448013067245483,945,709,0.42301058769226074
1,1004,340,0.6641290187835693,1065,381,0.4424552619457245,938,385,0.5401535630226135,1112,435,0.4243892729282379,896,437,0.42410171031951904,1116,490,0.5380433797836304,882,478,0.3989182114601135,1040,512,0.6012961864471436,951,509,0.5290475487709045,1047,613,0.6455512642860413,956,612,0.5050762295722961,1054,697,0.3630509078502655,944,708,0.4306698441505432
2,1004,339,0.6382959485054016,1066,381,0.43088269233703613,941,388,0.5528876185417175,1117,433,0.4238353669643402,898,441,0.4608306288719177,1118,497,0.5182225108146667,885,478,0.4252243936061859,1044,512,0.6001801490783691,956,511,0.5358960032463074,1048,611,0.6225569248199463,963,608,0.48090121150016785,1053,702,0.3589094281196594,945,711,0.42580369114875793
3,1004,339,0.6241180300712585,1066,381,0.42036229372024536,941,388,0.5551151037216187,1115,435,0.4410952925682068,900,441,0.4694196581840515,1117,497,0.5118482112884521,882,476,0.41982904076576233,1040,512,0.6106853485107422,954,511,0.5401846170425415,1044,609,0.5989936590194702,962,607,0.4883047938346863,1051,702,0.37373465299606323,946,708,0.4462438225746155
4,1004,339,0.5961878299713135,1067,382,0.455314576625824,939,390,0.6077008247375488,1116,437,0.4153974950313568,898,444,0.4531099200248718,1118,498,0.4977933168411255,880,477,0.4038347601890564,1038,513,0.5978365540504456,950,512,0.4991382360458374,1038,606,0.5551484227180481,953,606,0.43563196063041687,1052,699,0.373140424489975,940,706,0.446031391620636
5,1003,339,0.5686586499214172,1067,383,0.46117812395095825,935,391,0.6081830263137817,1118,441,0.3981308043003082,896,447,0.45610034465789795,1120,499,0.48671451210975647,882,481,0.4295133054256439,1033,516,0.547918975353241,945,515,0.4525075852870941,1023,607,0.458426296710968,960,607,0.5313895344734192,1044,699,0.3923225998878479,934,706,0.43483495712280273
6,1006,340,0.6368839144706726,1071,382,0.4996880888938904,943,392,0.6165381073951721,1121,441,0.4125739336013794,903,446,0.41217249631881714,1120,493,0.4113796651363373,886,484,0.4324187934398651,1043,519,0.5657002925872803,953,515,0.43782249093055725,1044,613,0.5866860151290894,964,614,0.5436775088310242,1049,705,0.3902193605899811,940,710,0.4285813570022583
7,1007,338,0.6056274771690369,1071,380,0.47443124651908875,951,392,0.5701552033424377,1115,441,0.45245301723480225,911,447,0.3970811665058136,1121,493,0.4389110505580902,888,484,0.40542322397232056,1046,517,0.5822930335998535,959,515,0.498157262802124,1056,613,0.6322320103645325,956,615,0.4493911862373352,1052,705,0.3666878640651703,947,712,0.43598175048828125
8,1012,339,0.647584855556488,1072,381,0.5043238401412964,954,394,0.5730701684951782,1118,439,0.34693384170532227,910,446,0.39733439683914185,1129,495,0.48171648383140564,887,481,0.3789544701576233,1051,516,0.5850696563720703,962,515,0.5121240019798279,1061,612,0.6220183372497559,962,614,0.4402121901512146,1052,706,0.3571857810020447,949,714,0.4135165810585022
9,1012,341,0.687026858329773,1072,382,0.5221513509750366,954,391,0.5778911113739014,1116,439,0.34131771326065063,913,444,0.42291098833084106,1125,492,0.4617643356323242,895,479,0.3386072814464569,1054,514,0.6104832887649536,965,513,0.5955730676651001,1055,615,0.6263192892074585,954,613,0.39819392561912537,1050,705,0.3603426218032837,946,711,0.4112512469291687
10,1011,341,0.64799964427948,1073,383,0.5441213250160217,948,389,0.5687131881713867,1122,438,0.27781108021736145,903,443,0.4288700520992279,1118,487,0.4045710861682892,887,474,0.33548831939697266,1045,513,0.6127755641937256,957,512,0.5416539907455444,1031,611,0.5283466577529907,965,611,0.532817006111145,1042,703,0.33892202377319336,939,708,0.4038997292518616
11,1011,341,0.651159942150116,1076,384,0.5720081925392151,950,391,0.5859999656677246,1125,438,0.2904305160045624,907,446,0.43024277687072754,1124,487,0.4165962338447571,896,484,0.3656686246395111,1045,516,0.575991690158844,956,515,0.50182044506073,1029,612,0.5236997008323669,953,615,0.4096130430698395,1043,705,0.37733590602874756,939,710,0.4010578691959381
12,1012,340,0.6754153966903687,1080,383,0.5515555739402771,950,390,0.5726193785667419,1128,442,0.3477727174758911,902,443,0.40414801239967346,1134,491,0.4657796025276184,872,465,0.2961401641368866,1048,518,0.5890164375305176,956,516,0.5353007316589355,1025,611,0.5102267265319824,966,614,0.565388560295105,1039,707,0.3653460741043091,936,709,0.28411200642585754
13,1014,340,0.6526378393173218,1083,385,0.5729816555976868,948,391,0.6159113645553589,1129,444,0.32594144344329834,900,444,0.4012453854084015,1144,494,0.4651348292827606,876,466,0.3160991668701172,1050,518,0.5805699825286865,954,515,0.4575560986995697,1029,614,0.5304431319236755,962,618,0.6108125448226929,1042,710,0.38023072481155396,928,715,0.34888166189193726
14,1013,339,0.5498666763305664,1086,384,0.551101803779602,948,390,0.5869903564453125,1133,446,0.33929890394210815,900,445,0.4076177775859833,1147,497,0.4525642991065979,879,469,0.3137003779411316,1052,518,0.5781745314598083,955,515,0.4693506062030792,1037,613,0.5634615421295166,963,615,0.5863151550292969,1047,709,0.39909353852272034,932,713,0.33790352940559387
15,1014,337,0.5192663073539734,1085,383,0.557473361492157,948,389,0.5907894968986511,1131,443,0.32196617126464844,900,444,0.4127039909362793,1146,496,0.46371719241142273,873,461,0.3050616681575775,1047,517,0.5910434126853943,954,517,0.5144979953765869,1028,609,0.5038175582885742,959,610,0.6186553835868835,1039,708,0.3578244149684906,929,711,0.32704219222068787
16,1015,337,0.5667225122451782,1083,382,0.551530659198761,949,389,0.5822457671165466,1130,441,0.30392539501190186,902,444,0.43122532963752747,1145,497,0.4770093560218811,877,461,0.3019222915172577,1048,517,0.601105809211731,954,517,0.5201215744018555,1034,611,0.5426653027534485,960,613,0.6274538040161133,1039,707,0.3620983958244324,932,710,0.3149073123931885
17,1014,337,0.5410955548286438,1084,380,0.5346423983573914,949,387,0.5502014756202698,1126,443,0.3340551555156708,903,443,0.4432319104671478,1136,496,0.42436471581459045,876,460,0.292711466550827,1047,514,0.6342012882232666,955,513,0.5600866675376892,1033,605,0.48239022493362427,961,605,0.5766919851303101,1040,703,0.3864120543003082,946,711,0.38023269176483154
18,1015,338,0.5770328044891357,1086,380,0.5276371240615845,953,388,0.5392511487007141,1130,443,0.34539827704429626,909,443,0.4544741213321686,1135,493,0.4036686420440674,881,461,0.294357031583786,1051,514,0.6355047225952148,957,512,0.5788521766662598,1039,605,0.5273644924163818,961,607,0.5806496739387512,1045,705,0.4086736738681793,936,708,0.29384273290634155
19,1015,339,0.6178373098373413,1084,380,0.5292102694511414,956,388,0.5193328261375427,1126,442,0.3526686429977417,911,442,0.454725980758667,1111,488,0.3137408494949341,883,459,0.29670292139053345,1054,512,0.6391386985778809,960,510,0.5961163640022278,1035,606,0.5188839435577393,950,609,0.45734158158302307,1046,704,0.39805835485458374,945,712,0.3972143530845642
20,1016,339,0.5984975695610046,1088,381,0.5379473567008972,957,389,0.5214238166809082,1130,439,0.2905387282371521,910,443,0.4707227051258087,1130,489,0.3837467133998871,881,461,0.3095150589942932,1054,515,0.6168678402900696,960,513,0.5744453072547913,1040,605,0.5185957551002502,948,609,0.45442497730255127,1048,706,0.4106815457344055,944,713,0.4002607762813568
21,1017,339,0.5986467003822327,1090,382,0.564241349697113,956,389,0.542907178401947,1132,437,0.3018651008605957,909,443,0.4591905176639557,1127,494,0.41099312901496887,882,465,0.33014875650405884,1052,518,0.5764079093933105,957,517,0.5319017767906189,1041,608,0.5640743970870972,964,610,0.5697811841964722,1046,707,0.4027501940727234,937,709,0.3007001280784607
22,1016,339,0.5897656083106995,1086,381,0.560208261013031,957,388,0.5342042446136475,1127,439,0.30515238642692566,911,442,0.43149200081825256,1120,490,0.3601246774196625,884,462,0.26233309507369995,1049,518,0.5698655843734741,954,516,0.5097450613975525,1030,612,0.5502265095710754,962,612,0.5880714058876038,1043,709,0.3929940462112427,932,711,0.34550583362579346
23,1016,339,0.5895310044288635,1094,383,0.5727502107620239,960,385,0.502565324306488,1128,441,0.3506445586681366,915,439,0.3992614448070526,1147,496,0.44701090455055237,878,461,0.2825041115283966,1050,510,0.64105623960495,960,508,0.6067987084388733,1033,609,0.548290491104126,964,608,0.5763956308364868,1044,708,0.41339272260665894,945,713,0.4176143705844879
24,1018,339,0.6471468210220337,1087,383,0.5678462386131287,953,389,0.5605273842811584,1134,447,0.3735291063785553,902,444,0.44763925671577454,1154,498,0.42223918437957764,864,483,0.525394856929779,1053,515,0.6160629987716675,957,513,0.5851447582244873,1039,616,0.6344039440155029,964,612,0.6052840352058411,1054,707,0.4465523958206177,938,709,0.2992488145828247
25,1022,338,0.5556062459945679,1094,383,0.5420532822608948,962,387,0.5165350437164307,1143,440,0.41347894072532654,906,441,0.4543685019016266,1184,488,0.5474782586097717,871,487,0.5042930245399475,1064,514,0.5704358220100403,963,513,0.5587093234062195,1059,612,0.5560832619667053,955,614,0.5716031789779663,1064,701,0.39952659606933594,952,707,0.36630508303642273
26,1023,338,0.5876278281211853,1094,380,0.49219074845314026,964,387,0.4792669415473938,1147,437,0.37193435430526733,901,439,0.4222866892814636,1205,490,0.5454961657524109,837,467,0.3951829671859741,1074,512,0.5792412161827087,971,510,0.6295700669288635,1065,613,0.5803059339523315,957,614,0.5996235013008118,1065,701,0.3924820125102997,956,707,0.3613157868385315
27,1021,342,0.7212681174278259,1090,380,0.49553564190864563,950,384,0.4635295271873474,1168,426,0.38077110052108765,899,428,0.35579100251197815,1211,438,0.49490147829055786,797,447,0.42394545674324036,1072,508,0.5937857031822205,973,507,0.6307885050773621,1060,610,0.5614176392555237,960,606,0.49385756254196167,1065,706,0.36683714389801025,950,708,0.37831422686576843
28,1022,343,0.72098308801651,1093,380,0.6505078673362732,950,383,0.46713608503341675,1160,416,0.4017348289489746,882,420,0.3142053484916687,1225,418,0.39762356877326965,789,433,0.5602763891220093,1066,509,0.625126838684082,970,509,0.6496481895446777,1049,611,0.609043538570404,967,604,0.5668795704841614,1056,708,0.38537636399269104,943,711,0.38191208243370056
