FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1012,343,0.6077733635902405,1082,378,0.6692219972610474,932,384,0.49930983781814575,1140,373,0.3665239214897156,842,389,0.4088784158229828,1203,345,0.5265021324157715,790,361,0.5682593584060669,1025,521,0.6144090294837952,941,521,0.6516551971435547,1026,621,0.587493896484375,934,626,0.6095187664031982,1039,718,0.44815313816070557,944,721,0.48327264189720154
1,1023,341,0.5560156106948853,1071,375,0.6709733009338379,933,378,0.5804035067558289,1147,365,0.3986845016479492,827,363,0.4685949385166168,1200,315,0.4489895701408386,781,330,0.531575620174408,1011,517,0.5950125455856323,934,519,0.6310592889785767,1003,620,0.6161893010139465,925,624,0.6517517566680908,1036,712,0.5435832142829895,941,717,0.5697529315948486
2,1010,334,0.4619607627391815,1071,377,0.7084102630615234,922,376,0.3973102569580078,1151,362,0.49518877267837524,830,351,0.48793697357177734,1196,293,0.594460129737854,787,297,0.5166477560997009,1016,517,0.6053488254547119,932,519,0.6554557681083679,1010,620,0.6347325444221497,923,626,0.6365330815315247,1038,712,0.5488056540489197,938,717,0.5907222032546997
3,1002,340,0.5154218673706055,1078,376,0.6835566163063049,937,377,0.541318953037262,1144,356,0.44083306193351746,852,347,0.4550943672657013,1189,284,0.7230920791625977,795,292,0.6675975918769836,1025,521,0.5300099849700928,948,525,0.6869496703147888,1041,624,0.5800011157989502,933,628,0.6575530171394348,1051,713,0.5889158248901367,944,720,0.5810948610305786
4,1002,336,0.46414148807525635,1063,373,0.640446126461029,931,373,0.6024032831192017,1146,326,0.508160412311554,850,328,0.5061565041542053,1183,247,0.7117537260055542,812,256,0.7014839053153992,1017,525,0.5536463260650635,943,528,0.7547957301139832,1014,630,0.398260235786438,930,635,0.7076308727264404,1040,711,0.5936336517333984,948,720,0.5917242169380188
5,1008,329,0.54899001121521,1063,365,0.619896650314331,928,367,0.6232811212539673,1145,323,0.5805599093437195,863,325,0.5106083750724792,1182,236,0.5598443150520325,820,263,0.5930541157722473,1028,528,0.7727614641189575,936,527,0.7769045829772949,1009,624,0.6299141645431519,933,632,0.71379154920578,1035,710,0.6081178784370422,950,721,0.604986846446991
6,1005,327,0.4907629191875458,1060,363,0.5982293486595154,931,365,0.6051650047302246,1142,315,0.5648612976074219,869,322,0.5411183834075928,1170,238,0.5430172681808472,835,248,0.5319309234619141,1029,527,0.7557116746902466,938,527,0.7555196285247803,1013,623,0.6236623525619507,934,629,0.6930307745933533,1033,711,0.5932632684707642,950,720,0.606670618057251
7,1011,323,0.5018903613090515,1053,359,0.6045065522193909,920,362,0.530608057975769,1145,305,0.515026867389679,866,311,0.47692209482192993,1169,234,0.3456684648990631,850,250,0.4295625686645508,1026,525,0.7440068125724792,936,525,0.7447391748428345,1010,625,0.6338636875152588,935,631,0.6913890838623047,1030,713,0.5665105581283569,948,721,0.5873715281486511
8,1003,325,0.45258232951164246,1056,358,0.6235876679420471,924,356,0.5356922745704651,1136,306,0.4209282398223877,868,301,0.4567214250564575,1151,231,0.4648483097553253,864,226,0.39913803339004517,1026,524,0.762405514717102,937,523,0.7474285364151001,1008,620,0.6589640974998474,936,626,0.647182822227478,1029,710,0.5940660834312439,945,720,0.6312951445579529
9,1003,325,0.45775842666625977,1063,357,0.6305286884307861,926,356,0.5211217999458313,1134,288,0.5388903021812439,872,295,0.39771655201911926,1144,220,0.4221171736717224,869,226,0.3087412714958191,1023,522,0.7466362714767456,935,521,0.7349981665611267,1002,622,0.6483063101768494,935,628,0.6484237313270569,1015,712,0.6119322776794434,948,720,0.602199912071228
