FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1013,340,0.6839368939399719,1073,383,0.539101779460907,952,391,0.6171990633010864,1125,440,0.43850183486938477,903,444,0.4167068302631378,1121,495,0.43569597601890564,880,479,0.38141438364982605,1045,517,0.5640529990196228,952,517,0.4714057147502899,1055,611,0.5438933968544006,953,617,0.6886216402053833,1053,705,0.41977325081825256,943,713,0.392673134803772
1,1011,339,0.6618095636367798,1071,383,0.5123234987258911,953,391,0.6032015085220337,1122,440,0.4319320321083069,904,443,0.4272778630256653,1119,495,0.41040942072868347,875,466,0.3228898048400879,1041,519,0.5685879588127136,951,519,0.46761924028396606,1036,611,0.5071499347686768,951,616,0.6997655034065247,1046,705,0.4168291687965393,939,712,0.41173505783081055
2,1010,340,0.6874350905418396,1068,386,0.5191381573677063,950,392,0.6392656564712524,1123,436,0.372387558221817,900,445,0.4297540783882141,1129,495,0.5680270791053772,881,482,0.366416335105896,1032,518,0.5241641402244568,958,520,0.5638712644577026,1024,615,0.48108476400375366,951,619,0.6485398411750793,1036,706,0.3344915807247162,939,711,0.4252784848213196
3,1008,340,0.670291006565094,1067,385,0.496368408203125,949,392,0.6476239562034607,1123,437,0.3892861008644104,898,444,0.4416557848453522,1127,494,0.5311654806137085,877,471,0.32460838556289673,1030,516,0.4796503782272339,955,518,0.5661345720291138,1015,612,0.42436033487319946,951,616,0.6280897259712219,1034,706,0.3284507691860199,938,710,0.44938522577285767
4,1008,340,0.6851941347122192,1066,385,0.4880034029483795,947,392,0.6541610956192017,1120,435,0.3979742228984833,894,444,0.44008225202560425,1117,502,0.49792397022247314,872,469,0.32649150490760803,1028,516,0.4728543162345886,953,519,0.5899048447608948,1013,614,0.42215821146965027,951,618,0.6355443596839905,1018,705,0.29167288541793823,937,711,0.43139296770095825
5,1008,340,0.6893378496170044,1067,386,0.5142710208892822,948,393,0.6645997166633606,1120,434,0.3859068751335144,893,446,0.43143951892852783,1126,497,0.5970456600189209,873,480,0.38708794116973877,1029,518,0.5084132552146912,953,520,0.6192910671234131,1018,617,0.47539904713630676,949,620,0.6667760610580444,1034,707,0.35051795840263367,935,710,0.4653887152671814
6,1008,341,0.704168975353241,1068,386,0.49592825770378113,945,395,0.6756673455238342,1121,443,0.43268924951553345,890,446,0.4119454622268677,1126,494,0.5558368563652039,875,473,0.3379681408405304,1031,517,0.505592942237854,954,520,0.6110638380050659,1026,615,0.5124613642692566,950,620,0.6668694019317627,1037,705,0.3437049388885498,935,708,0.46919649839401245
7,1009,341,0.7155229449272156,1068,386,0.5001013278961182,947,394,0.6610567569732666,1121,442,0.45071715116500854,892,447,0.41555243730545044,1126,493,0.5503033399581909,870,479,0.4139273762702942,1033,518,0.5143566131591797,955,520,0.5977395176887512,1027,615,0.5101713538169861,949,620,0.6731957197189331,1038,706,0.3642042875289917,934,710,0.46933144330978394
8,1010,341,0.6883417367935181,1071,383,0.49402111768722534,944,390,0.6233275532722473,1122,443,0.43406420946121216,895,447,0.4324750006198883,1122,492,0.5511423349380493,873,482,0.4391784369945526,1037,519,0.5562750101089478,958,521,0.595435380935669,1037,622,0.5853560566902161,953,627,0.6438224911689758,1045,710,0.4108879864215851,938,716,0.46909430623054504
9,1009,341,0.6767516136169434,1071,383,0.513561487197876,944,389,0.6179232597351074,1123,444,0.43252721428871155,894,447,0.42997339367866516,1122,492,0.5601606369018555,872,481,0.44798603653907776,1041,518,0.5524692535400391,959,519,0.5618653297424316,1039,617,0.5688813924789429,954,623,0.6984583735466003,1047,707,0.46237504482269287,939,711,0.4832586646080017
10,1010,341,0.6913020014762878,1072,385,0.5244974493980408,945,391,0.6676441431045532,1122,442,0.4457206130027771,895,447,0.443302720785141,1120,496,0.5295361876487732,883,488,0.46018314361572266,1036,521,0.5532827973365784,959,521,0.5884726047515869,1037,616,0.5331941843032837,951,624,0.6638491749763489,1042,706,0.399855375289917,937,709,0.47271454334259033
