FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
62,0.004889,0.75609,-0.047591,-0.14634,0.56085,-0.014025,-0.25539,0.78636,-0.048613,0.1483,0.55046,-0.017465,0.23613,0.78992,-0.028728,-0.31382,0.98799,-0.078733,0.27297,0.98978,-0.053637,-0.059554,0.052388,-0.004905,0.077129,0.056657,-0.00745,-0.11059,-0.31,-0.015971,0.11439,-0.30411,-0.009778,-0.11719,-0.63204,0.016882,0.12213,-0.63499,0.016
63,0.003879,0.75489,-0.048164,-0.14666,0.5599,-0.014163,-0.25653,0.78457,-0.050782,0.14826,0.54956,-0.017767,0.23627,0.78924,-0.031802,-0.31514,0.985,-0.083801,0.27363,0.98835,-0.058825,-0.059072,0.051555,0.000163,0.077972,0.056124,-0.002668,-0.10992,-0.31172,-0.016614,0.11557,-0.3049,-0.011249,-0.11713,-0.63418,0.015771,0.12153,-0.63797,0.014802
64,0.002765,0.75296,-0.048847,-0.14711,0.55847,-0.014388,-0.25761,0.78116,-0.053464,0.1482,0.54848,-0.018086,0.2364,0.78787,-0.035178,-0.31668,0.98121,-0.089787,0.27423,0.98616,-0.064487,-0.058551,0.050425,0.005675,0.078846,0.055305,0.002563,-0.10923,-0.31347,-0.017628,0.11693,-0.30582,-0.012963,-0.11706,-0.6364,0.014601,0.12105,-0.64078,0.013524
65,0.00132,0.74889,-0.050339,-0.14738,0.55416,-0.014658,-0.25904,0.77463,-0.057609,0.14815,0.54643,-0.018479,0.23647,0.78188,-0.040193,-0.31896,0.97546,-0.09819,0.27493,0.98207,-0.072078,-0.057521,0.047842,0.01272,0.080355,0.053268,0.009538,-0.10818,-0.3169,-0.01974,0.11891,-0.30745,-0.01567,-0.11696,-0.63909,0.012987,0.1206,-0.6445,0.011727
66,-0.000546,0.7424,-0.052002,-0.14749,0.54766,-0.014972,-0.26078,0.76632,-0.062791,0.14746,0.5408,-0.019062,0.23661,0.77478,-0.046161,-0.32169,0.96796,-0.1086,0.27566,0.97665,-0.080854,-0.056186,0.043065,0.021019,0.08225,0.049064,0.018008,-0.10705,-0.32191,-0.022421,0.12126,-0.31056,-0.018945,-0.11688,-0.64211,0.011148,0.12025,-0.64799,0.009975
67,-0.002339,0.73417,-0.053769,-0.14758,0.53983,-0.015241,-0.2622,0.7569,-0.068861,0.14651,0.53397,-0.019891,0.23682,0.76717,-0.052301,-0.32387,0.95973,-0.11966,0.27618,0.97051,-0.089892,-0.054729,0.037213,0.029468,0.084263,0.04401,0.026666,-0.10594,-0.32711,-0.025305,0.12378,-0.3152,-0.022674,-0.11683,-0.64438,0.009375,0.12034,-0.65021,0.008394
68,-0.003942,0.72431,-0.055539,-0.14757,0.53052,-0.015562,-0.26322,0.74555,-0.074892,0.14522,0.52597,-0.020907,0.23705,0.75673,-0.058312,-0.32558,0.95071,-0.13103,0.27672,0.9637,-0.098928,-0.052996,0.030213,0.037505,0.086491,0.037853,0.034764,-0.10491,-0.33269,-0.028551,0.12634,-0.3208,-0.026817,-0.11684,-0.6467,0.007632,0.12043,-0.65167,0.006905
69,-0.004722,0.71325,-0.05602,-0.14754,0.51974,-0.015931,-0.26411,0.73314,-0.081086,0.14387,0.5163,-0.022176,0.23736,0.74646,-0.064231,-0.32635,0.94144,-0.14238,0.27761,0.9564,-0.10821,-0.050969,0.021757,0.045345,0.088997,0.030201,0.042989,-0.10462,-0.3353,-0.032119,0.12894,-0.32397,-0.031245,-0.11699,-0.64879,0.005804,0.12053,-0.65297,0.005217
70,-0.005467,0.70209,-0.056777,-0.14752,0.50897,-0.016295,-0.26375,0.71912,-0.087113,0.14252,0.50667,-0.023432,0.23763,0.73528,-0.06983,-0.32666,0.92477,-0.15324,0.27855,0.94422,-0.11772,-0.04886,0.012895,0.053081,0.091431,0.022123,0.050848,-0.1044,-0.3379,-0.035866,0.13153,-0.32711,-0.036025,-0.11717,-0.65049,0.004173,0.1205,-0.65424,0.003215
71,-0.006386,0.68697,-0.058248,-0.14727,0.49494,-0.01674,-0.2634,0.70355,-0.092985,0.14116,0.49375,-0.024991,0.23797,0.72066,-0.07549,-0.32646,0.90895,-0.16318,0.27908,0.93221,-0.12665,-0.046747,0.002069,0.060727,0.094017,0.012109,0.058776,-0.10417,-0.34098,-0.039978,0.13408,-0.33043,-0.041341,-0.11748,-0.65219,0.002533,0.12061,-0.65557,0.001021
72,-0.006851,0.66539,-0.059753,-0.14679,0.47733,-0.017144,-0.26307,0.68681,-0.098502,0.13936,0.47445,-0.026576,0.23793,0.70118,-0.080834,-0.32601,0.89173,-0.17368,0.27943,0.91896,-0.13499,-0.044341,-0.015238,0.074019,0.096197,-0.00544,0.072349,-0.10374,-0.34447,-0.047161,0.1377,-0.33414,-0.050934,-0.11765,-0.65533,0.000998,0.12079,-0.6575,-0.001175
73,-0.007259,0.64436,-0.061207,-0.1462,0.45997,-0.017594,-0.26296,0.66487,-0.10358,0.13786,0.45493,-0.028184,0.23807,0.68043,-0.08585,-0.3254,0.87334,-0.18394,0.28015,0.90267,-0.14285,-0.042036,-0.032762,0.086507,0.098238,-0.023125,0.085124,-0.10332,-0.34873,-0.054233,0.14107,-0.33912,-0.060289,-0.11774,-0.65866,-0.000419,0.12089,-0.66042,-0.003158
