FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
38,0.044066,0.68576,-0.048913,-0.097599,0.48434,-0.020295,-0.21404,0.70717,-0.058069,0.17004,0.48663,-0.022969,0.27426,0.72339,-0.048948,-0.2627,0.96543,-0.1208,0.29318,0.94872,-0.10883,-0.034086,-0.004464,-0.031747,0.096934,-0.004749,-0.033507,-0.090161,-0.36422,-0.081354,0.12021,-0.3817,-0.014662,-0.103,-0.69853,-0.013252,0.10549,-0.7005,0.013031
39,0.051114,0.68525,-0.048757,-0.089285,0.48456,-0.019368,-0.20736,0.70601,-0.058688,0.17779,0.48645,-0.021395,0.28226,0.72311,-0.049189,-0.25697,0.96368,-0.1236,0.30104,0.94702,-0.10985,-0.026412,-0.004024,-0.030582,0.10509,-0.004749,-0.033935,-0.084108,-0.35949,-0.10206,0.12523,-0.38029,-0.014994,-0.10128,-0.69528,-0.024977,0.10694,-0.70016,0.012775
40,0.058339,0.68486,-0.048347,-0.080541,0.48464,-0.01824,-0.20087,0.70501,-0.058941,0.18626,0.48627,-0.019638,0.29054,0.72291,-0.049368,-0.25161,0.96181,-0.12587,0.30938,0.9456,-0.11068,-0.018246,-0.002985,-0.029186,0.11348,-0.004681,-0.034265,-0.07772,-0.35129,-0.127,0.13023,-0.37825,-0.015369,-0.098458,-0.68099,-0.039191,0.10837,-0.69981,0.01252
41,0.066054,0.6844,-0.047941,-0.07336,0.4847,-0.01701,-0.19444,0.70406,-0.059171,0.19449,0.48609,-0.018144,0.29919,0.72241,-0.049497,-0.24649,0.96004,-0.12755,0.31812,0.94222,-0.11136,-0.010106,-0.001879,-0.028025,0.12234,-0.004769,-0.034681,-0.071275,-0.34097,-0.15299,0.13494,-0.37747,-0.015865,-0.095696,-0.66458,-0.05554,0.10985,-0.69981,0.01225
42,0.073464,0.68406,-0.047423,-0.066375,0.48485,-0.015689,-0.18832,0.70307,-0.05939,0.20223,0.48592,-0.016883,0.3074,0.72187,-0.049553,-0.24177,0.95847,-0.12848,0.32514,0.94222,-0.11213,-0.00267,-0.000682,-0.027379,0.13057,-0.004623,-0.035151,-0.065396,-0.32534,-0.18172,0.13888,-0.37677,-0.016481,-0.092003,-0.6441,-0.074664,0.11133,-0.69959,0.012066
43,0.07996,0.68393,-0.046789,-0.060342,0.48485,-0.014331,-0.18345,0.70278,-0.059565,0.20895,0.48569,-0.015569,0.31474,0.72126,-0.049405,-0.23805,0.95763,-0.12861,0.33178,0.94167,-0.11237,0.003494,0.000584,-0.02715,0.13735,-0.004547,-0.03578,-0.060777,-0.30834,-0.20855,0.14144,-0.37665,-0.017382,-0.088216,-0.62192,-0.09503,0.11243,-0.69932,0.011934
44,0.086599,0.68393,-0.046057,-0.054384,0.48497,-0.012794,-0.17842,0.70278,-0.059451,0.21537,0.4854,-0.014399,0.32174,0.72094,-0.048915,-0.23423,0.95719,-0.12875,0.33841,0.94121,-0.11261,0.009454,0.001859,-0.027009,0.14375,-0.004333,-0.036894,-0.056564,-0.28947,-0.23613,0.14305,-0.37641,-0.018237,-0.083478,-0.59664,-0.12001,0.11347,-0.69915,0.011574
45,0.092402,0.68393,-0.045508,-0.050438,0.48496,-0.011522,-0.1742,0.70278,-0.058864,0.22004,0.48514,-0.013511,0.32775,0.72094,-0.048287,-0.23098,0.957,-0.12887,0.34407,0.9413,-0.11281,0.013848,0.003248,-0.027067,0.14861,-0.004087,-0.038523,-0.053684,-0.26725,-0.26064,0.14408,-0.3762,-0.019005,-0.07767,-0.56659,-0.14542,0.11437,-0.69915,0.011112
46,0.098079,0.68393,-0.045117,-0.046941,0.48494,-0.010757,-0.17028,0.70278,-0.058219,0.22358,0.485,-0.012937,0.33308,0.72078,-0.047763,-0.22792,0.957,-0.12884,0.34981,0.94045,-0.11281,0.017191,0.00467,-0.027164,0.15233,-0.00376,-0.040765,-0.050967,-0.23764,-0.28443,0.14472,-0.3762,-0.020043,-0.071063,-0.5343,-0.17048,0.1151,-0.69915,0.010388
47,0.10305,0.68394,-0.044856,-0.043958,0.48484,-0.010541,-0.16689,0.70259,-0.057555,0.22641,0.48493,-0.012528,0.33791,0.72059,-0.047251,-0.22494,0.957,-0.1284,0.35498,0.93959,-0.1127,0.019771,0.00467,-0.027256,0.15532,-0.00376,-0.043164,-0.048632,-0.20976,-0.30516,0.14496,-0.3762,-0.021177,-0.0648,-0.50572,-0.1925,0.11564,-0.69915,0.00964
