FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
75,0.004707,0.76472,-0.015362,-0.14753,0.55327,-0.007836,-0.24624,0.78761,-0.047449,0.15196,0.54286,-0.00344,0.23189,0.79694,-0.015585,-0.28399,1.002,-0.081953,0.26092,1.0054,-0.04442,-0.066036,0.049097,-0.030142,0.069644,0.05058,-0.028542,-0.12283,-0.30887,-0.030667,0.11091,-0.30405,-0.022854,-0.12905,-0.63518,0.009796,0.12085,-0.63203,0.017264
76,0.004812,0.76415,-0.016086,-0.14745,0.55327,-0.007831,-0.24514,0.7861,-0.049471,0.15188,0.5419,-0.003445,0.23231,0.79658,-0.017145,-0.28308,1.0004,-0.085355,0.2618,1.0035,-0.047079,-0.065877,0.048915,-0.028401,0.069951,0.050414,-0.026557,-0.1231,-0.31138,-0.034056,0.11213,-0.30557,-0.026601,-0.12895,-0.63974,0.008197,0.121,-0.63501,0.014787
77,0.004927,0.76321,-0.016954,-0.14733,0.55305,-0.007823,-0.2442,0.784,-0.051843,0.15182,0.5404,-0.003449,0.23279,0.79596,-0.018982,-0.28234,0.99868,-0.089059,0.2628,1.0015,-0.050179,-0.065707,0.048494,-0.026476,0.070288,0.049973,-0.023998,-0.12345,-0.31398,-0.037912,0.11354,-0.30709,-0.030474,-0.12886,-0.64446,0.00641,0.12115,-0.63778,0.012167
78,0.005131,0.75935,-0.018371,-0.14726,0.55194,-0.007864,-0.24338,0.78032,-0.054853,0.15186,0.53813,-0.003555,0.23346,0.794,-0.021458,-0.28184,0.99551,-0.094468,0.26423,0.99909,-0.054293,-0.065514,0.046814,-0.023651,0.070707,0.048339,-0.020539,-0.12439,-0.31681,-0.043556,0.11588,-0.30934,-0.03606,-0.12892,-0.64969,0.004039,0.12135,-0.64073,0.008848
79,0.005379,0.75338,-0.020377,-0.14688,0.54793,-0.007963,-0.24256,0.77475,-0.058451,0.15193,0.5334,-0.00389,0.23422,0.78937,-0.025506,-0.28148,0.99149,-0.10033,0.26603,0.99523,-0.059463,-0.065373,0.042909,-0.019682,0.071102,0.044544,-0.016106,-0.12575,-0.31985,-0.050247,0.11894,-0.31225,-0.042799,-0.12928,-0.65159,0.000989,0.1218,-0.643,0.005553
80,0.005618,0.74632,-0.022341,-0.1465,0.54263,-0.008204,-0.2418,0.76822,-0.062414,0.15212,0.52759,-0.004173,0.2351,0.78357,-0.029633,-0.28108,0.98641,-0.10704,0.26791,0.99065,-0.065198,-0.065221,0.037813,-0.015534,0.071497,0.039604,-0.011332,-0.12742,-0.3236,-0.057646,0.12247,-0.31602,-0.049952,-0.12977,-0.65229,-0.001901,0.12237,-0.64536,0.002081
81,0.005856,0.73795,-0.024315,-0.14601,0.53633,-0.008558,-0.24112,0.75991,-0.066452,0.15229,0.52179,-0.004576,0.23603,0.77182,-0.033766,-0.28064,0.98053,-0.11433,0.27005,0.98533,-0.071627,-0.065044,0.031788,-0.011122,0.071897,0.03388,-0.006623,-0.12929,-0.32775,-0.06532,0.12627,-0.31994,-0.057311,-0.13026,-0.65324,-0.004801,0.12299,-0.64743,-0.001491
82,0.006076,0.7274,-0.026595,-0.14555,0.52811,-0.008953,-0.24045,0.74958,-0.070822,0.15215,0.5129,-0.005011,0.23696,0.75937,-0.037773,-0.28045,0.9732,-0.12271,0.2724,0.97858,-0.079167,-0.064873,0.024204,-0.006396,0.072274,0.026458,-0.001655,-0.13129,-0.3319,-0.072948,0.13043,-0.32461,-0.065108,-0.1309,-0.65419,-0.008375,0.12429,-0.64931,-0.005315
83,0.006348,0.7156,-0.028836,-0.14517,0.51837,-0.009452,-0.23981,0.73726,-0.074792,0.15179,0.5041,-0.005467,0.23798,0.74634,-0.041571,-0.28043,0.96511,-0.13135,0.2749,0.97113,-0.086821,-0.064874,0.015499,-0.001968,0.072484,0.018009,0.003184,-0.13341,-0.33623,-0.080503,0.13454,-0.32957,-0.072575,-0.13179,-0.65419,-0.011667,0.12584,-0.65076,-0.009121
84,0.006653,0.7025,-0.031103,-0.14484,0.50689,-0.010389,-0.23938,0.72304,-0.078942,0.15132,0.49377,-0.005977,0.23901,0.73204,-0.04576,-0.28063,0.9508,-0.1406,0.27758,0.96308,-0.094975,-0.06484,0.004902,0.002747,0.072644,0.007534,0.008283,-0.13559,-0.34081,-0.087984,0.13864,-0.33503,-0.080151,-0.13272,-0.65503,-0.014797,0.12748,-0.65195,-0.01284
